# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5198] MARSHALLTOWN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia5198
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.38  1.89  5.00  4.73  4.76  7.92  5.00  6.29  1.86  5.04  1.48  0.98 45.33
 1952  1.28  0.40  3.76  1.83  5.30  5.56  2.56  2.51  0.47  0.02  3.30  1.36 28.35
 1953  0.42  2.14  2.86  3.52  2.77  6.96  0.88  0.61  0.88  0.07  1.35  1.22 23.68
 1954  0.22  1.56  1.88  5.33  3.49  6.93  0.19  8.92  2.49  4.20  0.02  0.92 36.15
 1955  0.64  1.62  1.08  2.92  3.60  0.91  3.78  1.09  3.26  0.88  0.16  0.36 20.30
 1956  0.46  0.52  0.92  2.89  5.80  0.94  3.55  4.78  2.27  2.46  1.22  0.38 26.19
 1957  1.20  0.28  1.60  2.49  7.82  4.87  8.28  3.10  2.04  2.71  2.32  1.25 37.96
 1958  0.56  0.10  0.62  2.28  2.37  6.94  8.73  2.46  4.32  0.50  2.56  0.20 31.64
 1959  1.11  1.30  5.46  2.94  5.05  2.19  3.02  2.37  4.45  2.25  2.64  1.24 34.02
 1960  3.78  1.46  1.62  4.86 10.01  1.70  2.46  5.45  2.72  1.64  0.52  0.65 36.87
 1961  0.24  2.84  4.54  1.54  1.24  3.22  6.38  3.88  8.55  2.37  2.75  1.74 39.29
 1962  0.14  2.48  1.30  1.82  7.20  1.66 11.33  2.89  2.12  1.97  0.27  0.25 33.43
 1963  0.79  0.45  2.64  4.70  2.49  1.33  7.28  5.50  2.17  0.65  1.15  0.45 29.60
 1964  0.27  0.35  1.73  4.86  5.33  5.26  3.75  3.53  3.71  0.08  0.61  1.21 30.69
 1965  1.29  1.79  3.77  3.68  4.21  5.13  4.08  4.08  8.64  1.32  1.87  1.21 41.07
 1966  1.25  0.50  2.43  2.63  4.26  5.92  1.85  2.22  0.28  0.44  0.51  0.90 23.19
 1967  1.05  0.41  2.47  3.18  2.06  6.35  0.84  4.02  2.19  2.37  0.54  0.42 25.90
 1968  0.95  0.20  1.59  4.21  1.55  3.90  3.41  3.40  0.00  3.10  1.19  2.30 25.80
 1969  1.70  1.02  1.00  4.44  4.45  6.78  5.85  3.58  2.48  3.30  0.05  1.65 36.30
 1970  0.25  0.10  3.55  1.53  5.86  1.80  4.12  6.83  5.81  4.88  1.69  1.29 37.71
 1971  1.70  3.48  0.97  1.36  3.91  4.61  2.97  1.32  1.54  2.86  3.09  1.88 29.69
 1972  0.52  1.04  1.54  3.11  3.51 11.30  4.73  5.24  3.91  3.45  1.77  2.12 42.24
 1973  1.66  1.16  3.85  4.77  5.80  3.99  4.33  2.39  6.73  1.65  1.89  2.51 40.73
 1974  1.37  1.11  1.32  2.95  9.22  6.59  5.25  8.96  2.88  4.87  1.75  1.71 47.98
 1975  1.17  1.53  2.45  3.30  2.35  7.66  1.59  4.94  1.14  0.21  3.10  0.35 29.79
 1976  0.12  2.08  3.12  6.41  2.76  4.73  2.25  0.52  0.68  0.96  0.02  0.46 24.11
 1977  0.34  0.45  3.10  2.14  2.36  1.83  2.85 12.76  3.57  5.38  0.56  1.68 37.02
 1978  0.31  0.75  0.43  4.98  2.73  3.78  4.84  4.08  5.98  1.43  3.60  0.81 33.72
 1979  1.45  0.40  3.04  4.74  1.97  3.27  2.24  8.25  0.61  4.40  1.68  0.53 32.58
 1980  1.67  0.82  0.45  1.11  1.69  6.78  2.27  4.22  2.68  2.09  0.28  0.11 24.17
 1981  0.08  2.10  0.64  2.82  0.89  5.29  4.03  6.58  4.35  2.79  1.88  1.03 32.48
 1982  2.07  0.47  3.08  3.05  8.43  5.64  5.45  2.05  2.96  3.74  3.05  3.41 43.40
 1983  0.80  1.13  3.21  3.05  6.55  4.15  7.17  2.46  5.35  5.70  5.54  1.14 46.25
 1984  0.59  1.33  1.34  5.54  6.26  7.38  4.91  0.46  3.49  4.94  2.11  2.10 40.45
 1985  0.49  1.43  3.08  0.87  2.11  4.04  1.68  3.39  5.82  2.78  1.49  1.42 28.60
 1986  0.41  1.20  2.51  3.45  6.66  6.59  3.92  4.81  8.94  2.47  1.28  1.00 43.24
 1987  0.34  0.07  3.81  2.64  2.58  1.29  4.51 14.92  1.25  0.39  2.72  1.77 36.29
 1988  0.17  0.23  1.05  1.18  1.37  1.13  1.25  3.65  3.01  0.44  3.11  0.65 17.24
 1989  1.40  0.50  0.64  1.84  2.52  3.31  3.40  5.21  3.32  2.52  0.21  0.32 25.19
 1990  0.45  0.67  7.15  4.14  8.18  7.11 10.74  3.00  1.93  1.88  1.89  2.02 49.16
 1991  0.98  0.11  5.77  6.52  7.02  3.15  1.37  4.86  4.88  3.27  3.92  1.67 43.52
 1992  0.95  2.00  1.40  3.75  1.52  1.86 11.11  2.79  2.29  0.55  5.73  1.63 35.58
 1993  1.10  1.21  4.99  2.66  4.82  8.16 13.64 14.71  4.48  1.65  0.94  0.69 59.05
 1994  1.60  1.31  0.00  2.34  2.62  8.41  4.13  3.34  6.20  1.48  2.28  1.22 34.93
