# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7664] SIBLEY-5-NNE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia7664
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  35   2  51   3  35   3  48   8  45   5  38  11  36   9  39  13  46  10  49   8  48   2  34   4
  2  34   1  47   3  51   4  42   5  44   6  42   5  34   6  37  12  44   7  47   3  46   2  38   3
  3  39   2  36   5  39   6  66   4  47  11  45   8  40  13  35   6  38  10  43   3  49   3  33   5
  4  34   3  39   5  47   5  53   6  48   5  40  10  33   8  36  10  44  12  44   5  44   4  46   4
  5  39   6  44   4  44   6  44   4  44   8  43   9  36   7  35   5  47   6  43   5  38   4  39   5
  6  37   5  46   4  53   4  48   4  47   8  38   8  41  10  32   8  45  14  44   6  38   7  37   2
  7  36   2  38   4  49   5  41  10  42   8  45   4  37  11  35   8  42   9  52   3  40   3  34   1
  8  42   2  40   4  46   3  44   4  46   7  38  10  32  12  37   4  39  11  44   3  44   4  42   4
  9  40   7  40   4  46   3  53   2  46  10  47   6  38   6  41   7  40   8  42   4  41   3  39   4
 10  40   4  40   5  40   6  42   4  43   6  44   7  38  12  45   7  50   7  48   8  39   3  41   4
 11  41   4  40   5  41   2  44   4  44   6  37  11  36  10  39  12  46  11  46   7  44   3  40   4
 12  39   2  40   4  41   4  43   3  44   5  37   8  34  12  37   8  47   8  41   6  44   5  37   4
 13  36   3  49   4  40   3  47   3  49   8  37   8  36  14  42   9  45   8  40   8  38   5  40   4
 14  33   4  38   5  44   3  48   6  41   5  39  14  35   4  38  12  46   6  43   9  41   5  35   3
 15  46   6  35   3  47   9  44   4  49   7  37   8  33  10  33   8  38   5  54   4  39   6  41   3
 16  40   5  40   6  47   3  43   3  47   6  34   9  37  11  39  11  44   4  43   3  40   1  44   4
 17  35   7  40   6  43   3  50   2  45   7  42   9  41  14  37  13  39   6  38   5  37   4  36   2
 18  43   5  43   2  39   4  42   4  43   7  43   3  33  14  35  14  40   6  47   7  40   2  36   2
 19  43   6  38   4  42   3  53   1  44   4  42   3  36  12  38   6  40   8  44   5  37   6  42   4
 20  49   5  44   3  36   4  52   8  43   7  36   6  36   8  40   8  44   6  53   5  40   4  34   4
 21  36   3  46   6  41   6  48   4  38  12  38  12  36  11  35   6  44   5  48   6  41   4  30   4
 22  40   4  43   6  38   3  42   3  40  10  44  13  37   7  43   9  43   7  42   5  39   5  34   1
 23  37   4  45   3  51   3  42   1  42  10  39   7  38   6  40   4  44   5  45   4  33   4  41   4
 24  43   4  45   5  49   2  40   4  40   8  36  10  41  10  45  10  46  10  43   2  37   3  50   3
 25  41   3  41   6  42   4  42   8  43   6  36  14  42  10  42   8  51   7  44   3  44   3  34   1
 26  38   2  41   5  53   5  44  11  36   2  38   5  40  10  37   6  45   9  47   5  33   3  47   3
 27  39   5  38   3  45   5  43   6  41   5  38   9  34  12  39   7  42   6  42   9  45   4  44   5
 28  44   6  40   6  42   6  44   5  41   5  45  12  37   9  41   7  44   5  46   3  40   4  31   5
 29  44   6  39   9  37   3  54   6  43   4  38   5  40  12  40  11  41   7  44   3  38   3  42   4
 30  38   5  **  **  48   3  46   4  42   7  37   8  40  11  41  10  50   6  45   4  37   4  32   2
 31  48   5  **  **  44   3  **  **  36   6  **  **  41  11  34   6  **  **  46   4  **  **  42   2
