# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0753] BLOOMFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia0753
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  33  15  34  15  44  24  57  35  69  45  77  54  86  63  86  62  83  59  74  48  58  38  42  25
  2  33  16  32  13  45  25  57  36  70  46  76  54  86  63  86  63  83  60  73  48  56  36  44  26
  3  33  14  31  12  44  25  57  36  70  46  77  53  85  63  87  64  83  60  72  47  54  35  44  25
  4  31  13  34  14  44  23  56  34  70  47  78  56  85  64  85  63  81  58  71  46  53  34  42  24
  5  31  12  35  15  42  24  58  35  72  49  80  58  85  63  84  63  81  57  69  46  53  32  43  26
  6  32  14  33  15  43  23  60  35  71  48  80  59  86  63  84  63  81  57  67  45  52  32  40  21
  7  30  11  33  13  43  22  62  36  70  47  81  58  87  63  85  62  82  57  67  43  53  32  38  21
  8  30  12  34  15  45  23  60  38  71  49  82  58  87  65  85  63  81  57  69  45  53  33  38  21
  9  30  11  35  16  46  24  58  35  70  48  80  59  86  64  85  62  80  57  68  44  54  32  36  19
 10  29  10  36  18  47  25  59  36  72  48  81  59  87  64  85  62  79  55  67  42  54  30  37  19
 11  30  12  35  16  47  28  61  38  72  49  81  60  86  65  84  60  79  54  68  44  52  31  37  19
 12  32  14  36  16  48  28  59  38  72  49  82  61  87  65  84  60  80  55  69  44  50  31  36  18
 13  33  14  37  18  47  26  60  38  72  49  83  60  88  65  85  61  79  55  69  44  51  32  36  17
 14  32  15  38  20  48  27  61  39  73  50  82  61  88  64  84  61  76  54  69  45  51  31  35  18
 15  31  12  37  19  48  27  63  40  74  50  81  60  87  63  85  61  75  52  68  45  53  32  35  18
 16  32  12  37  18  49  27  65  40  74  52  81  59  87  64  85  62  74  52  67  44  52  32  36  17
 17  32  13  39  19  49  28  65  41  76  53  82  60  88  64  86  62  76  53  66  43  52  32  35  18
 18  32  14  40  22  49  29  66  42  75  53  83  61  89  66  85  63  77  54  64  40  50  31  34  16
 19  33  12  40  22  48  30  65  43  76  52  85  61  88  67  85  62  76  53  63  38  50  30  35  18
 20  30  12  42  21  49  30  66  44  76  52  83  62  88  66  83  61  75  52  64  40  49  29  33  16
 21  32  13  41  21  49  28  66  42  76  53  83  61  87  65  84  60  73  50  65  42  48  27  33  15
 22  34  16  41  20  53  29  66  43  74  53  83  61  86  65  84  61  72  49  66  42  49  27  34  16
 23  34  14  40  23  52  29  66  43  75  53  83  61  87  65  83  61  71  47  63  41  47  28  35  17
 24  33  14  41  21  51  29  67  43  75  53  84  61  86  64  83  60  71  47  62  39  47  26  35  15
 25  33  14  42  21  51  29  68  44  75  54  85  62  87  64  85  60  72  49  61  39  46  26  32  15
 26  30  13  44  23  52  30  69  46  74  53  86  63  87  64  84  62  73  48  62  39  45  27  34  16
 27  30  12  43  23  55  32  69  47  74  54  85  63  87  65  85  62  72  48  61  39  43  26  35  17
 28  31  11  44  24  56  35  67  45  74  54  87  63  86  64  85  61  73  48  59  37  40  21  35  18
 29  32  12  45  21  54  33  67  45  76  55  86  64  86  63  86  61  74  48  61  36  40  23  35  18
 30  32  12 *** ***  54  33  69  45  78  55  85  63  86  63  85  62  73  49  61  38  42  23  33  15
 31  35  12 *** ***  57  35 *** ***  77  55 *** ***  86  63  83  60 *** ***  59  39 *** ***  33  16
