# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2110] DECORAH-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia2110
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  34   3  36   3  46   3  41   4  40   7  39   8  37   9  33   5  44   9  44   8  48   3  35   2
  2  34   4  51   5  39   3  44   4  37   5  39   5  38   8  33  12  42   7  43   8  44   2  35   4
  3  35   2  36   4  35   5  40   5  39   6  39   9  35   8  35  11  44  10  43   4  40   2  29   2
  4  35   3  47   2  41   3  46   5  43   6  39   8  38   7  32   6  48  12  44   8  42   2  34   5
  5  37   2  41   4  42   4  52   5  46  10  39  10  37  10  36   7  43  10  40   6  38   3  33   5
  6  36   2  47   2  43   5  41   5  46   7  39   6  40  13  41   8  40   9  45   5  40   4  43   4
  7  41   3  39   3  41   6  46   7  40   4  43   8  33   8  39   8  38   8  39   6  43   4  31   2
  8  46   4  34   3  41   5  42   5  46   5  35  10  36   9  34   8  37   5  43   6  48   5  31   3
  9  34   5  39   6  43   3  44   5  45   7  38   9  34  11  32   8  45   8  42   6  37   3  37   3
 10  41   3  39   3  37   5  45   6  42   7  40   7  37   9  35   3  44   9  44   8  39   4  32   3
 11  44   5  42   3  34   5  47   5  39   9  44   7  37   6  34  11  41   5  45   3  34   4  47   3
 12  41   3  35   4  34   5  44   7  43   6  40   4  34   9  37   8  44   5  47   8  39   4  35   4
 13  44   1  45   3  36   2  44   6  47   7  42  11  33   6  37  10  37   5  44   3  47   3  42   2
 14  36   3  46   3  40   2  45   4  42   9  39   9  35  10  42   6  40   5  41   3  37   3  33   2
 15  40   2  47   6  46   5  43   4  41   5  35  11  37  10  33   5  45   4  42   4  40   4  39   3
 16  40   3  43   5  44   4  49   6  52   9  37   8  35   9  34   4  41   8  44   5  37   3  38   4
 17  36   3  41   3  40   4  45   6  43   7  40  13  36  11  35  12  39   7  39   4  40   4  37   3
 18  48   2  37   2  49   2  49   6  51   5  35   4  43  11  37  11  40   9  51   4  42   2  35   2
 19  39   4  31   2  36   4  44   5  41   7  36  11  39   9  34  11  41   5  45   5  44   6  37   2
 20  44   3  48   4  36   2  45   5  39   9  37  10  34  12  39  10  38   5  39   6  33   4  33   3
 21  42   1  39   2  39   4  48   5  48  12  39  10  35  10  42   6  36   5  39   5  34   4  43   3
 22  43   2  39   3  46   5  45   6  38   2  34  11  33  11  36  10  43   9  43   5  38   4  31   3
 23  44   4  37   2  46   5  42   8  40   9  38  11  32   8  33   2  39   5  46   4  36   3  33   3
 24  38   4  40   4  47   4  43   2  38   8  36  11  37  10  39   7  48   7  54   7  36   4  36   3
 25  36   2  46   6  36   5  42   3  39   8  38  11  34   6  37  10  47   3  45   5  39   3  36   2
 26  38   5  42   7  43   5  42   8  40   3  40   7  37   8  36   7  42   8  46   5  37   1  41   4
 27  44   3  44   6  44   5  40   9  41   6  36   5  38   9  37   8  41  10  39   4  39   3  36   3
 28  41   1  39   4  44   4  46   6  37   4  39  10  34  11  41   7  38   4  38   7  32   2  40   3
 29  34   3  34   0  38   4  46   6  46   5  37   9  34   8  37   8  47   4  44   2  38   4  41   5
 30  45   3  **  **  50   7  50   7  40   6  37   5  31  10  33   7  48   7  40   5  38   5  37   4
 31  41   3  **  **  40   3  **  **  39   7  **  **  39  10  33  10  **  **  47   4  **  **  36   3
