# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1954] CRESCO-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1954
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  1.16  2.27  5.30  6.66  3.44  5.83  4.97  8.63  2.60  4.24  1.72  1.05 47.87
 1952  1.67  0.36  3.10  1.12  2.70  3.59  4.26  5.38  1.08  0.00  0.83  1.13 25.22
 1953  1.06  1.28  2.29  4.99  2.13  6.10  8.45  5.95  0.37  0.00  2.20  1.98 36.80
 1954  0.65  0.82  1.46  5.94  4.68  7.75  3.41  5.07  3.99  4.71  0.50  1.19 40.17
 1955  0.28  0.00  0.00  1.66  5.12  2.24  3.26  1.77  2.71  1.74  0.68  1.08 20.54
 1956  0.82  0.42  4.53  3.28  4.81  3.09  3.41  2.08  3.00  2.00  1.87  0.65 29.96
 1957  0.30  0.39  1.88  1.13  5.86  3.48  5.94  5.00  2.24  1.79  3.97  0.66 32.64
 1958  0.46  0.00  0.53  1.76  0.93  3.54  4.16  3.41  3.80  0.55  2.30  0.21 21.65
 1959  0.72  2.03  3.30  0.99  5.55  6.01  4.30  5.76  5.57  1.54  2.73  1.32 39.82
 1960  0.68  0.74  1.48  3.30  5.48  7.32  4.24  6.54  5.48  1.46  1.67  0.64 39.03
 1961  0.11  1.55  3.63  1.41  2.41  1.46  4.15  2.28  4.62  4.32  2.14  0.74 28.82
 1962  0.12  1.41  0.84  1.53  2.90  3.58  6.22  9.54  2.47  3.23  0.16  0.28 32.28
 1963  0.47  0.54  1.78  3.62  2.93  1.78  7.18  3.43  2.32  1.53  1.97  0.43 27.98
 1964  0.25  0.02  1.14  3.76  6.04  1.93  1.34  4.02  3.69  0.14  1.08  1.24 24.65
 1965  0.29  1.54  2.85  5.43  4.76  2.77  4.56  2.89 15.09  1.89  1.98  1.53 45.58
 1966  1.18  1.25  2.61  1.66  3.92  4.43  3.27  1.03  1.16  5.13  0.26  0.55 26.45
 1967  2.22  1.06  2.34  2.14  2.59  6.74  1.97  3.65  2.41  2.46  0.07  0.97 28.62
 1968  1.03  0.16  1.24  4.77  4.72  6.95  6.69  2.08  4.23  0.00  0.50  2.04 34.41
 1969  2.32  0.08  0.61  3.64  3.22 12.58  4.09  0.11  4.97  3.71  0.58  2.47 38.38
 1970  1.06  0.40  1.58  1.91  3.82  4.42  5.11  2.49  5.59  5.18  2.74  0.98 35.28
 1971  1.16  2.19  1.04  1.69  3.93  5.09  1.74  0.84  2.50  2.28  3.18  1.61 27.25
 1972  0.56  0.61  2.44  2.24  4.10  1.54 13.69  3.89  8.28  4.01  1.58  1.80 44.74
 1973  0.82  0.82  2.75  6.29  6.40  3.75  3.35  4.90  5.78  1.50  1.88  1.50 39.74
 1974  0.32  0.81  2.34  0.00  5.18  6.49  2.85  1.67  0.90  2.56  1.47  0.00 24.59
 1975  0.00  0.00  0.60  3.46  1.68  5.27  0.30  4.36  0.64  0.55  3.85  1.10 21.81
 1976  0.36  0.96  4.81  6.12  3.54  1.88  1.48  3.78  0.64  1.17  0.04  0.71 25.49
 1977  0.69  1.16  3.49  2.65  3.42  2.18  4.51  5.92  4.12  2.94  1.38  1.13 33.59
 1978  0.93  0.49  0.30  4.23  3.94  5.58  7.34  1.47  4.72  1.97  2.80  0.95 34.72
 1979  1.60  1.05  3.27  2.69  4.71  4.94  3.52  7.07  2.27  3.69  2.98  0.74 38.53
 1980  1.93  0.55  1.00  0.90  3.33  3.05  3.77 10.30  5.00  2.71  0.29  0.71 33.54
 1981  0.14  2.40  0.61  6.49  2.86  4.24  5.46  6.83  2.13  1.48  1.06  1.35 35.05
 1982  2.17  0.22  2.11  2.36  6.34  3.68  3.32  8.24  3.27  4.32  3.41  3.55 42.99
 1983  0.93  1.38  2.65  2.53  9.09  4.92  3.42  4.68  5.06  4.24  5.15  1.16 45.21
 1984  0.28  1.28  2.05  4.66  3.68  6.07  2.96  2.47  2.05  4.79  3.76  2.37 36.42
 1985  1.04  1.14  3.69  3.75  1.50  2.58  3.43  4.74  8.94  1.17  3.29  1.66 36.93
 1986  0.56  0.55  1.82  3.62  4.49  2.83  4.03  5.61 11.04  4.53  2.14  0.48 41.70
 1987  0.59  0.02  2.24  2.18  3.16  1.80  5.95  5.85  1.78  0.42  2.34  2.11 28.44
 1988  0.81  0.53  1.70  2.28  1.17  0.71  2.77  6.40  5.27  0.62  3.51  0.83 26.60
 1989  0.36  0.34  1.28  4.17  2.59  1.88  2.37  4.98  3.98  2.59  0.72  0.28 25.54
 1990  1.07  0.59  5.31  3.16  4.37  7.45  5.16 10.70  1.45  2.60  0.75  2.39 45.00
 1991  0.57  0.33  3.04  6.99  5.24  3.37  3.58  3.30  7.70  1.78  6.83  1.57 44.30
 1992  1.04  0.78  2.81  4.87  2.32  4.27  5.12  2.56  7.71  1.18  4.31  1.53 38.50
 1993  0.87  1.06  2.22  5.77  3.90  8.41  8.54 11.50  2.04  1.07  1.10  0.71 47.19
 1994  1.34  0.81  0.11  3.13  1.46  5.67  4.85  6.60  2.95  2.69  1.62  0.78 32.01
 1995  0.56  0.07  2.33  3.09  3.85  4.50  4.46  5.49  2.51  2.12  1.56  0.50 31.04
 1996  3.01  0.17  2.14  1.07  2.89  7.17  1.81  3.21  1.86  2.57  4.82  1.09 31.81
 1997  1.23  1.09  2.05  1.08  3.95  4.31  4.55  2.20  2.48  3.41  0.16  0.46 26.97
 1998  1.22  1.97  2.37  4.19  4.23 10.04  1.83  5.71  1.09  4.67  1.31  0.30 38.93
 1999  1.88  0.77  0.83  5.99  4.44  3.46 13.60  5.35  1.87  1.12  0.92  0.91 41.14
 2000  1.19  1.05  1.27  0.76  5.68 12.23  4.72  4.52  0.79  1.14  2.46  1.91 37.72
 2001  1.17  1.26  1.29  4.18  6.63  3.14  1.28  2.36  4.69  2.10  0.89  1.16 30.15
 2002  0.27  1.97  0.77  3.69  2.24  5.87  4.05  4.95  2.00  2.22  0.36  0.37 28.77
 2003  0.58  0.41  1.59  1.98  4.09  3.42  2.52  2.73  1.98  0.55  2.17  0.74 22.77
 2004  0.36  1.30  3.32  2.06 12.05  5.81  7.88  4.13  3.11  2.84  1.73  0.60 45.20
 2005  2.09  1.14  1.99  2.00  3.23  5.86  4.89 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.92  0.87  2.11  3.22  4.07  4.71  4.47  4.64  3.70  2.32  1.96  1.11 33.46
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
