# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7708] SIOUX-CITY-WSO-AP
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia7708
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      4     34     80    261    217     18     17      0      0
 1952      0      0      0     10     38    324    297    178    111      0      0      0
 1953      0      0      0      0     52    315    333    293     81     23      0      0
 1954      0      0      0     12     28    272    435    258    121      0      0      0
 1955      0      0      0     15     85    155    512    454    160      8      0      0
 1956      0      0      0      1     97    367    287    315    103     30      0      0
 1957      0      0      0      6     40    166    458    283     34      0      0      0
 1958      0      0      0      1     72    121    195    313    101     26      0      0
 1959      0      0      0      5     63    300    284    389     95      0      0      0
 1960      0      0      0     15     33    115    319    291    118     10      0      0
 1961      0      0      0      0     37    202    287    258     77      7      0      0
 1962      0      0      0     27    131    165    263    242     41     32      0      0
 1963      0      0      0      6     58    293    360    246    113     44      0      0
 1964      0      0      0      4    104    180    420    158     81      3      0      0
 1965      0      0      0      8    100    135    315    231     23     12      0      0
 1966      0      0      0      6     45    192    401    174     56     11      0      0
 1967      0      0      0      4     61    132    270    189     33     14      0      0
 1968      0      0      3      6     23    235    303    293     45     19      0      0
 1969      0      0      0      0     70     79    342    268     55      8      0      0
 1970      0      0      0     22    127    234    316    310    119     15      0      0
 1971      0      0      0      7     18    321    245    268    129     28      0      0
 1972      0      0      0      3     90    236    276    252     94      1      0      0
 1973      0      0      0      0     35    225    302    374     48     18      0      0
 1974      0      0      0      9     45    168    507    187     40      4      0      0
 1975      0      0      0      0     87    157    356    313     49     28      0      0
 1976      0      0      0     13     25    175    352    285     88      7      0      0
 1977      0      0      0     19     96    179    338    147     54      0      0      0
 1978      0      0      5      0     47    206    272    217    156      0      0      0
 1979      0      0      0      3     32    183    293    243     91      0      0      0
 1980      0      0      0     23     55    182    422    271     88      4      0      0
 1981      0      0      0     24     23    213    304    191     85      0      0      0
 1982      0      0      0      3     39     76    351    247     81      7      0      0
 1983      0      0      0      0     15    139    378    493    155      9      0      0
 1984      0      0      0      4     16    170    269    311     58      3      0      0
 1985      0      0      0     34     74    132    296    147    117      1      0      0
 1986      0      0      2      3     31    239    363    137     54      0      0      0
 1987      0      0      0     32    125    286    369    205     55      0      0      0
 1988      0      0      0      3    127    350    354    353     77      0      0      0
 1989      0      0      0     51     47    168    383    245     69     11      0      0
 1990      0      0      0     31     13    274    260    268    172      9      0      0
 1991      0      0      0     22    150    269    295    280    131      1      0      0
 1992      0      0      0      7     48    114    126    104     54     12      0      0
 1993      0      0      0      0     18    130    251    244     16     18      0      0
 1994      0      0      0     19    101    236    182    165    126      2      0      0
 1995      0      0      0      0      1    202    311    371     69     11      0      0
 1996      0      0      0      1     43    221    174    162     54      7      0      0
 1997      0      0      0      0     12    205    290    196     84     48      0      0
 1998      0      0      0      2     91    128    294    263    186      5      0      0
 1999      0      0      0      0     37    163    394    186     52      7      0      0
 2000      0      0      0      2     82    136    276    277    116      4      0      0
 2001      0      0      0     23     62    197    335    214     44      6      0      0
 2002      0      0      0     23     58    298    395    208    105      0      0      0
 2003      0      0      0     13     14    140    293    291     46     12      0      0
 2004      0      0      0     15     67    113    223    143    145      5      0      0
 2005      0      0      0     13     66    299    386      0      0      0      0      0
 MEAN      0      0      0     10     58    200    320    252     85     10      0      0
