# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6243] ONAWA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia6243
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1429   1042   1156    606    107     69      9      7    168    420    990   1379
 1952   1379    914   1001    441    159      0      4      5     78    476    791   1217
 1953   1339   1020    816    581    183      6      0      0     72    234    678   1074
 1954   1442    730    980    352    271     33      0      0     44    401    634   1098
 1955   1294   1263    961    211     57     48      0      0     81    315   1017   1345
 1956   1425   1179    888    538    149      9      0     10     93    180    806   1087
 1957   1518    966    839    477    187     11      0      0    118    417    848    978
 1958   1255   1300    948    441     82     31      3     12     64    286    723   1270
 1959   1485   1180    844    434    148     15      7      0    171    547   1103    994
 1960   1480   1397   1394    423    144     12      0      0    105    354    744   1207
 1961   1382   1020    846    559    204     16      0      3    180    332    862   1442
 1962   1530   1174   1117    460     30     23      5      1    143    317    694   1178
 1963   1667   1122    723    328    147      2      0      9     45    132    667   1505
 1964   1162   1044    977    384     77     28      0     36    114    379    738   1364
 1965   1393   1239   1264    420     72      2      0     16    256    311    793    980
 1966   1606   1106    756    592    221     27      0     25    155    385    868   1290
 1967   1380   1164    722    397    323     25     17     28    123    468    876   1196
 1968   1420   1173    622    372    244     16      9      8     92    346    862   1367
 1969   1547   1093   1156    360    144     62      0      0     52    515    761   1314
 1970   1632    981   1014    420     94     15      1      0    126    458    843   1196
 1971   1488   1144    919    381    192      3     19      3    114    283    771   1190
 1972   1462   1280    784    437    170     16     10      9    132    485    856   1418
 1973   1309   1074    674    449    178      3      0      0    101    252    767   1311
 1974   1456    952    740    367    143     31      0     14    166    283    779   1174
 1975   1383   1241   1059    540     87     18      2      0    169    264    738   1155
 1976   1272    842    798    287    177      3      0      0     73    537    958   1295
 1977   1666    938    641    248     10      0      0      4     47    398    837   1300
 1978   1734   1443    969    421    165     24      0      3     53    395    881   1408
 1979   1816   1461    960    511    193     12      0     10     58    399    868   1038
 1980   1286   1238    927    422    160     10      0      0     56    450    706   1171
 1981   1223    977    741    235    191      0      6      8     74    434    709   1284
 1982   1710   1180    912    511     96     53      0     11    133    327    879   1120
 1983   1257    979    863    638    261     28      0      0    106    391    792   1798
 1984   1355    922   1060    531    206      5      0      4    170    379    785   1197
 1985   1424   1160    689    323     83     44      0      9    202    403   1104   1523
 1986   1082   1150    692    377    116      1      0     22     62    361    946   1167
 1987   1141    804    733    340     72      5      2     42     84    507    662   1097
 1988   1445   1212    752    430     32      4      0      6     58    503    792   1129
 1989   1065   1341    899    379    159     36      0      4    141    371    891   1506
 1990   1030    996    727    464    203     16      3      2     70    385    710   1403
 1991   1552    906    723    347    135      1      0      0    132    428   1109   1104
 1992   1042    855    715    499    157     15     14     38    101    399    935   1211
 1993   1475   1292    993    528    171     51      0      9    180    456    959   1185
 1994   1565   1265    746    428    135      7      3     10     74    307    742   1223
 1995   1350    970    841    537    225     31      2      2    150    401    951   1196
 1996   1482   1076   1037    488    245     25      4      1    146    327   1033   1465
 1997   1487   1068    737    600    262      1      7     17     78    395    944   1124
 1998   1276    812   1002    406     56     65      0      0     26    305    686   1095
 1999   1401    855    813    398    121     39      0      2    136    366    561   1095
 2000   1228    842    643    374     67     22      7      0    107    286   1029   1635
 2001   1270   1311   1000    342    124     26      0      2    105    367    495   1065
 2002   1095    975   1027    370    226      4      0      9     74    543    859   1071
 2003   1328   1165    801    369    180     29      0      1    128    317    851   1097
 2004   1360   1187    663    332    124     33      9     35     28    303    709   1108
 2005   1422    898    764    325    200      0      6      0      0      0      0      0
 MEAN   1395   1089    874    426    152     20      3      8    108    376    826   1238
