# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7708] SIOUX-CITY-WSO-AP
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    3    0    0    0
 Sep 20    7    0    0    0
 Sep 22   16    1    1    0
 Sep 24   24    1    1    0
 Sep 26   29    3    3    0
 Sep 28   35    5    3    0
 Sep 30   38   14    7    0
 Oct 02   44   20   11    0
 Oct 04   53   22   11    0
 Oct 06   61   35   20    1
 Oct 08   72   37   20    1
 Oct 10   74   46   29    3
 Oct 12   83   51   35    3
 Oct 14   83   55   35    3
 Oct 16   85   59   40    7
 Oct 18   85   66   50   14
 Oct 20   87   72   55   18
 Oct 22   88   72   59   20
 Oct 24   92   83   66   22
 Oct 26   96   83   68   35
 Oct 28  100   88   74   35
 Oct 30  100   94   79   42
 Nov 01  100   94   85   55
 Nov 03  100   96   88   61
 Nov 05  100   98   94   74
 Nov 07  100   98   94   75
 Nov 09  100  100   96   83
 Nov 11  100  100   98   85
 Nov 13  100  100  100   94
 Nov 15  100  100  100   94
 Nov 17  100  100  100   94
 Nov 19  100  100  100   96
 Nov 21  100  100  100   96
 Nov 23  100  100  100   98
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
