# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1731] COLUMBUS-JCT-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     5  13  13  11  12  13  12   8   6   8   4   7 112
1952     6   6  11   8   8   7   3   5   3   1   6   6  70
1953     5   6  14   9   9   7   5   3   6   2   1   6  73
1954     4   5   7   7   7  10   7  13   4   9   0   8  81
1955    10   6   5   7   6   5   3   5   7   7   3   4  68
1956     5   7   5   3  10   7  12  10   5   4   7   8  83
1957    12   8   6  14  12   9   7   8   6   5   7   6 100
1958     4   3   2   9   7  10  15  11  10   3   6   3  83
1959     8   8   8   9  16   6  11   8  11  10   8  10 113
1960    10   7   9   7  14  15   7   4   8   7   6   4  98
1961     5   6  13  14   9   5  12   7  11   6   8   9 105
1962     8  12   9   7  11   7  14   7   8  11   5   5 104
1963     8   6  13  11   9   5  11   9   7   7   5   5  96
1964     4   7  11  14   9  11  13   5  11   1   8   9 103
1965    10   9  14  14  11   9  10  13  16   6   8  10 130
1966     4   5   7  10  12  11   6   3   5   6   6   7  82
1967     8   5   6  14  17  12  10   8   7  12   8  15 122
1968     7   5   6  11  15  10  11  11  14   9  10   9 118
1969    14   4   8  13  13  16  10   5  11  13   3  10 120
1970     8   4  10  13  10  11   7   9  16   9  10   7 114
1971     4  10   3   5  10   9  12   5   8   8  10   9  93
1972     9  10   6   9  13  13  10   8  11  10   8   5 112
1973     9   8  16  14  15  14  14  10  16  11   6  11 144
1974    11   4  10  11  21  12   6  13   6   8   9  11 122
1975    11   9   9  14  11  16   5   9   9   3  17   9 122
1976     7   7  12   9  11   7  10   9   6   7   2   5  92
1977    10   3  14   9  11  11  10  17  16  13  10  10 134
1978     8   7   7  19  12  14  13   7   6  13  13  10 129
1979    13   2  16  15   9   9  10  11   1   8  10   7 111
1980    13   8  12   6  10   9  10  16  10   8   6   8 116
1981     3   8   2  14  12  14  11  11   6   9  13   7 110
1982    16   5  14   9  21  14  13  10   9  10  13  10 144
1983     6  11  11  12  20   9   7   4  12   9  14  18 133
1984     6   9  13  16  11  13  12   5  13  17   7  16 138
1985    12   8  14   8  11  11  12  10   8  13  19  10 136
1986     3  11   9  12  18  10  14  10  16  15  12   6 136
1987     9   3  13   9   9  11   8  13  12  10  15  11 123
1988     9   9   6  11   5   2   4  10   6   8  13   5  88
1989     7   9   7  11  12   8  11  11   9   7   5  12 109
1990     9   9  14  12  13  15  13  12   6   7   8  10 128
1991     9   3  12  13  14  10   5   8  10  12  14   6 116
1992    12   8  13  17  10   7  20   9  13   5  19  10 143
1993    12  11  13  11  16  13  21  15  12   7   9  13 153
1994    13  10   5   9   8  14   9  10   5   5  11   8 107
1995     7   5   5  12  14  12  10   7   7  12   8   6 105
1996     9   6   6   7  19  11   7   9   6   5  10   8 103
1997    10  11   8  10  15  10   7  11   7  11  11  10 121
1998    11  13  15  14  12  12   5  13   5  11  10   4 125
1999    13  10   6  14  10  11   9   4   5   3   2  10  97
2000     9   6   7  12  12  13  12  10   9   8   8  17 123
2001     9  10   9  10  21   9   8   9  11  12  10   8 126
2002     6   6  11  14  12   7   9   8   4  13   5   2  97
2003     8   7  10  13  12  11   9   6   9   8  13   8 114
2004     9   8  16   7  12  11  11  12   4  14  11  10 125
2005    13   9   8   7   9   9   5   0   0   0   0   0  60
STDDEV   3   3   4   3   4   3   4   3   4   4   4   3  21
AVG      9   7  10  11  12  10  10   9   8   8   9   8 111
