# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4049] INDEPENDENCE-2-W
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia4049
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1578   1248   1231    663    155     79      6     18    203    448   1073   1393
 1952   1404   1014   1052    475    233     11      0     14    106    584    815   1207
 1953   1321   1105    931    685    225     16     14      5    115    273    752   1191
 1954   1424    827   1010    401    329     47      0      7     83    444    730   1201
 1955   1377   1221    970    274    112     51      0      4     90    417   1033   1428
 1956   1422   1239   1036    597    198     28     13     30    176    283    873   1192
 1957   1588    999    936    467    226     34      0      8    161    491    902   1096
 1958   1317   1373    975    488    163     83     11     24    105    315    754   1431
 1959   1595   1321   1004    483    147     22      9      0    130    515   1106    991
 1960   1375   1270   1335    437    208     36      4      4     95    429    753   1327
 1961   1440    962    914    682    290     35      0      3    172    371    826   1413
 1962   1618   1259   1148    575    120     41     22     10    191    379    828   1315
 1963   1788   1370    870    436    230     10      5     18     87    122    682   1611
 1964   1198   1088   1027    469     76     30      4     68    170    519    797   1410
 1965   1537   1364   1304    587    157     36      4     39    191    456    818   1065
 1966   1738   1265    859    638    377     46      2     34    191    512    860   1302
 1967   1382   1365    933    521    362     29     45     70    197    534    962   1215
 1968   1480   1310    804    473    296     46      8     36    160    449    867   1374
 1969   1613   1193   1130    485    224    116      6      0    133    562    890   1381
 1970   1776   1263   1050    520    174     32     12     22    147    422    883   1355
 1971   1702   1337   1120    515    292      6     29     22    125    289    860   1235
 1972   1649   1458   1044    630    188     67     21     25    141    589    964   1519
 1973   1439   1136    696    606    292      6      1      3    141    300    828   1411
 1974   1530   1233    977    489    305     76      1     54    287    517    896   1296
 1975   1490   1336   1356    736    164     47     21     11    327    506    829   1339
 1976   1634   1112   1009    541    326     30     13     37    197    663   1137   1638
 1977   1967   1203    776    387     87     31      7     57    113    541    951   1505
 1978   1837   1587   1170    563    267     41      9     32     92    532    896   1456
 1979   1915   1600   1100    659    273     46     15     63    166    479    923   1181
 1980   1426   1413   1142    547    193     41      5      2    144    598    841   1313
 1981   1387   1110    851    366    246     16     19     26    175    553    789   1366
 1982   1807   1275   1031    672    110     81      0     49    200    411    903   1103
 1983   1285   1023    900    663    301     32      3      0    174    467    847   1752
 1984   1542   1024   1177    584    313      8     17     13    199    423    874   1261
 1985   1657   1339    866    443    133     85     12     73    247    491   1070   1757
 1986   1459   1321    839    428    167     26      2     60    102    417   1049   1250
 1987   1331    925    815    374    109     15      4     42    120    570    725   1173
 1988   1588   1387    896    500     80     13      4     18     84    618    841   1263
 1989   1152   1454   1015    530    230     36      0     11    168    394    949   1608
 1990   1145   1048    792    525    263     42      5      5    115    459    694   1427
 1991   1629   1094    832    427    154      2      2      7    200    478   1076   1230
 1992   1267   1023    882    555    176     35     23     61    185    473    982   1311
 1993   1441   1285   1082    599    190     70      1     16    242    489    916   1223
 1994   1753   1383    871    473    181     17      7     40     96    331    754   1177
 1995   1451   1172    851    608    213     12      9      0    194    461   1065   1327
 1996   1526   1261   1094    566    310     38      8      0    162    400   1073   1380
 1997   1545   1118    878    580    301      7      8     11     81    449    976   1163
 1998   1270    824    939    430     65     71      0      0     42    370    722   1072
 1999   1524    907    885    421    127     37      0      5    149    386    618   1173
 2000   1368    958    685    430    122     33      2      2    123    302    928   1706
 2001   1365   1307   1058    332    167     57      2      2    185    528    563   1094
 2002   1149   1050   1111    590    334     34      2     20    115    602    956   1179
 2003   1513   1342   1034    526    298     67      9      0    203    487    923   1199
 2004   1550   1285    820    507    224     64     24    102     89    474    782   1267
 2005   1485   1000    963    387    311      4     11      0      0      0      0      0
 MEAN   1505   1207    983    519    215     39      8     24    153    455    878   1319
