# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7664] SIBLEY-5-NNE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   5   9   9  14  14  15  14  12  10   5  11 121
1952    10   7  11   7  14  13   8  13   3   0   3   8  97
1953     7   6  13  13  11  10  12   9   4   4   6   9 104
1954     4   6   9   8   9   9  12   8  15  13   4   2  99
1955     8   5   8   7   5  13  10   7   5   7   4   5  84
1956     9   5   8   9  10  10  14  15   6   3  10   5 104
1957     4   8   9   8  13  10   8  11   8   8   7   5  99
1958     3   4   5  10  11  14  10   9   3   1   5   5  80
1959     6   7   6   8  19   9   2  10  10  11   7   9 104
1960     2   3  13  11  11  11   5  10   8   4   4   6  88
1961     2   6   9  13  10  13  12   9  12   6   7   7 106
1962     7  12  14  10  17  14  18  11   8   6   6   6 129
1963     7   9  10  13  10  15   9   8  11   9   3   4 108
1964     5   4   9  15   9   9  10   8  12   3   7   8  99
1965     5   7   9  13  15  10   8  13  16   3   6   6 111
1966     8   6   5  12   7  14   8   7   7   4   5   8  91
1967    12  10   4   7   5  19   6   9   7   7   5   8  99
1968     5   5   3  10   8  12  13   7  10   9   5   8  95
1969     8   6   3   5  15  10  10   4   6  10   4   6  87
1970     0   2   5   6  12   8   9   4   9   8   8   3  74
1971     2   7   4   0   6  11   6   2   4   9   7   5  63
1972     3   6   6   9  15  12   0   0   6   8   7   6  78
1973     5   3   7   8   8   7   8   6  11   5   6   8  82
1974     2   3   6   8  11   5   9  10   5   5   6   1  71
1975     8   4   9  13  10  15   2   9   5   0   6   2  83
1976     2   6   8   6   5   0   7   4   5   3   1   7  54
1977     5   4   8   9  13   6   9  11  11   8   7   7  98
1978     9   6   2  15  10   6   0  10   5   6   5   4  78
1979     9   6   9   9  12   9   9  11   5   5   6   1  91
1980     5   6   0   2   5   4   6  10   7   3   1   4  53
1981     2   4   3   3   7   9   8  11   5   7   3   6  68
1982    10   2  10  10  18   7   7   6  10  11   7   6 104
1983     5   7  14  11   8  14   7   6  11   8  11   7 109
1984     4   5   7  13  11  16  11   9   8  15   4   5 108
1985     5   2  10  10  12   8   5  13  13   8   8   6 100
1986     4   3   6  14  13  10  13   9  14  10   6   2 104
1987     6   1  11   6  12   7  13   8  11   2   5   7  89
1988     5   7   4  12   9   7   6   8  10   2   9   2  81
1989     4   7   9  13   8   8   7   9   6   1   7   5  84
1990     2   3   9  10  12  14  11  11   8   7   5   6  98
1991     4   3   7  12  10   8  10   7   9   3  11   5  89
1992     4   6   8   9   7  11  14   9   6   5   7   7  93
1993     6   8   4  11  15  17  13  11   6   4   6   7 108
1994    12   5   1   8   7  12   9  10   8   8   2   3  85
1995     2   4  11  14  13  12  10   9   8  11   5   4 103
1996     7   2   5   5  21   9  11   9   8   8  10   7 102
1997     9   4   5   9  11   8   6  12   9   5   7   7  92
1998    10   7  12  11   6  16  10  14   4  13   4   5 112
1999    11   3   4  12  14  17   8   7   6   3   2   4  91
2000     6   7   7   9  14  12   5   6   6  10   9  12 103
2001    12   9   3  11  15   8  12   5   8   6   6   4  99
2002    10   8  11  13  11  13  11  10  13  15   7   7 129
2003    16   8  12   9  16  15  11   6   8   5   7  12 125
2004     9  10  14   6  17  12  10   9  12  10   7   5 121
2005    10  10  10  12  20  20   7   0   0   0   0   0  89
STDDEV   3   2   3   3   4   4   4   3   3   4   2   3  17
AVG      6   6   8  10  11  11   9   9   8   6   6   6  95
