# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0213] ANAMOSA-1-WNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia0213
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     0     4     1     0     5        0     0     9     7     0    16
 1952     2    12    17     3     6    40        3    50    68     8    20   149
 1953     3     9    11    10     5    38        9    41    30    71    42   193
 1954     0    14    18     5     8    45        0    63    84    11    33   191
 1955     1     2    25    22     9    59        2     4   150   153    49   358
 1956     1    13    10     6     1    31        4    52    46    28     1   131
 1957     0     3    15    11     1    30        0     7    81    41     1   130
 1958     0     3     0    13     0    16        0     3     0    45     0    48
 1959     1     4     7    16     3    31        1     9    13    51    15    89
 1960     0     1     5     8     8    22        0     2    15    28    49    94
 1961     1     6     2     5     4    18        2    23     6    11    13    55
 1962     3     4     3     6     2    18        6     7     5    17     5    40
 1963     1    13     8     4     0    26        2    79    32    15     0   128
 1964     4     7    20     6     4    41        9    32    89    27    13   170
 1965     0     2     7     8     1    18        0    10    39    33     1    83
 1966     0     7    16     7     2    32        0    21    88    19     3   131
 1967     4     3     7     0     0    14       14     5    18     0     0    37
 1968     1     9    10    10     0    30        1    33    43    51     0   128
 1969     1     2     6     9     1    19        1     3    22    18     1    45
 1970     1     2    16     9     2    30        1    13    50    20     4    88
 1971     1    14     5     8     9    37        3    46     8    35    38   130
 1972     6    10     9    12     4    41       19    31    42    69    15   176
 1973     0    10    17    17     2    46        0    25    71    58     5   159
 1974     0     2    21     5     0    28        0     8   130     6     0   144
 1975     5    10    19    13     1    48       21    43    79    63     1   207
 1976     0     6    18    11     3    38        0    19    84    39     7   149
 1977    11    11    19     4     0    45       28    44   117    13     0   202
 1978     3     8    11    10     9    41       15    21    26    27    42   131
 1979     1     5     6    10     0    22        1    13    12    37     0    63
 1980     7     8    24     9     3    51       13    37   122    31    14   217
 1981     0     5    11     4     2    22        0    12    36     9     6    63
 1982     0     0    15     6     1    22        0     0    43    27     1    71
 1983     0    13    25    24     7    69        0    58   144   198    35   435
 1984     1     4    10    17     8    40        1     8    44    88    32   173
 1985     1     6    15     8     8    38        7    34    58    34    45   178
 1986     0     6    21     2     2    31        0    32    73     3     4   112
 1987     4    12    23    10     1    50       13    71   155    73     2   314
 1988     7    21    24    17     3    72       16   125   175   163    10   489
 1989     2     7    15     5     0    29        3    16   103    22     0   144
 1990     0     3     6     5     6    20        0    11    39    19    26    95
 1991     6    13    14     8     3    44       15    42    86    43     9   195
 1992     1     7     2     3     0    13        1    23     7     9     0    40
 1993     0     4     4     5     1    14        0     7     9    13     1    30
 1994     2    10     6     3     3    24        3    41    14     9     8    75
 1995     0    11    13    24     1    49        0    47    72   114     1   234
 1996     3    10     5     4     1    23        8    42    14    17     1    82
 1997     0     7    14     3     0    24        0    20    60    12     0    92
 1998     7     6    12     6     4    35       20    37    40    15    15   127
 1999     0     8    19     2     3    32        0    24   102     6    16   148
 2000     0     4     4     4     6    18        0    10     8     7    44    69
 2001     1     7    14    11     1    34        1    20    53    52     1   127
 2002     0    11    16     4     6    37        0    27    69    16    19   131
 2003     0     4     7    12     3    26        0    16    22    76     7   121
 2004     0     4     2     2     1     9        0     7     7     3     1    18
 2005     0    14    17     0     0    31        0    48    87     0     0   135
 **************************************************************************************
MEANS   1.7   7.2  12.2   8.1   2.9  32.1      4.4  27.7  56.3  37.5  11.9 137.8
