# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1233] CARROLL-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
  RECORD LARGEST AND SMALLEST DAILY RANGES (MAX-MIN) FOR STATION NUMBER  ia1233
     JAN     FEB     MAR     APR     MAY     JUN     JUL     AUG     SEP     OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  46   3  37   2  45   2  45   5  46   6  42   8  41  12  42  10  44  10  49   8  49   3  38   2
  2  38   5  42   5  42   2  49   5  46   5  42   4  36  15  37  13  45  10  48   8  47   5  40   3
  3  38   3  43   4  38   3  47   6  42   6  44   4  40   4  40   7  44  12  42   2  44   4  37   5
  4  36   5  39   3  40   5  47   4  49   7  41   7  37   6  38   7  48  13  45   4  45   3  37   4
  5  44   2  40   3  39   4  51   4  43   5  48   7  44  10  38   9  42   7  45   4  39   4  41   3
  6  33   2  41   1  44   4  47   7  46   6  40  10  37   8  38   4  40  10  48   4  35   3  39   2
  7  32   5  46   3  40   3  47   9  51   3  45   9  44   8  40   5  48  10  45   6  40   7  45   2
  8  39   5  42   1  46   1  47   6  46   6  33   9  37  11  40   7  43   9  44   5  43   3  40   6
  9  34   5  37   2  45   5  50   4  47   6  44   4  38   6  38   8  45   7  48   5  41   5  39   2
 10  38   3  37   2  42   4  52   3  46   6  48   8  40   9  37  11  46   8  47   9  46   2  40   4
 11  37   3  46   4  41   5  43   5  45   7  40   9  38   8  40   8  47  12  52   7  41   6  41   5
 12  39   2  43   4  38   2  46   5  46   6  36   5  37   4  38   9  50   7  43   6  49   4  42   2
 13  42   1  37   4  43   2  49   5  41  11  42  11  43  10  37   5  46   7  45   6  40   1  39   1
 14  35   2  38   3  51   4  48   3  45   7  36   9  43   7  43  11  41   5  42   5  40   4  39   3
 15  41   4  43   3  43   2  44   4  42   5  36   7  36  12  44   7  41   3  41   4  43   5  41   1
 16  40   5  42   7  42   2  45   7  51   6  43   8  40  12  44   4  51   6  44   6  37   6  43   3
 17  39   4  42   5  41   5  48   4  42   6  42  10  42  13  42   8  44  10  41   6  38   2  33   2
 18  48   5  46   3  37   2  50   6  46   6  46   8  31  12  39  13  43   9  51   7  42   4  40   4
 19  39   4  43   3  39   2  48   4  40  10  36   8  36  11  36  13  44   9  50   4  39   2  41   3
 20  42   3  39   2  41   4  48   6  43  10  34   8  36   7  41   5  45   7  56   5  36   5  37   5
 21  42   4  54   3  44   7  43   4  38  11  44  10  43   4  40   8  48   5  47   4  41   2  42   3
 22  46   2  39   4  49   3  40   3  36   5  43   3  37   9  40  11  54   6  44   6  46   3  37   4
 23  37   2  36   5  49   7  47  10  45   8  42   8  39   9  40  10  42   5  45   5  37   4  36   5
 24  42   4  51   3  56   4  41   6  47   9  37  16  41   7  41   9  48   8  48   4  34   4  36   4
 25  37   7  45   2  43   6  47   5  42   6  40   7  42   9  45   3  48   7  51   4  43   5  38   3
 26  35   3  44   3  57   3  52   9  38   7  39   6  39   6  39   6  45   9  50   8  36   3  36   4
 27  38   5  44   4  50   5  48   7  47   4  38  13  37   6  45  10  46   6  47   5  32   3  35   4
 28  45   5  37   2  48   4  45   6  45   4  40   5  39   7  46   9  48   8  46   5  42   1  39   3
 29  36   6  37   9  49   6  43   6  38   6  39  10  40  10  45   6  47   6  45   4  37   4  35   2
 30  41   3  **  **  53   5  50   7  43  13  40   6  39   5  34   8  44   5  46   5  40   3  45   3
 31  45   6  **  **  48   3  **  **  44  11  **  **  39   8  41  12  **  **  51   2  **  **  37   2
