# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4049] INDEPENDENCE-2-W
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4049
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.66  2.81  3.68  3.79  2.90  6.56  0.00  4.72  1.94  4.81  1.45  0.17 33.49
 1952  1.52  0.34  3.17  0.93  4.49  3.22  2.56  3.31  0.57  0.00  2.72  1.18 24.01
 1953  0.12  2.43  2.85  2.76  3.21  3.65  5.61  2.41  0.76  0.18  1.16  1.22 26.36
 1954  0.21  0.54  1.36  5.52  4.56  5.43  1.22  7.07  2.92  3.34  0.22  0.95 33.34
 1955  0.37  1.08  1.10  3.17  2.15  1.21  4.31  2.44  3.99  1.07  0.20  0.74 21.83
 1956  0.42  0.38  1.23  2.95  5.01  2.02  4.00  5.90  1.82  2.10  1.24  0.60 27.67
 1957  0.26  0.32  0.80  2.48  2.40  0.49  1.38  3.83  2.18  1.93  2.25  1.05 19.37
 1958  0.35  0.06  0.44  1.65  1.56  3.58  4.48  3.39  2.85  1.57  1.60  0.35 21.88
 1959  0.78  0.82  2.34  2.57  5.38  5.82  2.41  4.25  4.70  1.73  2.72  1.04 34.56
 1960  3.05  0.25  0.00  4.84  5.86  3.49  7.50  5.25  3.90  2.77  2.61  0.38 39.90
 1961  0.35  1.57  3.52  0.00  1.62  2.79  5.46  2.61  9.47  3.69  4.79  0.73 36.60
 1962  0.12  0.00  1.50  1.92  7.28  2.09  5.84  2.70  1.92  4.44  0.21  0.36 28.38
 1963  0.25  0.43  2.13  3.34  2.19  4.37  7.33  3.85  2.84  0.69  1.80  0.44 29.66
 1964  0.13  0.11  2.30  4.49  3.90  4.31  3.94  3.64  3.57  0.13  1.30  0.69 28.51
 1965  0.86  0.78  3.26  3.92  5.25  3.36  3.77  4.64  8.06  1.79  1.47  1.85 39.01
 1966  0.71  1.03  3.02  2.73  3.43  8.66  4.79  4.78  0.72  1.60  0.53  0.98 32.98
 1967  1.82  0.80  2.88  2.23  2.59  7.95  1.43  4.88  2.64  3.32  1.81  1.51 33.86
 1968  0.80  0.17  1.23  3.94  2.44  7.46  7.09  5.38  3.83  2.57  0.87  2.50 38.28
 1969  2.31  0.07  0.80  4.51  3.49  5.58  7.01  0.44  2.44  2.80  0.39  1.26 31.10
 1970  0.09  0.23  2.39  1.82  6.41  7.26  3.89  1.46  7.26  3.31  1.01  1.18 36.31
 1971  0.47  3.18  0.84  0.99  3.97  4.33  4.08  1.43  2.40  0.00  3.14  2.23 27.06
 1972  0.15  0.55  1.49  3.18  4.42  5.51  4.24  5.07  7.31  3.50  1.31  1.46 38.19
 1973  0.88  1.15  2.03  3.77  6.60  3.59  2.66  2.22  5.95  1.93  2.25  1.76 34.79
 1974  1.34  0.67  1.61  3.08  4.92  7.50  2.35  4.90  2.23  4.42  1.35  1.54 35.91
 1975  0.77  0.93  2.56  2.91  4.48  6.73  0.93  3.94  0.44  0.49  2.77  0.19 27.14
 1976  0.09  1.21  1.68  5.27  3.32  2.78  4.18  0.63  0.84  1.65  0.19  0.41 22.25
 1977  0.25  0.28  1.26  2.14  2.10  2.70  5.01  8.98  7.72  3.23  1.35  1.18 36.20
 1978  0.49  0.25  0.31  4.94  3.26  5.28  4.86  1.76  3.64  2.35  3.46  0.59 31.19
 1979  1.66  0.51  1.90  3.18  2.89  4.29  4.57 11.06  0.58  2.84  1.20  0.58 35.26
 1980  1.56  0.53  0.70  1.09  6.05  7.52  2.77  8.42  4.42  1.72  0.69  0.45 35.92
 1981  0.12  2.84  0.27  4.73  0.79  8.45  4.22 11.47  4.66  2.87  2.69  1.09 44.20
 1982  2.15  0.24  3.15  2.42  5.87  2.37  5.98  3.62  2.52  3.25  4.38  2.72 38.67
 1983  0.56  1.66  2.16  2.68  6.31  4.03  2.88  1.58  3.72  3.84  4.33  1.68 35.43
 1984  0.66  1.45  1.66  5.47  5.11  7.65  6.06  0.47  1.52  4.36  2.48  2.20 39.09
 1985  0.72  1.62  3.86  2.58  2.48  1.39  2.98  2.51  5.56  2.88  2.97  1.63 31.18
 1986  0.74  1.99  1.72  2.64  5.86  6.35  4.25  5.01  4.96  3.28  1.84  0.63 39.27
 1987  0.47  0.00  2.57  1.27  3.85  2.18  4.71 10.78  1.80  0.59  2.79  2.65 33.66
 1988  0.81  0.51  0.81  1.61  0.65  2.34  2.51  4.19  4.49  1.18  2.19  0.71 22.00
 1989  1.37  0.41  0.92  4.52  1.11  1.85  0.96  3.08  6.22  2.58  0.55  0.25 23.82
 1990  1.04  0.42  3.73  2.15  7.09  8.40  4.36  8.44  0.59  2.35  1.50  1.44 41.51
 1991  0.87  0.13  4.01  8.00  4.37  4.25  0.92  5.06  3.33  2.90  5.34  1.64 40.82
 1992  1.39  1.40  0.84  3.17  1.00  0.52  6.45  2.55  3.92  0.89  4.95  1.56 28.64
 1993  0.82  0.90  3.05  4.09  3.69  6.89 12.58 10.00  2.81  1.92  1.02  0.73 48.50
 1994  0.94  1.61  0.08  1.94  2.35  7.94  5.46  7.67  5.22  0.34  2.71  1.41 37.67
 1995  0.60  0.10  2.07  4.94  4.03  3.29  2.54  3.02  1.86  2.01  3.20  0.13 27.79
 1996  2.16  0.18  1.06  1.37  5.31  5.79  3.56  2.42  3.99  3.51  2.84  1.16 33.35
 1997  1.17  1.83  1.16  1.29  4.32  4.55  2.47  3.99  2.42  3.89  1.68  0.91 29.68
 1998  1.23  1.89  5.75  3.35  4.74 10.34  0.70  8.18  1.97  6.03  1.09  0.37 45.64
 1999  1.57  0.81  0.92  5.97  4.77  6.30 11.64  4.67  1.96  0.39  1.90  0.72 41.62
 2000  0.85  1.14  1.11  3.01  3.17  8.91  3.60  1.97  3.42  0.83  2.85  2.21 33.07
 2001  1.49  2.15  1.18  3.51  5.76  4.32  6.24  3.07  6.16  1.85  1.39  1.10 38.22
 2002  0.21  1.35  0.98  3.81  4.65  5.75  5.03  6.00  1.34  2.72  0.31  0.23 32.38
 2003  0.42  0.41  1.20  2.44  6.82  5.46  5.18  0.10  2.40  1.09  6.39  0.74 32.65
 2004  0.51  1.71  4.48  1.16 10.70  6.62  2.63  4.40  0.31  3.09  2.40  0.79 38.80
 2005  1.30  1.40  1.06  2.66  3.12  6.86  4.70 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.85  0.94  1.89  3.11  4.11  4.95  4.22  4.44  3.35  2.31  2.07  1.08 32.70
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
