# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9132] WINTERSET
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     3   8  12  14   9  10   7   9   5  10   3   5  95
1952     4   4  13   8   8  10   5   9   2   0   4   4  71
1953     3   7   0   4  11   9   6   6   2   1   2   5  56
1954     0   4   7  12  10  11   5  14   8  10   2   5  88
1955     5   4   4   9  11   9   6   7   8   3   1   4  71
1956     7   5   3   6   7  12  12  12   4   5   7   6  86
1957     6   1   5  11  10  15   4  10   9   9  10   7  97
1958     4   4   5  10   8   7  17   9  10   2   5   2  83
1959     4   4   8   7  18   8   8  13  10  12   4   7 103
1960     6   8  13   9  10  10   5  10   8   6   3   3  91
1961     3   6  13  14   7   9  10   7  10   7   6   8 100
1962     5   9  10   8   9   6   8   6   7   9   5   4  86
1963     9   6   8  10  11   6   8  10   9   5   2   4  88
1964     4   5   6  11  11  11  11  13  11   2   5   4  94
1965     8   8   9   9  11  10   8   9  15   3   6   4 100
1966     2   2   5   6  12  11   7   4   6   4   3   2  64
1967     3   2   5  10   8  16   6   5   6   9   3   7  80
1968     3   5   5  12   9   8   8  11  13   8   5   8  95
1969     9   5   5  10   7  11  16   6   9  13   2   5  98
1970     5   1   7  10   8   9   8   9  13   8  11   3  92
1971     3   8   6   7  14   7   7   4   0  10  12   8  86
1972     2   5   7   8  17   8  13   9  12  10   8   6 105
1973     6   5  14  10  12   8  13   8  18   6   5   9 114
1974     9   1   8   7  17   6   5  12   7   6   8   7  93
1975     5  10   8  10   7  14   4  11   8   2  13   5  97
1976     3   8   8   7   8   9  10   6   3   6   1   4  73
1977     8   4  10   5   9   6   9  13  13  11   8   7 103
1978     6   8   8  11  10   7   9   7   6   5  11   9  97
1979    10   4  10  10   7   9   7   6   3   5   6   1  78
1980     7   4   5   6   7   8   7   9   6   4   1   3  67
1981     1   5   5   9   8  12   7  11   5   7   7   6  83
1982    10   0   0   0  16   9  11   7   9   7   8   5  82
1983     6   6  11  13  12  16   4   6   0   0   0   0  74
1984     0   0   0   0   0   0   5   1   3   8   3   0  20
1985     0   0   0   0   5   7   6  11  10   9  11   5  64
1986     1   3   5  12  12  10  10   4  14   8   4   2  85
1987     1   2   6   7  12   7  10  14   5   2   9   6  81
1988     2   4   2   5   8   4   6   6   9   3   7   4  60
1989     4   7   4   3   6   8  11  10   6   6   0   0  65
1990     4   3  11   7  10  10  11   9   7   4   5   4  85
1991     5   1  10  12  11   8   9   9   7   7  13   6  98
1992     6   5   7  10   6   5  15   8  13   2  11   8  96
1993     7   9  11  11  16  13  17  14   9   3   4   4 118
1994     6   6   0   9   7   8   8  12   6   5   7   4  78
1995     7   5   6  11  11  12   9   5   9   5   6   5  91
1996     7   3   4   4  17  15   8   6   6   5  10   4  89
1997     6   6   3  12  10   8   4   5   6   8   6  10  84
1998     5  12  10  16   8  15   9  11   8   9   7   4 114
1999     7   7   4  13  15  10   9   7   6   4   3   5  90
2000     6   8   7   8   7  10  11   9   6   8   5  13  98
2001    10  10   7  10  17  11  10   9  10   7   6   6 113
2002     6   6   9  11  13   5  10   8   4  13   3   3  91
2003     9   5   8  13  15   7   7   4   5   5   8   7  93
2004     8   8  14   4  17  14  12   9   4  10  12   5 117
2005    12   9   9  12   9  12   8   0   0   0   0   0  71
STDDEV   3   3   4   4   4   3   3   3   4   3   4   3  17
AVG      5   5   7   9  10   9   9   8   7   6   6   5  87
