# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2171] DENISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia2171   BASE TEMP=30
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    26 116           9    28 271          155
   1952   4    16 107          10     5 279          172
   1953   4    27 117           9    22 265          148
   1954   5     7 127          10    18 291          164
   1955   4     7  97          10    15 288          191
   1956   4    30 121           9    30 274          153
   1957   4    14 104          10    18 291          187
   1958   4    29 119          10     1 274          155
   1959   5    15 135          10     9 282          147
   1960   4    30 121          10    19 293          172
   1961   5     2 122           9    28 271          149
   1962   4    19 109          10    24 297          188
   1963   5    23 143          10    29 302          159
   1964   4     8  99          10     9 283          184
   1965   4    28 118           9    24 267          149
   1966   5     9 129          10     5 278          149
   1967   5     3 123           9    28 271          148
   1968   5     5 126          10     4 278          152
   1969   4     6  96          10    14 287          191
   1970   5     2 122          10     9 282          160
   1971   4    14 104          10    31 304          200
   1972   4     9 100          10    15 289          189
   1973   4    13 103          10    29 302          199
   1974   4    15 105           9    30 273          168
   1975   4    20 110          10    25 298          188
   1976   5     3 124          10     6 280          156
   1977   4     6  96          10    12 285          189
   1978   4    21 111          10     7 280          169
   1979   4    30 120          10    13 286          166
   1980   5     8 129          10     3 277          148
   1981   4    15 105          10    19 292          187
   1982   4    22 112          10    20 293          181
   1983   5    15 135           9    21 264          129
   1984   4     1  92           9    26 270          178
   1985   4     9  99          10     1 274          175
   1986   4    22 112          10    13 286          174
   1987   4     5  95          10    11 284          189
   1988   4    19 110          10     4 278          168
   1989   4    12 102          10    18 291          189
   1990   4    30 120          10    10 283          163
   1991   4    10 100           9    19 262          162
   1992   4    22 113          10    17 291          178
   1993   4     5  95          10     9 282          187
   1994   4    29 119          10    25 298          179
   1995   4    13 103           9    22 265          162
   1996   4    23 114          10    28 302          188
   1997   5    13 133          10    14 287          154
   1998   4     4  94          11     3 307          213
   1999   4    18 108          10     2 275          167
   2000   4     9 100          10     6 280          180
   2001   4    18 108          10    16 289          181
   2002   4    10 100          10    13 286          186
   2003   4    10 100          10    26 299          199
   2004   4    14 105          10     2 276          171
             MEAN=111              MEAN=283     MEAN=172
