# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0364] ATLANTIC-1-NE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia0364
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  29  12  31  10  43  19  56  32  68  42  76  52  84  61  84  61  81  57  73  44  54  33  39  21
  2  30  11  30   9  41  21  56  33  68  42  76  52  85  62  85  62  82  58  72  44  53  31  41  22
  3  29   8  29   9  40  21  56  32  68  45  77  52  85  62  84  62  81  57  71  44  52  31  40  20
  4  27   6  31  11  40  21  55  30  70  45  78  55  85  63  84  61  80  56  69  42  51  29  40  20
  5  29   8  32  12  39  20  56  30  71  46  80  56  85  61  83  61  79  55  69  43  50  29  40  20
  6  28   8  31  11  41  18  60  32  69  46  80  56  85  61  83  62  81  55  67  42  51  29  35  16
  7  25   6  31  10  40  19  61  34  70  46  81  58  87  62  84  60  81  56  66  40  52  28  35  17
  8  28   8  32  11  41  20  58  35  70  46  80  58  86  64  85  61  80  55  67  40  51  27  34  16
  9  26   7  32  11  43  21  57  32  71  46  79  57  85  62  84  60  79  54  65  39  50  28  34  14
 10  27   7  34  13  44  22  58  33  72  46  80  57  85  61  83  60  79  52  67  37  50  25  35  15
 11  28   9  32  12  45  25  60  35  72  47  81  58  86  63  82  58  78  51  68  41  49  26  34  16
 12  29   9  33  13  44  24  58  35  71  45  82  59  86  63  83  58  78  52  67  41  49  27  33  14
 13  30   9  35  13  44  25  59  34  71  46  83  58  87  63  83  59  76  52  67  42  50  29  33  13
 14  30  11  35  16  46  23  61  36  73  48  81  60  86  63  83  59  73  49  67  41  48  28  32  14
 15  29   8  34  15  44  23  62  35  73  48  80  59  85  61  83  59  74  48  67  40  50  28  33  14
 16  30   9  35  13  46  24  63  37  74  49  81  58  86  62  84  60  73  49  66  39  48  27  34  12
 17  29   9  37  15  46  26  64  38  74  51  82  58  87  63  84  60  74  50  65  37  48  28  31  12
 18  29   9  38  19  46  27  65  38  75  51  83  60  87  65  83  60  75  51  61  36  48  27  32  12
 19  29   9  37  17  47  26  65  40  75  50  83  60  87  66  82  59  75  50  62  35  46  26  32  13
 20  28   9  38  18  48  26  63  41  75  50  83  60  85  64  82  59  73  48  63  36  46  24  31  11
 21  29  10  38  17  47  24  64  40  75  51  82  59  85  62  83  59  73  47  64  37  45  23  30  11
 22  32  11  38  18  51  26  64  39  75  52  82  58  85  63  83  59  71  45  63  39  45  23  31  13
 23  31   9  38  19  51  27  66  40  73  51  82  59  85  62  82  59  69  44  62  38  42  23  32  13
 24  31   9  38  17  49  27  67  40  75  50  83  59  86  62  82  58  70  45  60  35  44  21  30  11
 25  29  10  39  18  49  26  68  42  74  51  85  60  86  62  83  58  73  45  60  36  43  23  31  11
 26  28   8  41  20  52  26  67  42  73  52  84  61  85  61  84  60  73  43  61  33  41  22  32  13
 27  28   8  40  21  55  29  66  43  75  51  85  61  86  62  84  61  72  45  59  36  38  20  32  14
 28  30   9  41  20  55  31  65  40  75  52  86  62  86  61  84  58  72  45  58  33  36  17  32  15
 29  30   9  44  17  52  30  66  41  77  53  86  62  85  61  84  60  72  46  58  32  37  20  30  12
 30  31   8 *** ***  54  31  66  42  77  53  84  61  86  61  83  60  73  44  57  36  38  19  31   9
 31  33  10 *** ***  56  32 *** ***  76  53 *** ***  85  61  81  57 *** ***  57  35 *** ***  29  10
