# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8296] TOLEDO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia8296
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.68  2.42  4.71  4.13  4.93  5.83  3.60  5.83  1.25  3.20  2.33  1.26 40.17
 1952  1.25  0.42  4.21  1.98  4.12  6.22  2.14  4.08  1.74  0.01  3.93  1.48 31.58
 1953  0.74  2.32  4.13  2.80  3.18  6.56  0.93  0.68  1.34  0.51  1.15  1.02 25.36
 1954  0.17  1.16  2.32  6.83  3.36  6.41  0.67 10.97  3.35  4.81  0.07  1.39 41.51
 1955  0.87  1.18  1.04  3.87  4.11  2.43  3.96  2.56  4.40  1.50  0.23  0.42 26.57
 1956  0.45  0.56  0.72  3.81  4.39  0.33  7.52  5.07  2.19  1.75  1.12  0.51 28.42
 1957  0.85  0.39  1.44  2.38  8.14  3.89  3.25  4.24  2.22  2.01  3.04  1.13 32.98
 1958  0.79  0.25  0.66  2.28  1.38  4.87  8.25  3.92  3.70  0.73  4.25  0.29 31.37
 1959  1.31  1.56  4.73  4.08  6.93  2.51  3.51  2.66  4.17  3.32  2.42  1.56 38.76
 1960  4.32  0.97  2.61  3.42  5.76  2.69  4.06  3.61  4.70  3.23  1.35  0.36 37.08
 1961  0.13  2.15  4.71  2.12  1.33  3.86  5.14  1.67  8.25  2.97  3.88  1.37 37.58
 1962  0.23  1.56  1.31  2.62  8.20  2.22  9.08  1.99  2.09  2.15  0.35  0.39 32.19
 1963  0.64  0.55  2.92  3.87  2.40  1.10  5.57  5.16  2.03  1.12  1.96  0.32 27.64
 1964  0.22  0.23  1.43  4.89  2.64  6.59  4.74  3.12  3.76  0.09  1.20  0.77 29.68
 1965  1.70  0.95  2.65  5.73  5.46  5.33  2.86  4.88  8.40  1.24  1.84  1.60 42.64
 1966  0.75  0.61  3.43  2.53  5.39  6.60  3.25  1.29  0.60  2.62  0.70  0.93 28.70
 1967  1.56  0.35  1.83  3.06  2.66  4.66  2.38  6.55  1.60  2.92  0.82  0.54 28.93
 1968  0.58  0.13  1.47  4.79  1.57  3.26  4.05  5.94  3.18  1.57  1.20  2.03 29.77
 1969  2.37  0.79  0.88  5.38  4.44 10.01  9.50  4.09  2.18  3.57  0.05  1.65 44.91
 1970  0.25  0.01  3.95  2.61  8.39  2.10  3.81  5.79  7.79  4.19  1.41  1.99 42.29
 1971  0.98  1.97  1.17  1.39  3.95  4.57  5.83  1.21  2.16  2.40  3.39  1.86 30.88
 1972  0.35  0.84  1.06  3.95  4.45  6.11  3.40  5.37  3.73  3.02  1.94  1.21 35.43
 1973  1.67  1.97  2.69  4.13  6.33  3.65  2.93  2.47  5.60  1.20  1.72  1.94 36.30
 1974  1.61  0.89  1.68  2.94 10.07  4.80  5.89 11.73  2.57  4.36  1.78  1.64 49.96
 1975  0.43  0.83  2.11  2.25  3.72  6.25  0.55  4.69  1.63  0.19  2.48  0.46 25.59
 1976  0.12  1.94  3.08  6.27  2.79  4.56  1.91  0.73  0.68  1.52  0.04  0.21 23.85
 1977  0.24  0.38  4.37  3.00  3.74  2.09  4.51 14.73  5.10  5.14  0.72  1.28 45.30
 1978  0.81  0.59  0.47  5.52  3.07  3.42  5.06  2.88  6.25  1.73  2.85  0.92 33.57
 1979  1.50  0.41  3.41  3.82  3.27  3.53  4.84  7.94  0.64  3.85  1.27  0.77 35.25
 1980  1.71  0.75  0.45  0.82  2.34  4.93  2.04  4.72  4.27  1.62  0.36  0.79 24.80
 1981  0.03  2.11  0.26  2.51  0.69  5.29  4.20  5.46  3.49  2.32  2.96  1.25 30.57
 1982  1.48  0.83  2.45  2.71  6.39  7.28  7.87  1.52  3.70  2.98  5.12  2.72 45.05
