# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6800] PRIMGHAR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.13   0.26   45(63)   14(20)   11(15)    1( 1)    0( 0)    0       71
  2 3/8-->3/14       1.15   0.28   39(57)   19(28)    8(12)    2( 3)    0( 0)    0       68
  3 3/15-->3/21      1.09   0.30   34(54)   19(30)    8(13)    2( 3)    0( 0)    0       63
  4 3/22-->3/28      2.93   0.39   34(45)   21(28)   16(21)    3( 4)    1( 1)    0       75
  5 3/29-->4/4       1.05   0.29   47(64)    9(12)   16(22)    2( 3)    0( 0)    0       74
  6 4/5-->4/11       3.22   0.33   51(55)   24(26)   13(14)    3( 3)    1( 1)    0       92
  7 4/12-->4/18      1.65   0.32   61(59)   23(22)    9( 9)   10(10)    0( 0)    0      103
  8 4/19-->4/25      3.52   0.41   55(51)   22(21)   20(19)    8( 7)    2( 2)    0      107
  9 4/26-->5/2       1.70   0.37   51(50)   19(19)   27(27)    4( 4)    0( 0)    0      101
 10 5/3-->5/9        1.71   0.36   65(54)   28(23)   19(16)    9( 7)    0( 0)    0      121
 11 5/10-->5/16      2.29   0.36   69(57)   28(23)   13(11)   10( 8)    2( 2)    0      122
 12 5/17-->5/23      1.96   0.38   65(53)   26(21)   24(20)    7( 6)    0( 0)    0      122
 13 5/24-->5/30      2.67   0.37   82(58)   25(18)   22(15)   11( 8)    2( 1)    0      142
 14 5/31-->6/6       2.76   0.44   53(47)   30(27)   16(14)   10( 9)    3( 3)    0      112
 15 6/7-->6/13       5.42   0.43   71(51)   29(21)   28(20)   11( 8)    1( 1)    0      140
 16 6/14-->6/20      2.97   0.46   63(46)   35(25)   23(17)   15(11)    2( 1)    0      138
 17 6/21-->6/27      4.15   0.50   55(46)   24(20)   25(21)   10( 8)    5( 4)    0      119
 18 6/28-->7/4       2.58   0.46   55(55)   15(15)   14(14)   12(12)    4( 4)    0      100
 19 7/5-->7/11       4.00   0.53   48(43)   29(26)   20(18)    8( 7)    7( 6)    0      112
 20 7/12-->7/18      4.33   0.51   45(52)   12(14)   17(20)    9(10)    3( 3)    0       86
 21 7/19-->7/25      4.03   0.49   53(50)   20(19)   18(17)    8( 8)    6( 6)    0      105
 22 7/26-->8/1       2.50   0.44   41(48)   16(19)   19(22)    8( 9)    1( 1)    0       85
 23 8/2-->8/8        2.84   0.49   49(48)   20(20)   17(17)   13(13)    3( 3)    0      102
 24 8/9-->8/15       3.21   0.56   37(46)   12(15)   15(19)   15(19)    2( 2)    0       81
 25 8/16-->8/22      5.85   0.53   58(57)   10(10)   16(16)   13(13)    4( 4)    0      101
 26 8/23-->8/29      7.70   0.59   38(44)   21(24)   16(18)    8( 9)    4( 5)    0       87
 27 8/30-->9/5       3.82   0.42   50(57)   16(18)   14(16)    7( 8)    1( 1)    0       88
 28 9/6-->9/12       2.42   0.39   53(60)   15(17)   10(11)    9(10)    1( 1)    0       88
 29 9/13-->9/19      6.70   0.47   49(49)   21(21)   21(21)    5( 5)    3( 3)    0       99
 30 9/20-->9/26      2.75   0.43   46(49)   25(27)   14(15)    6( 6)    3( 3)    0       94
 31 9/27-->10/3      1.82   0.36   47(61)   14(18)    9(12)    7( 9)    0( 0)    0       77
 32 10/4-->10/10     2.13   0.39   45(56)   14(17)   14(17)    7( 9)    1( 1)    0       81
 33 10/11-->10/17    2.70   0.37   33(52)   14(22)   12(19)    3( 5)    1( 2)    0       63
 34 10/18-->10/24    1.07   0.26   38(69)    9(16)    7(13)    1( 2)    0( 0)    0       55
 35 10/25-->10/31    2.30   0.37   32(56)   10(18)   11(19)    3( 5)    1( 2)    0       57
 36 11/1-->11/7      1.50   0.28   36(62)   12(21)    7(12)    3( 5)    0( 0)    0       58
 37 11/8-->11/14     2.12   0.29   39(64)   13(21)    6(10)    2( 3)    1( 2)    0       61
