# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1541] CLARION
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia1541
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.60  2.61  3.70  5.08  4.07  9.19  4.60  5.17  2.19  2.95  0.69  1.00 41.85
 1952  2.05  0.60  2.35  1.28  2.88  5.15  6.97  2.18  0.18  0.00  1.70  0.80 26.14
 1953  1.30  1.30  2.60  4.38  2.35  4.30  3.31  2.46  0.51  0.30  2.35  0.85 26.01
 1954  0.42  1.25  1.93  4.65  4.06  9.67  2.17  8.01  2.20  3.37  0.05  0.45 38.23
 1955  0.70  1.20  1.20  2.18  2.86  1.42  2.28  3.02  4.00  2.03  0.20  0.95 22.04
 1956  0.50  0.25  1.40  1.45  3.38  1.99  3.08  2.63  1.63  2.24  1.50  0.40 20.45
 1957  0.65  0.40  1.74  0.90  6.37  6.02  3.00  3.66  2.71  1.67  2.58  0.65 30.35
 1958  0.00  0.00  0.00  1.94  2.00  5.23  8.65  3.14  1.51  0.90  0.88  0.12 24.37
 1959  0.26  1.23  2.91  1.34  6.01  5.36  0.26  4.97  5.10  1.41  1.87  0.90 31.62
 1960  0.58  0.34  0.81  1.92  5.77  2.21  0.71  4.77  2.80  0.40  0.47  1.15 21.93
 1961  0.13  1.75  3.12  2.05  2.08  2.89  5.87  2.34  4.27  3.77  1.15  1.11 30.53
 1962  0.05  1.87  1.23  1.59  5.47  2.82  7.39  6.26  1.39  1.45  0.30  0.18 30.00
 1963  0.30  0.78  1.98  4.43  3.37  3.77  6.02  3.07  3.43  2.51  1.49  0.39 31.54
 1964  0.67  0.06  1.08  5.89  3.48  2.35  8.61  5.03  2.31  0.44  1.01  1.24 32.17
 1965  0.72  1.64  3.73  3.88  5.04  2.06  2.64  3.19 11.13  0.60  0.85  1.54 37.02
 1966  0.24  0.59  3.07  1.23  2.52  4.50  2.39  3.49  0.67  1.46  0.11  1.13 21.40
