# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2110] DECORAH-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.28   0.27   51(65)   14(18)    9(12)    4( 5)    0( 0)    0       78
  2 3/8-->3/14       1.68   0.23   73(73)   16(16)    8( 8)    3( 3)    0( 0)    0      100
  3 3/15-->3/21      1.16   0.23   61(71)   14(16)   10(12)    1( 1)    0( 0)    0       86
  4 3/22-->3/28      1.97   0.30   55(60)   19(21)   13(14)    4( 4)    0( 0)    0       91
  5 3/29-->4/4       1.95   0.29   63(62)   20(20)   16(16)    3( 3)    0( 0)    0      102
  6 4/5-->4/11       1.99   0.33   59(55)   26(24)   15(14)    7( 7)    0( 0)    0      107
  7 4/12-->4/18      3.03   0.34   74(57)   25(19)   24(19)    4( 3)    2( 2)    0      129
  8 4/19-->4/25      3.74   0.40   63(47)   34(26)   27(20)    8( 6)    1( 1)    0      133
  9 4/26-->5/2       2.34   0.36   78(55)   30(21)   25(17)    9( 6)    1( 1)    0      143
 10 5/3-->5/9        1.93   0.33   72(57)   24(19)   24(19)    7( 6)    0( 0)    0      127
 11 5/10-->5/16      2.97   0.38   79(56)   28(20)   21(15)   10( 7)    2( 1)    0      140
 12 5/17-->5/23      3.13   0.35   84(62)   27(20)   13(10)    9( 7)    2( 1)    0      135
 13 5/24-->5/30      2.65   0.38   89(56)   31(20)   23(15)   14( 9)    1( 1)    0      158
 14 5/31-->6/6       4.66   0.38   73(58)   20(16)   25(20)    7( 6)    1( 1)    0      126
 15 6/7-->6/13       2.37   0.39   79(54)   29(20)   27(18)   10( 7)    2( 1)    0      147
 16 6/14-->6/20      2.32   0.44   60(46)   27(21)   27(21)   14(11)    2( 2)    0      130
 17 6/21-->6/27      4.99   0.48   76(55)   21(15)   24(17)   14(10)    4( 3)    0      139
 18 6/28-->7/4       3.27   0.48   63(50)   17(13)   31(25)   11( 9)    4( 3)    0      126
 19 7/5-->7/11       2.43   0.44   59(53)   27(24)    8( 7)   13(12)    4( 4)    0      111
 20 7/12-->7/18      3.06   0.48   60(50)   26(22)   17(14)   12(10)    5( 4)    0      120
 21 7/19-->7/25      2.41   0.53   56(46)   26(21)   16(13)   21(17)    3( 2)    0      122
 22 7/26-->8/1       6.08   0.50   63(60)   15(14)   13(12)    8( 8)    6( 6)    0      105
 23 8/2-->8/8        3.64   0.45   73(57)   18(14)   23(18)   11( 9)    4( 3)    0      129
 24 8/9-->8/15       3.43   0.44   50(52)   14(15)   19(20)   11(11)    2( 2)    0       96
 25 8/16-->8/22      2.21   0.35   69(57)   21(18)   21(18)    8( 7)    1( 1)    0      120
 26 8/23-->8/29      3.34   0.47   65(56)   15(13)   19(16)   13(11)    5( 4)    0      117
 27 8/30-->9/5       3.62   0.43   58(60)   14(15)   15(16)    6( 6)    3( 3)    0       96
 28 9/6-->9/12       2.81   0.44   55(57)   12(13)   17(18)   10(10)    2( 2)    0       96
 29 9/13-->9/19      2.15   0.36   71(58)   26(21)   14(11)   11( 9)    1( 1)    0      123
 30 9/20-->9/26      4.79   0.40   84(62)   23(17)   15(11)    9( 7)    4( 3)    0      135
 31 9/27-->10/3      1.45   0.31   57(58)   20(20)   17(17)    5( 5)    0( 0)    0       99
 32 10/4-->10/10     1.75   0.32   61(64)   12(13)   17(18)    5( 5)    0( 0)    0       95
 33 10/11-->10/17    1.66   0.29   54(59)   21(23)   12(13)    5( 5)    0( 0)    0       92
 34 10/18-->10/24    1.57   0.28   60(65)   17(18)   11(12)    5( 5)    0( 0)    0       93
 35 10/25-->10/31    1.28   0.25   60(67)   16(18)    9(10)    4( 4)    0( 0)    0       89
 36 11/1-->11/7      1.74   0.29   61(73)    5( 6)   13(15)    5( 6)    0( 0)    0       84
