# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9132] WINTERSET
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia9132
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1317   1089   1073    566    118     59      1      3    130    378    941   1316
 1952   1279    892    988    440    161      3      0      8     53    441    744   1152
 1953   1234    956    847    578    205      9      1      0     57    227    673   1071
 1954   1370    737    965    346    297     41      0      0     58    392    669   1110
 1955   1358   1228    914    256    116     55      0      1     85    349    992   1314
 1956   1368   1141    886    513    138     18      0     20    114    187    806   1103
 1957   1526    945    891    459    203     21      0      5    149    479    866   1027
 1958   1241   1369    963    461    135     38      7     25     72    318    703   1286
 1959   1494   1154    868    469    143     19      9      1    149    494   1011    969
 1960   1393   1330   1403    427    169     20      1      0     99    384    736   1193
 1961   1326    983    853    608    270     36      0      8    169    314    824   1408
 1962   1555   1172   1097    515     45     34     13      8    169    334    736   1202
 1963   1693   1232    753    376    174      4      0     18     70    107    636   1520
 1964   1122   1065    971    406     84     34      0     41    131    445    668   1277
 1965   1408   1209   1276    482     87     15      0     24    154    327    735    932
 1966   1579   1109    737    564    259     37      2     23    154    373    769   1233
 1967   1250   1146    775    412    299     30     31     35    138    454    863   1139
 1968   1372   1216    676    397    254     25      6     15    113    350    918   1300
 1969   1468   1074   1130    408    161     71      0      0     85    494    794   1270
 1970   1614   1031   1020    435    107     21     12      5    145    428    845   1171
 1971   1547   1243    946    409    249      1     20      4    131    246    735   1122
 1972   1426   1242    851    476    163     34     14     11    107    481    907   1403
 1973   1310   1035    667    486    200      6      1      1    108    236    795   1367
 1974   1445   1074    820    442    232     67      0     35    245    398    828   1205
 1975   1334   1222   1177    622    160     36     12      2    250    418    722   1192
 1976   1414    981    886    399    299     35      9     12    156    660   1092   1456
 1977   1815   1108    749    336     65     16      0      8     65    430    811   1322
 1978   1693   1458   1047    467    239     20      1      9     67    453    844   1321
 1979   1828   1475    967    584    209     22      8     14     77    339    817   1042
 1980   1302   1231    947    423    148     25      0      0    142    497    735   1162
 1981   1217    971    711    246    222      3     15     16     75    454    708   1238
 1982   1673   1204    873    530     89     57      0     13    113    338    813   1052
 1983   1190    910    832    619    225     15      0      0    104    377    748   1642
 1984   1349    889   1041    486    226      0      2      4    145    319    694   1138
 1985   1413   1201    692    306     68     32      0      2    156    356   1025   1556
 1986   1111   1182    656    322    113      0      0     24     47    336    874   1112
 1987   1163    808    665    331     76     11      1     32     73    491    666   1067
 1988   1343   1233    748    414     40      6      2     11     48    525    738   1090
 1989    984   1384    850    398    164     33      0      6    166    324    833   1477
 1990   1019    943    695    460    225     16      3      3     80    346    624   1305
 1991   1519    850    694    367    113      5      2      5    141    389   1038   1066
 1992   1050    861    694    498    168     18     10     51    132    373    907   1184
 1993   1374   1247    955    542    147     52      0      9    186    428    853   1104
 1994   1562   1211    737    402    160     19      0     16     94    322    708   1054
 1995   1366    982    796    515    230     20      9      0    153    394    945   1212
 1996   1455   1113    991    478    243     30      4      2    162    332    982   1308
 1997   1461   1048    751    558    280      9     11     15     96    464    904   1148
 1998   1245    835   1061    472     87     92      0      0     43    351    694   1081
 1999   1447    903    906    453    185     39      1      8    184    449    588   1138
 2000   1262    903    655    464    131     49     10      2    118    296    978   1710
 2001   1365   1307   1087    376    182     75      2      3    153    461    495   1031
 2002   1120    983   1035    515    283     14      1     12     99    589    913   1087
 2003   1418   1268    931    455    229     51      2      0    179    371    871   1094
 2004   1456   1231    761    440    193     59     17     71     71    395    749   1183
 2005   1424    937    894    374    244      4      8      0      0      0      0      0
 MEAN   1383   1101    888    451    177     28      5     12    120    387    807   1216
