# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5837] MUSCATINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
#DAILY MEAN HIGHS AND LOWS FOR STATION NUMBER  ia5837
    JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  31  15  31  14  43  23  55  35  69  45  78  56  85  64  85  63  82  60  73  48  58  40  40  25
  2  31  16  30  13  42  24  57  36  70  46  76  56  86  64  86  64  83  60  73  48  55  37  42  26
  3  31  15  31  13  43  25  56  36  70  47  77  55  84  64  85  65  82  61  71  48  54  35  41  25
  4  29  12  32  14  43  24  56  33  70  48  79  56  84  64  84  64  81  58  70  47  52  35  41  25
  5  30  12  32  14  41  24  57  35  71  49  80  58  85  63  83  63  80  58  68  46  51  33  42  25
  6  30  14  31  15  42  23  60  36  70  48  81  59  85  63  83  63  80  59  67  45  51  33  38  21
  7  27  10  32  13  42  23  60  35  70  47  81  59  86  64  85  63  82  58  68  44  52  33  37  21
  8  27  10  32  15  42  23  57  36  71  49  81  59  86  66  84  64  80  58  68  45  52  33  37  21
  9  29  11  33  15  44  24  57  35  70  48  81  59  86  64  84  63  79  58  67  44  52  34  35  19
 10  27  10  34  17  45  24  58  35  72  48  81  59  86  64  84  62  79  56  66  43  51  31  35  19
 11  29  11  33  17  45  28  60  38  72  50  82  60  85  64  83  61  80  55  68  44  51  32  34  19
 12  30  13  34  17  46  28  59  38  73  49  82  61  86  65  83  61  80  55  69  45  49  30  34  18
 13  32  14  36  17  45  28  60  39  72  49  83  61  86  66  84  62  78  56  68  45  51  32  34  18
 14  31  15  37  19  47  28  60  39  73  50  82  61  86  65  84  62  76  55  68  46  50  32  34  19
 15  30  12  36  20  46  27  63  40  74  52  81  61  86  64  84  62  75  53  68  45  51  33  35  19
 16  30  11  35  18  48  27  64  41  74  52  82  60  86  65  84  63  74  53  67  44  51  32  34  18
 17  30  12  37  19  47  28  65  40  76  53  83  60  86  65  85  63  75  54  66  43  50  32  32  17
 18  30  13  39  22  47  29  66  42  76  53  84  62  87  67  83  63  76  54  63  41  50  32  33  17
 19  31  12  38  21  47  30  64  43  76  53  85  62  87  67  83  63  76  55  63  39  48  30  34  18
 20  29  11  40  20  48  29  64  44  76  53  83  62  86  67  83  62  74  53  63  41  46  30  31  17
 21  31  14  39  21  48  28  66  43  76  52  83  62  86  66  84  62  72  51  64  42  46  28  32  16
 22  32  15  39  21  50  29  66  43  75  54  83  61  86  67  84  62  72  50  65  42  47  28  33  17
 23  31  13  39  23  51  30  65  42  75  53  83  61  85  65  82  62  70  48  62  43  46  28  33  18
 24  31  13  40  21  50  30  66  43  74  53  84  62  86  65  83  61  71  48  60  40  44  26  32  15
 25  31  13  40  22  50  30  68  44  75  53  85  62  86  65  83  61  73  49  61  39  45  28  31  15
 26  29  11  41  22  51  30  70  46  74  53  85  64  86  65  84  63  73  50  60  40  45  27  32  16
 27  28  11  41  23  54  32  68  47  75  54  85  63  86  65  84  64  72  48  61  40  42  27  33  16
 28  29  11  41  23  55  35  67  44  75  54  86  64  86  65  84  63  73  48  59  38  38  22  34  18
 29  29  12  43  22  53  33  67  45  76  55  86  64  85  64  84  62  73  49  60  37  39  23  33  17
 30  29  11 *** ***  54  33  69  45  78  55  85  64  85  64  84  62  73  49  59  40  40  23  31  15
 31  32  12 *** ***  56  34 *** ***  78  56 *** ***  86  64  83  62 *** ***  58  40 *** ***  32  15
