# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3718] HAWARDEN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.77   0.23   65(75)   13(15)    6( 7)    3( 3)    0( 0)    0       87
  2 3/8-->3/14       1.59   0.22   57(70)   15(19)    8(10)    1( 1)    0( 0)    0       81
  3 3/15-->3/21      1.50   0.24   53(68)   13(17)   10(13)    2( 3)    0( 0)    0       78
  4 3/22-->3/28      2.03   0.32   48(58)   17(20)   14(17)    3( 4)    1( 1)    0       83
  5 3/29-->4/4       1.65   0.29   58(64)   14(16)   13(14)    5( 6)    0( 0)    0       90
  6 4/5-->4/11       1.78   0.30   64(67)   16(17)    7( 7)    8( 8)    0( 0)    0       95
  7 4/12-->4/18      1.32   0.29   62(57)   25(23)   17(16)    4( 4)    0( 0)    0      108
  8 4/19-->4/25      2.22   0.34   66(56)   27(23)   17(14)    6( 5)    2( 2)    0      118
  9 4/26-->5/2       4.10   0.35   68(56)   23(19)   24(20)    5( 4)    1( 1)    0      121
 10 5/3-->5/9        1.75   0.31   65(54)   34(28)   15(13)    6( 5)    0( 0)    0      120
 11 5/10-->5/16      1.93   0.36   73(59)   23(19)   14(11)   14(11)    0( 0)    0      124
 12 5/17-->5/23      2.60   0.31   89(67)   16(12)   21(16)    6( 5)    1( 1)    0      133
 13 5/24-->5/30      2.00   0.39   66(51)   27(21)   25(19)   12( 9)    0( 0)    0      130
 14 5/31-->6/6       2.84   0.33   74(62)   19(16)   21(18)    5( 4)    1( 1)    0      120
 15 6/7-->6/13       7.56   0.43   76(55)   32(23)   17(12)   10( 7)    3( 2)    0      138
 16 6/14-->6/20      2.89   0.42   79(56)   25(18)   18(13)   15(11)    3( 2)    0      140
 17 6/21-->6/27      6.01   0.50   67(56)   13(11)   24(20)   11( 9)    5( 4)    0      120
 18 6/28-->7/4       3.34   0.38   55(59)   17(18)   13(14)    7( 7)    2( 2)    0       94
 19 7/5-->7/11       3.85   0.49   55(47)   24(21)   21(18)   14(12)    3( 3)    0      117
 20 7/12-->7/18      2.11   0.41   48(52)   15(16)   18(20)   10(11)    1( 1)    0       92
 21 7/19-->7/25      3.30   0.40   60(57)   21(20)   13(12)   10( 9)    2( 2)    0      106
 22 7/26-->8/1       2.69   0.39   52(57)   14(15)   17(18)    8( 9)    1( 1)    0       92
 23 8/2-->8/8        2.02   0.39   59(53)   26(23)   14(13)   11(10)    1( 1)    0      111
 24 8/9-->8/15       3.07   0.38   53(60)   14(16)   13(15)    7( 8)    1( 1)    0       88
 25 8/16-->8/22      4.01   0.44   56(57)   15(15)   15(15)    9( 9)    3( 3)    0       98
 26 8/23-->8/29      4.78   0.42   63(61)   19(18)   10(10)    8( 8)    4( 4)    0      104
 27 8/30-->9/5       3.40   0.43   51(52)   19(19)   19(19)    8( 8)    2( 2)    0       99
 28 9/6-->9/12       2.48   0.44   43(52)   19(23)   10(12)    8(10)    3( 4)    0       83
 29 9/13-->9/19      3.33   0.42   62(60)   14(13)   18(17)    7( 7)    3( 3)    0      104
 30 9/20-->9/26      2.50   0.27   61(65)   18(19)   12(13)    2( 2)    1( 1)    0       94
 31 9/27-->10/3      2.00   0.39   38(56)   11(16)   12(18)    7(10)    0( 0)    0       68
 32 10/4-->10/10     2.40   0.43   41(54)   15(20)   12(16)    4( 5)    4( 5)    0       76
 33 10/11-->10/17    2.97   0.39   34(57)   13(22)    7(12)    4( 7)    2( 3)    0       60
 34 10/18-->10/24    1.51   0.22   51(74)   11(16)    6( 9)    1( 1)    0( 0)    0       69
 35 10/25-->10/31    2.41   0.35   34(55)   16(26)    7(11)    4( 6)    1( 2)    0       62
 36 11/1-->11/7      1.00   0.24   38(66)   10(17)   10(17)    0( 0)    0( 0)    0       58
 37 11/8-->11/14     2.56   0.30   33(66)    7(14)    9(18)    0( 0)    1( 2)    0       50
 38 11/15-->11/21    1.92   0.28   47(67)    9(13)    9(13)    5( 7)    0( 0)    0       70
 39 11/22-->11/28    1.25   0.19   54(76)   11(15)    4( 6)    2( 3)    0( 0)    0       71
 40 11/29-->12/5     1.30   0.19   42(79)    7(13)    2( 4)    2( 4)    0( 0)    0       53
 41 12/6-->12/12     0.80   0.13   49(89)    4( 7)    2( 4)    0( 0)    0( 0)    0       55
 42 12/13-->12/19    0.68   0.15   47(78)   10(17)    3( 5)    0( 0)    0( 0)    0       60
 43 12/20-->12/26    0.66   0.10   54(87)    6(10)    2( 3)    0( 0)    0( 0)    0       62
 44 12/27-->1/2      1.50   0.18   50(79)    8(13)    4( 6)    1( 2)    0( 0)    0       63
 45 1/3-->1/9        0.32   0.08   50(94)    3( 6)    0( 0)    0( 0)    0( 0)    0       53
 46 1/10-->1/16      0.52   0.12   46(87)    6(11)    1( 2)    0( 0)    0( 0)    0       53
 47 1/17-->1/23      0.94   0.13   47(89)    2( 4)    4( 8)    0( 0)    0( 0)    0       53
 48 1/24-->1/30      1.09   0.11   60(94)    1( 2)    2( 3)    1( 2)    0( 0)    0       64
 49 1/31-->2/6       0.97   0.15   35(78)    8(18)    2( 4)    0( 0)    0( 0)    0       45
 50 2/7-->2/13       1.10   0.14   52(90)    2( 3)    3( 5)    1( 2)    0( 0)    0       58
 51 2/14-->2/20      1.24   0.21   54(77)    9(13)    4( 6)    3( 4)    0( 0)    0       70
 52 2/21-->2/27      0.85   0.16   43(77)   10(18)    3( 5)    0( 0)    0( 0)    0       56
 53 2/28-->2/29      1.29   0.25    6(75)    1(13)    0( 0)    1(13)    0( 0)    0        8
ANNUAL TOTALS        7.56   0.32 2853(63)  767(17)  572(12)  261( 5)   52( 1)    0     4505
