# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5796] MOUNT-PLEASANT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia5796
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0     19     74    108    281    224     42     38      0      0
 1952      0      0      0     17     57    330    360    211     93      8      0      0
 1953      0      0      0      2     66    287    367    314    147     68      0      0
 1954      0      0      0     27     27    330    420    282    141     51      0      0
 1955      0      0      0     10     62    136    474    373    159      3      0      0
 1956      0      0      0     12    134    325    300    302    115     33      0      0
 1957      0      0      0     22     34    188    416    295     46      0      0      0
 1958      0      0      0      4     52    104    219    280     90     17      1      0
 1959      0      0      0      1    125    244    267    369    127      0      0      0
 1960      0      0      0     25     29    143    255    303    157     14      1      0
 1961      0      0      0      1     28    198    286    282    141     20      0      0
 1962      0      0      0     18    178    212    255    281     79     54      0      0
 1963      0      0      5     16     47    310    319    234    101     83      0      0
 1964      0      0      0      8    127    217    369    205    102      0      0      0
 1965      0      0      0      2    123    154    243    193     79      8      0      0
 1966      0      0      0      0     22    169    390    150     44      5      0      0
 1967      0      0      5     11     40    158    191     97     33     15      0      0
 1968      0      0      0      0     22    259    310    304     61     46      0      0
 1969      0      0      0      0     71    119    351    257     79     29      0      0
 1970      0      0      0     34    108    193    342    261    110     13      0      0
 1971      0      0      0     16     33    352    231    233    209     46      0      0
 1972      0      0      0      2     91    167    302    284    157      5      0      0
 1973      0      0      0      0      7    217    313    289    103     37      0      0
 1974      0      0      0     14     49    116    377    179     34      1      0      0
 1975      0      0      0      0     79    216    337    330     61     24      0      0
 1976      0      0      0     24     15    184    344    200     79     18      0      0
 1977      0      0      0     40    160    249    452    224     98      0      0      0
 1978      0      0      0      0     81    212    301    252    196      2      0      0
 1979      0      0      0      0     74    218    275    277    105     26      0      0
 1980      0      0      0     16     79    192    434    370    150      6      0      0
 1981      0      0      0     26     28    229    313    237     84      5      0      0
 1982      0      0      0      0     87     96    338    230    112     26      0      0
 1983      0      0      0      2     14    244    497    525    170     21      0      0
 1984      0      0      0     13     25    258    270    314    136     12      0      0
 1985      0      0      0     50     59    150    322    193    194      1      0      0
 1986      0      0     16     30     43    249    369    126    133      4      0      0
 1987      0      0      0     27    156    287    405    245     44      0      1      0
 1988      0      0      0      0     58    234    363    380     85      0      0      0
 1989      0      0      4     20     36    104    293    196     35     14      0      0
 1990      0      0      2     26      2    170    225    216    147     17      3      0
 1991      0      0      2     10    145    258    314    270    141      9      0      0
 1992      0      0      0      3     43    136    179    109     77     12      0      0
 1993      0      0      0      0     34    175    271    280     28     10      0      0
 1994      0      0      0     24     39    232    246    207    105     16      0      0
 1995      0      0      0      0      9    200    326    385     57      6      0      0
 1996      0      0      0      1     54    192    235    243     70     12      0      0
 1997      0      0      0      0     11    178    324    218    110     73      0      0
 1998      0      0      6      0    115    198    326    321    208      7      0      0
 1999      0      0      0      4     57    203    444    236    102     11      0      0
 2000      0      0      3      0    101    161    258    348    175     22      4      0
 2001      0      0      0     36     79    173    391    319     72      1      2      0
 2002      0      0      0     44     38    257    401    282    157     14      0      0
 2003      0      0      0     24     25    146    312    348     70      8      0      0
 2004      0      0      0     20    111    156    237    149    130     10      0      0
 2005      0      0      0     28     47    291    386      0      0      0      0      0
 MEAN      0      0      1     13     64    205    324    264    107     18      0      0
