# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3509] GUTHRIE-CENTER
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia3509
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0     10     40     73    224    213     22     22      0      0
 1952      0      0      0     10     47    287    282    145     84      1      0      0
 1953      0      0      0      1     51    255    281    247     89     42      0      0
 1954      0      0      0     11     33    331    507    337    154     16      0      0
 1955      0      0      0     14     74    160    532    429    182     18      0      0
 1956      0      0      0     11     90    351    321    323     88     20      0      0
 1957      0      0      0      5     32    174    491    334     30      0      0      0
 1958      0      0      0      6     70    141    227    325    104     27      0      0
 1959      0      0      0      3     91    257    256    421    117      0      0      0
 1960      0      0      0     39     35    126    270    289    136      7      0      0
 1961      0      0      0      4     37    160    286    247     95      6      0      0
 1962      0      0      0     12    135    166    265    248     51     40      0      0
 1963      0      0      1      7     23    231    366    254    114     73      0      0
 1964      0      0      0      5    102    212    391    175     89      1      0      0
 1965      0      0      0      5     96    166    337    251     28     10      0      0
 1966      0      0      0      1     48    158    395    173     62     11      0      0
 1967      0      0      7     11     85    146    268    201     26     16      0      0
 1968      0      0      0      2     18    222    286    235     41     33      0      0
 1969      0      0      0      0     65     80    302    251     44     16      0      0
 1970      0      0      0     27    112    190    297    246    102      9      0      0
 1971      0      0      0      2     15    273    193    194    117     26      0      0
 1972      0      0      0      2     57    148    225    218     68      1      0      0
 1973      0      0      0      0     15    153    199    282     48     13      0      0
 1974      0      0      0      4     24    132    456    146     34      1      0      0
 1975      0      0      0      0     94    173    334    298     43      9      0      0
 1976      0      0      0      9     23    158    291    219     73     17      0      0
 1977      0      0      0     39    143    248    424    148     49      0      0      0
 1978      0      0      0      0     58    190    278    257    181      0      0      0
 1979      0      0      0      0     39    165    249    244     93      4      0      0
 1980      0      0      0     22     64    180    419    309    108      4      0      0
 1981      0      0      0     31     30    205    301    167     54      0      0      0
 1982      0      0      0      0     35     62    285    171     64      9      0      0
 1983      0      0      0      0      8    163    367    436    126     16      0      0
 1984      0      0      0      2     17    139    227    268     68      5      0      0
 1985      0      0      0     39     39     87    210     84    132      0      0      0
 1986      0      0     12      7     26    213    351    119    104      0      0      0
 1987      0      0      0     20     81    269    323    185     46      0      0      0
 1988      0      0      0      0     74    274    301    360     77      0      0      0
 1989      0      0      6     39     41    109    281    194     49      5      0      0
 1990      0      0      0     26      6    185    258    254    154      7      1      0
 1991      0      0      3     15    136    241    273    205    115      0      0      0
 1992      0      0      0      1     61    100    140     88     54      6      0      0
 1993      0      0      0      0     22    182    262    251     21     16      0      0
 1994      0      0      0     16     68    200    172    163     94     10      0      0
 1995      0      0      0      0      3    173    298    358     42     13      0      0
 1996      0      0      0      0     36    184    201    141     47      5      0      0
 1997      0      0      0      0     14    190    309    176     84     59      0      0
 1998      0      0      3      3     89    146    307    258    159      4      0      0
 1999      0      0      0      0     27    179    406    173     54      1      2      0
 2000      0      0      2      0     78    156    239    260    149     17      0      0
 2001      0      0      0     22     49    164    353    279     51      7      0      0
 2002      0      0      0     18     46    285    373    199    123     10      0      0
 2003      0      0      0     28     19    118    269    294     57     12      0      0
 2004      0      0      4     16     66    116    198    116    110      3      0      0
 2005      0      0      1     14     30    231    314      0      0      0      0      0
 MEAN      0      0      1     10     53    183    303    238     83     12      0      0
