# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2977] FOREST-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2977
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  1.28  1.51  3.52  6.33  3.00  7.32  3.53  7.22  2.71  2.16  1.17  0.54 40.29
 1952  2.75  0.35  3.27  0.98  3.17  0.00  1.09  6.49  0.38  0.00  1.09  0.50 20.07
 1953  0.70  0.65  1.54  3.32  2.41  4.56  5.44  4.24  0.81  0.09  2.14  0.93 26.83
 1954  0.36  0.75  1.15  4.71  2.84  8.85  4.72  5.50  2.16  3.31  0.12  0.63 35.10
 1955  0.39  0.67  0.82  3.50  1.69  6.04  4.52  1.57  1.83  1.07  0.36  0.43 22.89
 1956  0.77  0.40  3.71  2.02  3.93  3.88  7.11  3.22  0.79  0.91  1.45  0.43 28.62
 1957  0.48  0.32  1.53  1.22  7.89  4.62  1.70  4.46  1.96  1.71  3.36  0.43 29.68
 1958  0.47  0.20  0.53  2.40  2.27  4.32  2.57  1.20  1.36  0.28  0.73  0.28 16.61
 1959  0.50  2.22  2.91  1.65 12.09  3.06  2.49 10.92  4.14  1.88  1.53  1.20 44.59
 1960  0.33  0.73  1.04  1.99  3.28  3.05  0.62  3.41  3.36  0.63  0.60  0.45 19.49
 1961  0.36  2.86  4.16  1.95  3.19  3.41  6.35  2.92  5.33  4.66  1.45  1.69 38.33
 1962  0.25  2.49  2.03  2.31  4.39  1.61  7.81  9.91  1.82  1.13  0.16  0.33 34.24
 1963  0.82  0.96  1.96  2.62  4.21  4.31 12.29  3.40  1.10  0.64  1.36  0.33 34.00
 1964  0.54  0.14  1.57  6.85  4.02  1.29  4.02  5.37  8.44  0.49  1.27  1.10 35.10
 1965  1.23  1.49  3.08  3.54  6.55  3.54  3.42  2.72  7.07  0.30  0.78  1.80 35.52
 1966  0.91  0.40  2.52  0.80  1.15  5.60  3.50  2.09  2.00  0.80  0.25  1.00 21.02
 1967  1.20  0.81  0.85  3.20  3.25  6.45  0.94  3.82  1.50  0.58  0.00  0.00 22.60
 1968  0.25  0.05  0.00  0.00  3.65 12.29  3.97  2.73  0.00  0.00  0.40  2.85 26.19
 1969  1.37  0.40  0.92  1.54  3.41  8.47  1.20  1.00  2.61  3.00  0.33  2.57 26.82
 1970  0.25  0.13  1.32  2.01  5.21  2.25  4.69  2.66  2.73  4.75  2.14  1.34 29.48
 1971  1.55  3.66  0.00  1.95  2.57  0.00  0.00  0.00  2.64  5.00  3.17  1.12 21.66
 1972  0.47  0.46  0.98  1.48  3.98  4.31  7.43  1.88  7.34  3.47  0.93  1.65 34.38
 1973  2.11  1.13  4.07  4.38  4.87  2.67  4.05  2.37  7.39  2.53  3.35  2.30 41.22
 1974  0.27  0.59  1.46  2.74  4.71  4.27  0.85  3.91  0.72  2.40  0.98  0.85 23.75
 1975  2.22  0.53  1.83  5.59  3.75  6.07  1.07  5.82  1.30  0.62  3.88  1.13 33.81
 1976  0.36  0.73  3.82  3.88  3.28  2.55  2.41  1.15  0.97  1.53  0.00  0.53 21.21
 1977  0.76  0.73  2.83  3.63  2.14  3.46  2.69  5.13  2.83  2.83  1.44  0.79 29.26
 1978  0.63  0.94  0.45  2.81  2.85  7.77  6.52  1.76  4.27  1.21  2.09  0.90 32.20
 1979  1.55  0.49  3.60  2.86  2.56  2.61  9.86 16.17  0.43  3.25  2.44  0.40 46.22
 1980  2.05  0.75  0.99  1.25  5.48  1.08  2.41 13.39  0.00  2.32  0.00  0.00 29.72
 1981  0.15  1.31  0.75  1.97  3.30  7.63  5.75  8.58  1.46  4.95  0.96  0.00 36.81
 1982  1.50  0.35  1.27  3.33  6.65  3.38  3.70  3.64  2.10  2.78  2.15  3.10 33.95
 1983  1.30  1.25  2.30  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  0.00  4.85
 1984  0.00  0.00  0.00  0.00  2.48  9.14  3.03  0.64  1.77  4.68  1.76  1.50 25.00
 1985  0.00  0.10  1.50  2.88  2.44  4.24  1.84  5.60  7.40  1.30  0.92  0.48 28.70
 1986  0.03  0.24  1.96  5.17  4.39  1.73  3.41  2.89  4.50  4.07  1.28  0.00 29.67
 1987  0.20  0.00  1.68  1.49  1.69  1.40  6.08  5.08  2.36  1.10  1.84  1.42 24.34
 1988  0.20  0.00  0.79  2.79  2.98  3.73  2.41  5.48  4.93  0.07  1.58  1.44 26.40
 1989  0.10  0.47  1.27  2.48  0.85  2.60  3.13  2.16  2.19  0.74  0.35  0.23 16.57
 1990  0.93  0.79  3.59  4.03  3.42  5.14  6.02  8.98  1.28  1.79  0.46  2.00 38.43
 1991  0.84  0.28  3.40  5.86  7.85  3.36  5.56  4.14  3.96  1.10  4.48  1.23 42.06
 1992  1.46  1.11  2.53  2.70  2.40  3.37  5.96  3.43  3.50  2.56  3.48  2.05 34.55
 1993  1.30  1.42  1.99  3.84  6.92  9.67  6.76  4.78  2.49  0.76  0.96  1.11 42.00
 1994  1.47  0.81  0.04  2.53  1.87  6.49  6.48  4.56  3.03  3.04  1.47  0.89 32.68
 1995  0.43  0.04  3.52  4.42  4.96  4.77  1.86  4.48  3.38  2.91  0.73  0.33 31.83
 1996  2.70  0.05  2.15  1.27  3.06  4.67  1.93  4.02  2.09  2.39  3.20  1.17 28.70
 1997  1.09  1.01  2.08  1.68  4.54  5.39  4.80  2.42  2.98  2.09  0.65  0.60 29.33
 1998  1.68  1.21  2.22  4.06  4.50  9.64  2.12  5.00  1.52  4.31  0.80  0.40 37.46
 1999  1.12  0.50  1.08  7.10  5.21  6.88  8.90  2.35  2.61  1.27  0.59  0.66 38.27
 2000  1.23  1.15  1.86  2.20  3.58  6.38  6.86  3.41  1.21  2.72  3.24  2.17 36.01
 2001  1.17  1.43  0.98  4.46  8.20  4.01  2.00  1.72  2.64  1.73  1.75  0.90 30.99
 2002  0.33  1.07  1.18  2.77  1.60  5.83 10.24  7.30  1.85  4.02  0.28  0.15 36.62
 2003  0.33  0.62  2.37  2.19  5.78  5.49  3.17  0.89  1.34  0.54  1.75  0.82 25.29
 2004  0.45  1.04  2.85  2.79  9.21  3.30  5.20  4.33  9.65  1.36  1.61  0.38 42.17
 2005  1.29  1.46  1.06  6.10  6.99  4.89  3.00 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.88  0.82  1.87  2.94  4.05  4.60  4.17  4.30  2.78  1.96  1.39  0.95 30.07
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
