# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5837] MUSCATINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        3.32   0.31   69(63)   21(19)   15(14)    4( 4)    1( 1)    0      110
  2 3/8-->3/14       1.94   0.30   58(57)   28(27)   12(12)    4( 4)    0( 0)    0      102
  3 3/15-->3/21      2.51   0.26   66(63)   23(22)   13(13)    1( 1)    1( 1)    0      104
  4 3/22-->3/28      1.39   0.26   81(66)   22(18)   14(11)    6( 5)    0( 0)    0      123
  5 3/29-->4/4       2.55   0.28   86(63)   26(19)   16(12)    7( 5)    1( 1)    0      136
  6 4/5-->4/11       1.77   0.33   67(57)   29(25)   13(11)    8( 7)    0( 0)    0      117
  7 4/12-->4/18      1.89   0.34   70(54)   31(24)   20(15)    9( 7)    0( 0)    0      130
  8 4/19-->4/25      4.63   0.41   79(54)   30(20)   25(17)   10( 7)    3( 2)    0      147
  9 4/26-->5/2       1.79   0.30   81(60)   27(20)   20(15)    8( 6)    0( 0)    0      136
 10 5/3-->5/9        2.34   0.33   85(58)   25(17)   28(19)    7( 5)    2( 1)    0      147
 11 5/10-->5/16      3.45   0.40   77(54)   26(18)   25(18)   10( 7)    4( 3)    0      142
 12 5/17-->5/23      2.16   0.34   86(63)   24(18)   12( 9)   13(10)    1( 1)    0      136
 13 5/24-->5/30      2.97   0.40   81(55)   26(18)   25(17)   13( 9)    1( 1)    0      146
 14 5/31-->6/6       1.90   0.38   65(53)   28(23)   17(14)   12(10)    0( 0)    0      122
 15 6/7-->6/13       9.51   0.53   72(51)   17(12)   27(19)   22(16)    2( 1)    0      140
 16 6/14-->6/20      4.12   0.48   60(54)   19(17)   12(11)   18(16)    2( 2)    0      111
 17 6/21-->6/27      3.61   0.43   65(59)   17(15)   17(15)    8( 7)    4( 4)    0      111
 18 6/28-->7/4       3.70   0.52   51(45)   25(22)   19(17)   15(13)    3( 3)    0      113
 19 7/5-->7/11       5.75   0.53   48(41)   33(28)   17(15)   15(13)    3( 3)    0      116
 20 7/12-->7/18      4.43   0.46   54(50)   22(21)   21(20)    6( 6)    4( 4)    0      107
 21 7/19-->7/25      2.29   0.42   66(55)   24(20)   15(13)   10( 8)    4( 3)    0      119
 22 7/26-->8/1       2.30   0.45   56(53)   17(16)   16(15)   15(14)    2( 2)    0      106
 23 8/2-->8/8        3.15   0.42   69(57)   24(20)   17(14)    7( 6)    5( 4)    0      122
 24 8/9-->8/15       2.50   0.43   50(49)   22(21)   21(20)    5( 5)    5( 5)    0      103
 25 8/16-->8/22      3.35   0.42   55(56)   18(18)   16(16)    6( 6)    4( 4)    0       99
 26 8/23-->8/29      3.46   0.50   49(49)   18(18)   20(20)    7( 7)    5( 5)    0       99
 27 8/30-->9/5       2.06   0.43   35(44)   19(24)   17(22)    6( 8)    2( 3)    0       79
 28 9/6-->9/12       2.91   0.37   43(49)   25(28)   14(16)    4( 5)    2( 2)    0       88
 29 9/13-->9/19      5.36   0.49   55(49)   25(22)   14(13)   13(12)    5( 4)    0      112
 30 9/20-->9/26      3.70   0.46   63(52)   26(21)   16(13)   15(12)    2( 2)    0      122
 31 9/27-->10/3      2.87   0.36   46(55)   20(24)   13(16)    2( 2)    2( 2)    0       83
 32 10/4-->10/10     5.05   0.43   55(58)   19(20)   10(11)    8( 8)    3( 3)    0       95
 33 10/11-->10/17    2.03   0.30   64(68)   10(11)   12(13)    7( 7)    1( 1)    0       94
 34 10/18-->10/24    3.13   0.40   60(59)   17(17)   15(15)    6( 6)    4( 4)    0      102
 35 10/25-->10/31    2.82   0.31   66(64)   14(14)   18(17)    4( 4)    1( 1)    0      103
 36 11/1-->11/7      1.80   0.28   74(67)   13(12)   20(18)    4( 4)    0( 0)    0      111
 37 11/8-->11/14     2.36   0.30   53(60)   18(20)   13(15)    3( 3)    1( 1)    0       88
 38 11/15-->11/21    1.86   0.30   68(65)   14(13)   15(14)    7( 7)    0( 0)    0      104
 39 11/22-->11/28    1.80   0.25   66(67)   17(17)   13(13)    2( 2)    0( 0)    0       98
 40 11/29-->12/5     1.73   0.26   68(71)   14(15)    9( 9)    5( 5)    0( 0)    0       96
 41 12/6-->12/12     1.76   0.27   62(67)   15(16)   12(13)    4( 4)    0( 0)    0       93
 42 12/13-->12/19    2.47   0.26   53(71)   11(15)    7( 9)    3( 4)    1( 1)    0       75
 43 12/20-->12/26    1.52   0.22   69(74)   14(15)    6( 6)    4( 4)    0( 0)    0       93
 44 12/27-->1/2      1.23   0.24   59(68)   13(15)   14(16)    1( 1)    0( 0)    0       87
 45 1/3-->1/9        1.44   0.22   50(68)   16(22)    6( 8)    2( 3)    0( 0)    0       74
 46 1/10-->1/16      2.36   0.20   61(78)   12(15)    2( 3)    2( 3)    1( 1)    0       78
 47 1/17-->1/23      1.07   0.20   72(73)   18(18)    7( 7)    1( 1)    0( 0)    0       98
 48 1/24-->1/30      0.96   0.15   82(83)   10(10)    7( 7)    0( 0)    0( 0)    0       99
 49 1/31-->2/6       0.86   0.15   68(82)   12(14)    3( 4)    0( 0)    0( 0)    0       83
 50 2/7-->2/13       1.93   0.19   60(76)   14(18)    3( 4)    2( 3)    0( 0)    0       79
 51 2/14-->2/20      1.64   0.23   60(67)   17(19)   10(11)    2( 2)    0( 0)    0       89
 52 2/21-->2/27      1.79   0.25   68(67)   20(20)   12(12)    2( 2)    0( 0)    0      102
 53 2/28-->2/29      0.26   0.10    8(89)    1(11)    0( 0)    0( 0)    0( 0)    0        9
ANNUAL TOTALS        9.51   0.35 3334(59) 1046(18)  761(13)  355( 6)   82( 1)    0     5578
