# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2171] DENISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    4    0    0    0
 Sep 18    7    0    0    0
 Sep 20   12    0    0    0
 Sep 22   17    2    1    0
 Sep 24   22    4    1    0
 Sep 26   29    4    1    0
 Sep 28   38    6    3    1
 Sep 30   47   12    7    1
 Oct 02   50   13    8    1
 Oct 04   54   19   10    2
 Oct 06   63   21   13    3
 Oct 08   69   24   14    6
 Oct 10   77   34   19    7
 Oct 12   79   40   25   11
 Oct 14   82   45   31   13
 Oct 16   89   49   34   15
 Oct 18   89   57   39   20
 Oct 20   93   62   44   25
 Oct 22   94   66   49   27
 Oct 24   95   77   57   31
 Oct 26   95   79   63   37
 Oct 28   98   84   71   46
 Oct 30   99   90   77   55
 Nov 01   99   92   80   59
 Nov 03  100   93   81   62
 Nov 05  100   94   88   70
 Nov 07  100   97   90   73
 Nov 09  100   99   97   79
 Nov 11  100   99   99   83
 Nov 13  100  100  100   89
 Nov 15  100  100  100   91
 Nov 17  100  100  100   91
 Nov 19  100  100  100   95
 Nov 21  100  100  100   95
 Nov 23  100  100  100   97
 Nov 25  100  100  100   98
 Nov 27  100  100  100   99
 Nov 29  100  100  100   99
 Dec 01  100  100  100   99
 Dec 03  100  100  100   99
 Dec 05  100  100  100   99
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
