# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6566] PERRY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia6566
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1461   1145   1181    631    125     68      8      8    155    466   1014   1416
 1952   1404    939   1005    466    213      7      0     19     85    531    793   1199
 1953   1308   1016    836    625    199      9      3      1     88    247    693   1071
 1954   1422    767    995    357    289     38      0      0     60    407    681   1123
 1955   1359   1217    937    264    100     51      0      1     71    341   1011   1359
 1956   1408   1178    916    526    154     14      1     20    105    205    845   1126
 1957   1546    981    904    471    210     21      0      4    147    476    920   1077
 1958   1264   1374    955    459    120     49      9     34     73    325    736   1317
 1959   1512   1213    876    476    133     15      9      0    155    497   1071    973
 1960   1409   1323   1403    423    155     22      0      0    114    391    759   1240
 1961   1351   1007    867    612    249     20      0      9    184    306    821   1415
 1962   1586   1208   1129    505     51     27      9      5    160    336    745   1231
 1963   1729   1253    755    373    172      6      0     18     71    121    678   1549
 1964   1149   1078   1022    446     86     36      0     34    136    416    685   1294
 1965   1423   1262   1285    495     84      8      0     25    157    318    747    933
 1966   1576   1100    728    565    251     28      0     22    152    404    830   1275
 1967   1308   1178    816    428    310     28     29     50    190    476    910   1182
 1968   1429   1265    744    464    297     30      2     23    127    410    912   1314
 1969   1576   1161   1215    456    194     78      2      0     91    532    818   1312
 1970   1746   1112   1027    461    139     26     13      2    148    444    887   1245
 1971   1597   1260   1015    429    267      6     23     16    122    263    798   1224
 1972   1542   1420    914    531    179     42     18     24    116    538    920   1488
 1973   1415   1099    709    532    244      1      2      4    126    282    802   1388
 1974   1543   1127    855    439    235     44      1     47    239    431    827   1229
 1975   1409   1265   1193    625    147     34     11      4    210    402    717   1180
 1976   1369    977    861    389    259     22      3      9    142    635   1028   1450
 1977   1784   1089    718    327     43      6      0     24     61    479    856   1347
 1978   1729   1533   1106    493    226     26      2     13     79    491    869   1399
 1979   1855   1575   1015    603    247     41      3     26     93    444    881   1146
 1980   1350   1328   1014    485    195     27      0      3    129    549    804   1260
 1981   1302   1053    813    322    246      4     13     18    119    507    741   1314
 1982   1783   1288    994    612    123     65      1     27    168    412    900   1127
 1983   1248   1016    897    688    295     36      0      0    144    469    811   1783
 1984   1470    955   1131    559    284      5      4     13    201    417    813   1184
 1985   1573   1276    761    396    100     62      0     26    185    450   1084   1665
 1986   1236   1278    778    409    151      6      0     41     79    424   1006   1216
 1987   1247    862    764    412     92     13      2     50     92    605    731   1150
 1988   1540   1355    858    538     61      4      0     19     92    624    846   1225
 1989   1111   1488   1002    499    229     50      0     18    199    439    985   1606
 1990   1132   1099    814    552    261     22      9      5     91    434    705   1404
 1991   1662   1004    780    417    154      3      2      8    178    503   1132   1150
 1992   1143    928    786    595    191     18     25     56    176    439    957   1239
 1993   1515   1307   1041    620    196     59      0     11    239    490    927   1190
 1994   1681   1333    827    480    187     24      4     29    111    341    777   1194
 1995   1485   1091    887    608    270     34      9      0    196    442   1047   1239
 1996   1520   1238   1095    593    311     48      6      1    206    418   1081   1410
 1997   1563   1138    853    632    357      4      9     17     94    460    951   1164
 1998   1299    887   1042    477     78     89      0      0     46    376    717   1112
 1999   1494    918    897    474    178     41      0      7    190    466    626   1181
 2000   1313    943    692    470    126     40      9      2    133    316    969   1735
 2001   1368   1337   1088    391    177     64      2      5    151    466    502   1037
 2002   1138   1006   1070    498    279      9      1     12    106    590    926   1117
 2003   1435   1286    950    447    218     41      3      0    176    396    869   1123
 2004   1477   1270    754    450    200     52     10     62     64    401    757   1192
 2005   1444    956    907    356    247      3      7      0      0      0      0      0
 MEAN   1450   1159    936    488    192     30      5     16    134    427    850   1269
