# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA9067] WILLIAMSBURG
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia9067
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     3     4    14     9     1    31        5    10    54    36     2   107
 1952     2    19    16     7    10    54        6   100    91    22    29   248
 1953     5    11    15    15     7    53       16    60    86   113    52   327
 1954     0    16    24     7     7    54        0    77   136    25    35   273
 1955     0     2    23    19     8    52        0     5   151   127    44   327
 1956     5    18    12     6     2    43       17    91    61    26     4   199
 1957     0     7    22    14     1    44        0    25   154    68     3   250
 1958     2     7     0    16     1    26        5    21     0    72     1    99
 1959     3    10     9    19     5    46        6    31    29   104    19   189
 1960     0     0    12    14     8    34        0     0    50    59    69   178
 1961     3     6    10    14     7    40        5    37    37    48    33   160
 1962     8     9     9    11     2    39       21    20    24    45     9   119
 1963     2    16    15     7     5    45        8    97    53    31     7   196
 1964     4     8    22    11     5    50       11    37   119    60    23   250
 1965     2     3     8    11     1    25        3     8    39    60     3   113
 1966     3    10    18     8     2    41        5    26   123    22     4   180
 1967     5     2     9     2     0    18       24     7    35     3     0    69
 1968     1    12     9    13     2    37        2    52    42    84     4   184
 1969     2     2    12    12     0    28        3     8    43    34     0    88
 1970     3     6    17    10     4    40        8    25    87    27     8   155
 1971     0    21    10    13    11    55        0    97    19    50    56   222
 1972     6     6    12    14     4    42       11    25    44    70    14   164
 1973     0     8    14    16     2    40        0    28    61    58     5   152
 1974     0     5    21     4     0    30        0     9   138    11     0   158
 1975     5    10    20    14     2    51       14    38   108    86     8   254
 1976     0     6    15     7     4    32        0    17    69    31    11   128
 1977     7    13    24     4     0    48       17    58   184    16     0   275
 1978     3     9    10    10    10    42       14    31    28    35    41   149
 1979     4     6    11    11     4    36        4    14    23    54     9   104
 1980     3     6    21    14     5    49        9    21   129    68    14   241
 1981     0     4     9     5     3    21        0    13    39    11     6    69
 1982     0     0    11     5     1    17        0     0    32    26     1    59
 1983     0    12    26    27     7    72        0    50   149   227    40   466
 1984     1     2    10    12     6    31        1     6    45    73    34   159
 1985     1     5    15     5    10    36        6    30    47    23    51   157
 1986     0     7    18     2     3    30        0    29    62     5     4   100
 1987     4     9    17     7     1    38       10    47    87    50     3   197
 1988     6    21    27    19     2    75       14   137   199   202     6   558
 1989     1     4    13     5     0    23        1     9    88    15     0   113
 1990     0     4     5     7     6    22        0    11    31    27    26    95
 1991     3    11    15    12     5    46       13    33    99    54    11   210
 1992     2     6     3     5     0    16        2    20     9    12     0    43
 1993     0     5     5     7     1    18        0    12    12    15     2    41
 1994     2    10     8     5     4    29        2    39    25    19    13    98
 1995     0    10    14    22     3    49        0    41    73   107     6   227
 1996     3     8     9     6     2    28        7    30    28    18     3    86
 1997     1     5    14     6     2    28        2     9    73    21     8   113
 1998     5     5    12     7     6    35       13    27    49    21    26   136
 1999     0     6    22     6     4    38        0    17   140    14    16   187
 2000     0     3     6     9    11    29        0     9    15    15    58    97
 2001     2     6    17    15     1    41        2    17    78    91     5   193
 2002     1    11    20     6     7    45        2    40   105    19    30   196
 2003     1     3     8    13     4    29        6    11    22    68     6   113
 2004     3     3     2     1     1    10        8     9     6     1     1    25
 2005     0    11    17     0     0    28        0    54   101     0     0   155
 **************************************************************************************
MEANS   2.1   7.8  13.8   9.9   3.8  37.4      5.5  32.3  69.7  48.7  15.7 171.8
