# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0241] ANKENY-3-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia0241
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  50 -15  55 -24  68 -23  81  21  89  31  90  40  99  46  98  53  98  42  91  28  83  19  65   2
  2  53 -12  62 -26  75  -6  87  11  88  29  96  41  97  48  98  52  94  47  93  24  77   9  63  -3
  3  56 -10  58 -34  80   2  82   9  89  30  91  40  96  47  99  53  98  37  92  28  76   9  66  -5
  4  51 -15  55 -30  67 -10  82  15  89  29  95  42  99  46  96  48  94  39  93  26  73   5  63  -2
  5  60 -21  55 -27  69 -18  75  16  90  30  92  44 100  43  93  48  97  38  94  27  71   6  68  -2
  6  53 -14  60 -15  71 -10  85   8  88  29 102  43 100  49  97  49  96  40  92  24  75  12  66  -8
  7  46 -18  63 -13  74  -5  88  17  92  28  96  41 101  49  99  48  98  38  89  26  75 -10  61 -12
  8  61 -18  59 -18  78  -6  80  17  92  32 102  44  97  51  96  50  96  42  85  25  77  -7  53 -10
  9  66 -18  60 -25  77  -6  79  16  89  31  94  43  98  52  97  48  99  38  81  22  80  -3  54 -13
 10  54 -25  62 -18  70  -1  86  17  88  32  93  44  98  46  97  49  94  38  86  22  75  13  60  -6
 11  52 -15  65 -18  70  -1  78  17  88  33  98  45  98  53  97  47  95  38  85  22  73   0  61 -11
 12  56 -25  58 -15  78  -9  86  18  94  33  97  46 101  52  94  47  98  36  87  27  72   7  60 -12
 13  61 -18  69  -8  75  -7  82  21  92  31  96  43 101  52  96  46  91  36  89  27  68   1  64 -15
 14  63 -25  66 -12  70   0  84  22  92  35  97  48 102  47 102  49  92  34  87  26  81  -5  59 -14
 15  47 -20  65  -8  72   4  87  21  87  31  95  45 101  50 102  46  96  35  86  26  73   1  56 -14
 16  56 -20  66 -22  77  -2  89  22  88  31  92  48  98  52 106  47  94  36  85  25  74  -1  58 -15
 17  57 -18  68 -22  76   6  89  24  89  37  93  43  99  53 103  51  93  36  82  20  77  -4  54 -13
 18  59 -18  66 -10  77   5  90  19  91  41  95  47  99  54 103  47  94  39  83  24  72   8  56 -19
 19  51 -21  65  -9  69   4  90  25  90  39  99  49  99  54  99  48  92  35  83  14  75   9  63 -21
 20  48 -22  62 -13  77   6  86  24  93  36 101  45  99  50  99  47  90  32  87  17  66  10  52 -20
 21  55 -25  58  -8  73  -1  92  21  90  38 102  43 100  48 100  48  88  32  87  23  72   1  58 -20
 22  53 -23  68  -7  83  11  93  28  90  32  95  49 100  51  94  50  85  30  81  18  73   8  56 -22
 23  56 -21  62 -10  76   8  84  23  91  36  93  46 100  51  94  46  85  29  82  18  65   4  57 -25
 24  60 -11  64 -11  82   3  88  21  91  42 101  48  95  53  96  46  88  29  80  21  63   4  54 -25
 25  58 -11  64  -7  82   7  85  29  98  40  97  46  98  54 100  44  88  31  79  20  66   0  53 -21
 26  60 -14  64 -14  80   2  87  31  97  34  95  49 102  49 103  46  90  28  83  19  62  -2  54 -14
 27  66 -20  66 -10  85  12  88  29  93  36  98  46  99  47  98  45  91  34  80  17  69   2  56 -13
 28  61 -17  63 -20  82   9  86  29  90  38  98  50  98  50 100  42  97  30  81  17  69  -3  70 -11
 29  54 -22  67  -4  90  10  91  26  90  38  95  52  98  49  98  45  95  27  74  17  60  -2  63 -10
 30  56 -17 *** ***  81   5  88  29  90  40  98  50 103  44  96  48  92  29  78  18  68  -5  61 -10
 31  63 -25 *** ***  83   7 *** ***  91  37 *** *** 101  44  97  43 *** ***  75  19 *** ***  58 -16
