# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1442] CHEROKEE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE HEAT STRESS VARIABLES FOR STATION #  ia1442
             # OF DAYS MAXT >86              ACCUMULATED (MAXT - 86 )
 YEAR   MAY  JUNE  JULY   AUG  SEPT TOTAL      MAY  JUNE  JULY   AUG  SEPT TOTAL
 1951     0     0     8     2     0    10        0     0    21     9     0    30
 1952     2    13    16     5     7    43        5    72    59    11    17   164
 1953     2    12    14    11     4    43        3    62    59    51    20   195
 1954     0     8    22     2     3    35        0    27   103     9     3   142
 1955     3     4    21    24    11    63        5    15   154   230    68   472
 1956     4    20    14    18     9    65        8   180    73   122    41   424
 1957     0     5    16    10     1    32        0    11    99    35     2   147
 1958     1     6     3    20     3    33        4    26    10   120    18   178
 1959     2    10     8    17     5    42        9    42    23    73    16   163
 1960     0     0    10    10     7    27        0     0    44    34    31   109
 1961     0     7    12    11     2    32        0    22    35    43     4   104
 1962     3     3     9     8     1    24        4     3    22    21     2    52
 1963     2    16    17    12     3    50        4    63    60    38     8   173
 1964     6     9    23     7     4    49       16    24   114    35    14   203
 1965     3     4    15    14     0    36        7    13    71    81     0   172
 1966     4     7    20     9     0    40        8    24   159    20     0   211
 1967     4     1    11     6     1    23       28     1    42    17     1    89
 1968     2    11    10    10     0    33        3    54    38    67     0   162
 1969     2     1    11     9     0    23        9     9    56    22     0    96
 1970     6    13    15    13     7    54       21    54    74    64    33   246
 1971     0    13     7    10     3    33        0    65    28    43    23   159
 1972     3     7     8    12     3    33        4    26    35    77    10   152
 1973     1    12    10    16     1    40        5    60    42    59     1   167
 1974     1     7    23     3     0    34        2    42   167     9     0   220
 1975     4     5    22    11     2    44       19    15   114    53    10   211
 1976     3    12    21    18     9    63       10    56   134   133    43   376
 1977     7     9    16     5     2    39       17    54   111    16     5   203
 1978     3    12    15    10    11    51       10    52    76    55    55   248
 1979     3    11    13    10     5    42       11    41    52    49    15   168
 1980     4    12    21    12     7    56       14    68   179    53    29   343
 1981     0    10    14     7     6    37        0    46    69    15    27   157
 1982     0     2    13     5     2    22        0     7    56    28     3    94
 1983     1     8    21    24     5    59        4    29   112   150    33   328
 1984     0     5    13    17     3    38        0    17    43    84    20   164
 1985     2     6    16     5     5    34        2    32    57    14    18   123
 1986     0    12    17     3     0    32        0    44    88    14     0   146
 1987     6    15    18     8     1    48       33    94    89    37     1   254
 1988     5    15    15    15     4    54       15   109    82   147    11   364
 1989     4     8    16     6     1    35       14    33   114    19     6   186
 1990     1    10    10     9    10    40        2    53    52    36    41   184
 1991     4    11    10    11     2    38        9    52    59    44     5   169
 1992     2     3     1     2     0     8        9     5     2     7     0    23
 1993     0     6     2     6     1    15        0    14     7    16     2    39
 1994     4     6     2     6     3    21       16    25     3    23    13    80
 1995     0    11    13    19     1    44        0    49    84    89     1   223
 1996     2    11     5     1     0    19       14    52    15     3     0    84
 1997     1     7    13     9     2    32        1    27    52    25     8   113
 1998     3     7     9     8     9    36       11    19    28    26    37   121
 1999     1     8    19     8     4    40        2    18    91    21    12   144
 2000     2     6    11    14     6    39        3    30    42    55    43   173
 2001     4    10    15    11     0    40       21    42    57    51     0   171
 2002     1    15    24     4     5    49        9    71   159    21    24   284
 2003     0     5    10    13     4    32        0    14    39    86    11   150
 2004     2     2     6     3     5    18        3     6    20     4    14    47
 2005     0    10    14     0     0    24        0    37    59     0     0    96
 **************************************************************************************
MEANS   2.2   8.3  13.4   9.8   3.5  37.2      7.2  38.3  67.9  48.4  14.5 176.3
