# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8296] TOLEDO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8296 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     25      4      2      1    256    142    120    100
 1952     79     38     32     26    395    251    221    197
 1953    145     68     52     38    221    108     84     66
 1954     76     21     15     11    447    274    239    208
 1955    144     76     63     50    497    313    276    241
 1956    101     42     34     26    321    201    175    151
 1957    123     54     42     31    381    231    200    175
 1958     68     21     13      8    355    205    172    142
 1959     89     36     31     26    332    189    162    137
 1960     16      1      0      0    404    254    222    194
 1961     91     39     32     25    222    117     96     76
 1962     57     29     25     21    345    208    181    157
 1963    168    111     98     85    384    232    197    166
 1964    100     48     37     26    331    198    171    145
 1965     15      5      3      2    264    145    121     99
 1966    165     83     65     49    255    137    118     99
 1967    160     95     81     69    340    200    170    141
 1968    233    145    127    110    370    228    198    171
 1969     46     22     17     12    342    194    163    135
 1970     55     13      8      6    349    217    190    165
 1971     57     27     22     18    357    227    201    176
 1972    120     59     50     42    272    139    114     94
 1973    200     88     68     51    266    144    125    107
 1974    116     48     37     28    367    225    195    167
 1975     31      6      3      2    214    111     95     80
 1976    155     85     72     61    385    238    206    174
 1977    211    107     87     71    482    312    277    246
 1978     75     36     29     22    314    181    155    130
 1979     63     26     20     16    237    132    111     92
 1980     79     30     23     17    335    211    185    163
 1981    197    100     81     67    455    290    256    224
 1982     88     32     23     17    280    171    147    126
 1983    152     79     65     54    213    110     95     80
 1984     48      7      2      0    279    146    118     94
 1985    164     77     60     45    436    284    255    227
 1986    161     97     85     73    394    244    213    184
 1987    164     86     72     60    400    259    233    207
 1988    183    103     87     73    327    202    173    148
 1989    132     78     66     56    341    201    173    147
 1990    185     96     81     66    330    204    177    151
 1991    173     95     80     66    361    217    189    163
 1992    159     76     63     50    249    130    111     94
 1993     47     18     13      9    236    117     95     77
 1994    150     72     59     49    355    233    205    180
 1995    194    110     92     75    291    162    135    111
 1996    122     56     43     33    360    224    196    170
 1997    181     91     73     59    297    181    156    131
 1998    114     65     57     50    311    178    151    125
 1999    131     59     47     36    313    179    152    127
 2000    233    134    115     98    315    197    173    152
 2001     26      5      2      1    419    263    231    203
 2002    100     38     24     17    316    189    164    140
 2003    148     83     72     61    374    245    218    192
 2004    188     97     78     59    380    232    200    172
 2005    123     59     51     43    444    278    242    208
     ****************************  ****************************
 MEAN  120.5   59.6   48.7   39.4  336.7  201.8  174.5  149.6
 STDV   58.1   36.2   31.5   26.9   68.9   52.7   48.6   44.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    705    484    432    383    760    527    471    417
 1952    593    380    337    294    976    738    679    621
 1953    617    405    361    320    924    684    625    567
 1954    523    339    299    261    957    720    662    607
 1955    697    467    421    376    787    550    496    442
 1956    682    469    423    380    981    744    687    630
 1957    589    374    328    287    844    605    547    490
 1958    688    476    429    384    758    518    463    410
 1959    713    491    439    389    908    668    609    551
 1960    618    407    358    313    799    568    513    460
 1961    533    352    316    281    809    590    543    497
 1962    804    571    518    467    842    606    550    497
 1963    588    384    339    298    910    674    617    561
 1964    693    472    427    384    814    586    530    475
 1965    718    504    454    404    822    585    528    471
 1966    478    308    276    246    836    605    550    497
 1967    494    323    286    251    856    619    562    506
 1968    485    313    278    244    867    631    575    525
 1969    618    409    362    321    715    491    439    392
 1970    705    492    445    399    894    656    597    540
 1971    522    336    295    259    996    756    696    637
 1972    644    431    382    338    801    569    516    463
 1973    512    321    279    241    909    669    610    552
 1974    514    329    291    254    753    526    478    431
 1975    680    474    430    388    858    618    560    504
 1976    534    346    306    270    851    612    556    502
 1977    833    597    540    486    881    645    588    532
 1978    598    397    353    311    884    649    596    544
 1979    572    383    342    304    837    605    549    494
 1980    658    470    426    385    845    607    551    497
 1981    572    389    348    310    886    646    586    531
 1982    731    504    451    399    747    516    465    419
 1983    502    316    278    243    889    658    604    551
 1984    511    323    285    251    886    651    594    537
 1985    667    449    401    358    751    519    469    422
 1986    611    389    341    295    893    653    595    537
 1987    750    528    482    438    956    719    661    604
 1988    742    526    480    437    930    695    641    588
 1989    580    390    348    309    823    590    534    481
 1990    515    314    271    231    883    647    590    534
 1991    757    533    482    434    978    738    678    618
 1992    619    425    382    340    837    602    545    490
 1993    612    395    348    302    836    607    550    495
 1994    607    419    379    340    925    688    631    576
 1995    564    354    312    272    910    671    612    554
 1996    548    343    299    258    879    641    583    526
 1997    504    327    288    251    900    662    604    548
 1998    743    505    451    405    786    560    508    456
 1999    626    404    356    312    853    617    561    505
 2000    682    471    423    375    792    558    505    452
 2001    622    397    349    306    802    571    517    466
 2002    517    343    305    269    919    679    619    563
 2003    514    318    282    248    804    564    505    451
 2004    630    419    372    327    798    564    507    454
 2005    537    335    295    257    958    718    658    598
     ****************************  ****************************
 MEAN  615.8  411.3  366.9  325.2  859.9  624.6  568.5  514.0
 STDV   89.1   74.7   70.4   66.2   67.3   64.6   62.8   60.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    980    732    670    609    928    680    618    559
 1952   1037    789    727    666    918    670    611    554
 1953   1025    777    715    656    978    730    669    610
 1954   1088    840    778    716    958    710    648    586
 1955   1133    885    823    761   1059    811    749    687
 1956    989    741    679    617    971    724    665    607
 1957   1102    854    792    730    993    745    683    622
 1958    921    673    611    549    976    731    671    612
 1959    965    717    656    595   1087    839    777    715
 1960    949    702    643    587    991    743    681    620
 1961    941    693    632    573    960    714    656    599
 1962    930    686    627    568    943    700    642    584
 1963    998    750    688    628    884    640    581    524
 1964    997    749    687    626    784    556    506    458
 1965    958    710    649    588    898    652    592    534
 1966   1048    800    740    681    861    615    557    503
 1967    906    664    607    552    818    582    528    475
 1968    996    748    686    625    938    690    628    570
 1969   1013    765    703    641    965    717    655    594
 1970    969    723    664    608    943    696    637    580
 1971    912    669    611    553    885    644    587    534
 1972    947    705    647    589    945    698    637    578
 1973   1012    764    702    640    987    739    677    617
 1974   1080    832    770    708    851    608    551    496
 1975    970    727    667    610    992    744    682    621
 1976   1003    757    697    639    928    684    626    572
 1977   1056    808    746    684    839    594    538    487
 1978    988    740    678    616    949    706    647    591
 1979    971    723    662    605    945    698    638    578
 1980   1062    814    752    691   1026    778    716    654
 1981   1000    753    693    633    936    688    631    574
 1982   1034    786    724    662    937    694    636    580
 1983   1094    846    784    722   1084    836    774    712
 1984    947    699    638    577    974    730    672    614
 1985    963    715    654    594    838    591    533    478
 1986   1051    803    741    679    822    585    528    473
 1987   1081    833    771    709    910    663    606    550
 1988   1041    793    731    671   1047    805    746    688
 1989   1035    787    725    663    949    703    643    585
 1990    989    741    679    617    966    718    656    596
 1991   1021    773    711    651    975    728    667    606
 1992    879    631    569    509    799    557    504    454
 1993   1064    816    754    692    997    749    687    625
 1994    979    731    669    607    911    666    608    552
 1995   1016    769    709    649   1111    863    801    739
 1996    955    708    647    586    941    693    631    572
 1997   1018    771    712    654    921    673    612    554
 1998   1014    766    704    642   1017    769    707    645
 1999   1084    836    774    712    886    638    577    517
 2000    942    694    633    574    978    730    668    606
 2001   1024    776    714    652    952    704    644    585
 2002   1062    814    752    690    902    656    596    536
 2003    971    723    661    599    986    738    676    614
 2004    905    657    597    539    780    546    494    445
 2005   1008    760    698    636      0      0      0      0
     ****************************  ****************************
 MEAN 1002.2  754.9  693.7  633.3  924.0  682.9  624.5  567.7
 STDV   56.1   55.5   54.9   53.9  146.2  117.1  109.5  101.7

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    626    414    367    321    452    289    254    222
 1952    752    537    490    445    377    249    221    193
 1953    734    527    481    439    621    441    400    360
 1954    784    554    500    447    451    280    246    212
 1955    768    550    499    453    465    298    262    228
 1956    682    471    426    382    615    410    367    329
 1957    637    419    371    329    376    215    180    149
 1958    719    490    441    394    530    353    313    273
 1959    717    501    451    405    316    161    130    102
 1960    696    492    444    400    400    258    226    196
 1961    628    432    386    343    457    292    256    224
 1962    582    395    355    316    481    306    269    234
 1963    690    475    428    383    670    465    418    373
 1964    627    425    382    339    385    241    211    182
 1965    583    377    333    292    422    259    223    190
 1966    619    439    401    364    392    251    219    189
 1967    599    410    370    331    380    238    211    185
 1968    652    450    405    361    446    295    259    226
 1969    674    467    420    377    351    208    183    160
 1970    693    479    431    388    404    233    197    164
 1971    731    534    487    444    559    377    336    298
 1972    727    515    463    413    305    182    160    139
 1973    658    446    401    356    528    358    320    282
 1974    541    368    331    294    437    283    249    215
 1975    572    387    345    305    485    335    301    267
 1976    651    459    418    382    297    178    161    144
 1977    713    488    437    389    336    186    156    126
 1978    793    574    522    472    348    206    175    146
 1979    723    514    469    425    413    254    219    189
 1980    756    553    504    455    340    220    193    167
 1981    694    480    431    386    383    235    203    175
 1982    682    481    435    390    466    297    262    230
 1983    730    521    475    431    422    266    232    201
 1984    623    420    375    334    434    265    228    192
 1985    701    498    452    407    352    204    172    143
 1986    731    505    451    399    379    216    184    153
 1987    666    448    404    362    304    170    141    115
 1988    726    519    472    428    308    177    148    120
 1989    629    435    391    347    440    288    256    224
 1990    769    553    505    459    390    240    209    180
 1991    683    489    444    400    365    225    196    172
 1992    619    423    379    336    407    254    221    194
 1993    530    326    282    244    377    227    196    167
 1994    751    527    477    429    499    316    275    237
 1995    655    462    419    377    424    262    228    197
 1996    657    451    406    363    465    291    252    216
 1997    759    537    485    435    469    308    274    241
 1998    792    568    515    466    418    250    213    179
 1999    624    431    390    354    389    251    220    189
 2000    714    508    464    422    510    320    284    250
 2001    606    397    352    311    358    216    185    156
 2002    747    527    480    434    303    177    152    129
 2003    626    428    385    344    432    282    251    221
 2004    767    547    499    452    380    220    186    156
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  669.2  465.9  420.5  377.3  413.0  259.6  227.0  196.4
 STDV  112.5   85.4   79.1   73.1   98.5   74.0   68.3   62.9
