# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1319] CEDAR-RAPIDS-1
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1319 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     31      4      2      1    270    149    125    102
 1952     78     35     29     23    405    261    232    206
 1953    144     63     48     36    236    118     94     73
 1954     94     32     23     16    453    277    241    208
 1955    149     76     62     49    510    330    291    254
 1956     94     39     31     24    311    187    161    136
 1957    125     53     39     27    410    251    217    186
 1958     77     25     15      8    362    213    179    148
 1959     98     42     35     30    345    200    173    147
 1960     29     10      6      3    411    255    222    193
 1961     97     41     32     25    235    117     96     78
 1962     72     36     31     26    347    206    179    157
 1963    195    119    104     91    424    265    229    195
 1964     97     43     32     22    377    225    195    168
 1965     12      3      2      1    322    184    158    133
 1966    211    105     84     65    272    142    120     98
 1967    184    111     95     79    378    216    183    153
 1968    282    164    142    123    414    256    224    193
 1969     85     42     34     26    400    238    200    167
 1970     62     10      6      5    397    252    222    194
 1971     82     44     37     31    425    273    240    211
 1972    112     53     44     35    302    167    141    117
 1973    220     98     75     55    318    184    157    133
 1974    140     62     49     39    444    275    238    204
 1975     49     12      6      2    271    153    130    111
 1976    184     97     81     69    443    286    250    215
 1977    237    125    105     88    557    380    339    302
 1978    102     52     43     35    346    208    178    150
 1979     75     31     24     17    249    132    111     92
 1980     92     35     25     18    379    241    212    185
 1981    206    101     85     70    494    316    280    245
 1982    100     38     28     20    292    172    148    124
 1983    144     72     58     46    244    131    113     96
 1984     41      8      4      1    309    169    140    114
 1985    197     96     77     60    515    352    319    287
 1986    225    136    119    104    486    322    287    253
 1987    199     97     81     69    483    328    297    266
 1988    194    102     84     66    395    253    225    197
 1989    154     88     76     65    376    219    188    160
 1990    233    124    103     85    402    253    220    191
 1991    209    113     94     78    442    280    246    213
 1992    205    106     88     70    338    199    174    152
 1993     73     29     21     15    297    157    132    110
 1994    178     88     74     61    424    283    252    222
 1995    210    119    102     85    292    159    133    108
 1996    119     52     40     30    361    216    188    162
 1997    180     88     71     57    305    183    158    134
 1998    169    103     92     82    374    213    180    152
 1999    159     75     59     47    378    220    188    157
 2000    288    171    146    124    417    265    233    204
 2001     53     11      5      3    525    343    302    265
 2002    127     47     32     22    407    255    225    197
