# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4502] KNOXVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.66   0.26   71(70)   18(18)    7( 7)    6( 6)    0( 0)    0      102
  2 3/8-->3/14       1.82   0.26   53(63)   17(20)   12(14)    2( 2)    0( 0)    0       84
  3 3/15-->3/21      1.25   0.25   56(64)   17(20)   11(13)    3( 3)    0( 0)    0       87
  4 3/22-->3/28      1.39   0.31   59(63)   15(16)   13(14)    7( 7)    0( 0)    0       94
  5 3/29-->4/4       1.72   0.30   76(63)   28(23)    8( 7)    9( 7)    0( 0)    0      121
  6 4/5-->4/11       3.00   0.40   50(49)   25(25)   19(19)    5( 5)    3( 3)    0      102
  7 4/12-->4/18      2.00   0.38   58(50)   26(23)   21(18)   10( 9)    0( 0)    0      115
  8 4/19-->4/25      3.95   0.44   78(54)   22(15)   24(17)   17(12)    3( 2)    0      144
  9 4/26-->5/2       2.46   0.41   71(55)   29(22)   15(12)   10( 8)    4( 3)    0      129
 10 5/3-->5/9        2.87   0.43   65(50)   30(23)   18(14)   15(11)    3( 2)    0      131
 11 5/10-->5/16      3.14   0.40   68(52)   22(17)   30(23)   10( 8)    1( 1)    0      131
 12 5/17-->5/23      2.23   0.35   78(60)   21(16)   20(15)   10( 8)    1( 1)    0      130
 13 5/24-->5/30      2.54   0.43   75(52)   25(17)   33(23)   10( 7)    2( 1)    0      145
 14 5/31-->6/6       2.11   0.35   62(55)   24(21)   17(15)    8( 7)    1( 1)    0      112
 15 6/7-->6/13       2.70   0.47   67(46)   34(23)   25(17)   17(12)    2( 1)    0      145
 16 6/14-->6/20      4.37   0.47   72(58)   15(12)   20(16)   14(11)    4( 3)    0      125
 17 6/21-->6/27      3.78   0.46   66(55)   23(19)   15(13)   13(11)    3( 3)    0      120
 18 6/28-->7/4       4.39   0.63   47(42)   18(16)   29(26)   13(12)    5( 4)    0      112
 19 7/5-->7/11       3.32   0.52   48(47)   18(17)   19(18)   16(16)    2( 2)    0      103
 20 7/12-->7/18      4.00   0.55   51(49)   16(15)   21(20)   12(11)    5( 5)    0      105
 21 7/19-->7/25      2.40   0.39   59(54)   21(19)   19(17)    8( 7)    2( 2)    0      109
 22 7/26-->8/1       2.84   0.40   55(59)   12(13)   16(17)    9(10)    1( 1)    0       93
 23 8/2-->8/8        2.91   0.47   58(52)   23(21)   13(12)   12(11)    5( 5)    0      111
 24 8/9-->8/15       2.61   0.42   51(54)   15(16)   18(19)    9(10)    1( 1)    0       94
 25 8/16-->8/22      2.33   0.48   48(48)   21(21)   15(15)   11(11)    4( 4)    0       99
 26 8/23-->8/29      3.55   0.61   48(48)   13(13)   21(21)   12(12)    6( 6)    0      100
 27 8/30-->9/5       2.41   0.41   52(55)   16(17)   15(16)    8( 9)    3( 3)    0       94
 28 9/6-->9/12       3.60   0.52   42(49)   14(16)   16(19)   10(12)    3( 4)    0       85
 29 9/13-->9/19      3.70   0.56   52(50)   17(16)   17(16)   16(15)    3( 3)    0      105
 30 9/20-->9/26      2.17   0.40   62(55)   20(18)   17(15)   11(10)    2( 2)    0      112
 31 9/27-->10/3      2.38   0.39   46(58)   12(15)   13(16)    5( 6)    3( 4)    0       79
 32 10/4-->10/10     2.59   0.39   50(55)   16(18)   17(19)    5( 5)    3( 3)    0       91
 33 10/11-->10/17    2.74   0.35   45(59)   14(18)   13(17)    3( 4)    1( 1)    0       76
 34 10/18-->10/24    2.60   0.35   54(60)   11(12)   21(23)    3( 3)    1( 1)    0       90
 35 10/25-->10/31    2.52   0.33   58(63)   14(15)   15(16)    4( 4)    1( 1)    0       92
 36 11/1-->11/7      3.35   0.45   44(57)   12(16)   13(17)    6( 8)    2( 3)    0       77
 37 11/8-->11/14     1.65   0.27   46(66)   12(17)   10(14)    2( 3)    0( 0)    0       70
 38 11/15-->11/21    6.08   0.38   47(62)   16(21)    8(11)    3( 4)    2( 3)    0       76
 39 11/22-->11/28    1.50   0.23   52(68)   13(17)   10(13)    2( 3)    0( 0)    0       77
 40 11/29-->12/5     2.00   0.23   56(77)    8(11)    5( 7)    4( 5)    0( 0)    0       73
 41 12/6-->12/12     1.37   0.20   58(73)   16(20)    2( 3)    3( 4)    0( 0)    0       79
 42 12/13-->12/19    0.95   0.20   44(76)   10(17)    4( 7)    0( 0)    0( 0)    0       58
 43 12/20-->12/26    1.52   0.21   50(70)   14(20)    6( 8)    1( 1)    0( 0)    0       71
 44 12/27-->1/2      0.80   0.21   43(70)   14(23)    4( 7)    0( 0)    0( 0)    0       61
 45 1/3-->1/9        1.05   0.19   40(74)    9(17)    4( 7)    1( 2)    0( 0)    0       54
 46 1/10-->1/16      2.41   0.19   57(83)    6( 9)    4( 6)    1( 1)    1( 1)    0       69
 47 1/17-->1/23      0.63   0.17   51(75)   14(21)    3( 4)    0( 0)    0( 0)    0       68
 48 1/24-->1/30      0.70   0.15   62(85)    8(11)    3( 4)    0( 0)    0( 0)    0       73
 49 1/31-->2/6       1.19   0.17   62(82)    9(12)    3( 4)    2( 3)    0( 0)    0       76
 50 2/7-->2/13       1.45   0.19   51(78)    8(12)    5( 8)    1( 2)    0( 0)    0       65
 51 2/14-->2/20      1.10   0.23   60(70)   16(19)    9(10)    1( 1)    0( 0)    0       86
 52 2/21-->2/27      1.42   0.21   71(79)   11(12)    6( 7)    2( 2)    0( 0)    0       90
 53 2/28-->2/29      0.67   0.17   10(77)    1( 8)    2(15)    0( 0)    0( 0)    0       13
ANNUAL TOTALS        6.08   0.37 2955(59)  879(17)  724(14)  362( 7)   83( 1)    0     5003
