# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2789] FAIRFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2789 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     66     25     18     12    315    182    157    133
 1952    102     51     42     36    439    281    250    221
 1953    175     84     66     51    275    145    120     98
 1954    129     49     37     28    543    357    316    277
 1955    171     94     79     65    548    362    321    281
 1956    164     82     67     53    373    245    219    194
 1957    148     63     48     36    423    258    223    192
 1958     99     34     24     16    406    245    210    178
 1959    148     74     61     52    402    241    209    179
 1960     47     25     20     16    471    306    269    234
 1961    155     72     59     46    287    158    134    112
 1962    109     58     47     38    410    260    227    197
 1963    242    140    123    108    499    326    288    251
 1964     98     41     31     23    405    240    209    181
 1965     20      5      3      1    332    206    178    151
 1966    239    134    110     88    288    161    136    114
 1967    219    136    118    100    416    255    222    192
 1968    258    156    137    118    431    262    227    197
 1969     85     44     36     30    415    251    218    186
 1970     71     25     17     11    411    269    239    210
 1971    114     55     46     40    426    278    246    214
 1972    147     73     62     52    343    201    171    146
 1973    223     95     74     55    340    198    170    144
 1974    189    103     88     74    449    281    248    217
 1975     87     44     34     25    310    178    151    128
 1976    184     97     80     67    455    290    254    219
 1977    258    136    114     95    590    402    360    319
 1978    116     59     48     38    388    225    192    161
 1979    135     69     59     49    298    165    137    112
 1980    115     45     35     27    379    234    204    176
 1981    256    140    117     97    565    377    336    298
 1982    141     60     45     32    340    215    188    164
 1983    185    102     85     71    259    141    123    107
 1984     65     21     14      8    343    194    166    139
 1985    246    128    105     85    571    392    356    320
 1986    279    170    151    133    529    353    316    280
 1987    244    128    108     92    518    345    309    277
 1988    235    132    110     89    421    274    242    212
 1989    219    131    113     97    459    297    263    229
 1990    268    150    128    107    417    261    228    198
 1991    272    158    135    113    470    292    256    221
 1992    241    127    105     86    396    239    206    179
 1993     99     46     36     27    345    195    167    142
 1994    218    121    103     85    451    301    267    236
 1995    238    148    129    110    344    201    171    144
 1996    123     54     42     32    388    240    210    185
 1997    224    116     95     76    314    190    163    138
 1998    169    102     90     80    379    219    187    157
 1999    177     89     71     58    433    263    228    196
 2000    293    175    150    126    435    277    245    214
 2001     85     24     15      8    579    388    348    308
 2002    182     91     72     57    455    290    257    226
 2003    219    123    105     90    494    334    298    265
 2004    271    138    112     88    499    325    285    248
 2005    197    107     89     74    507    333    293    256
     ****************************  ****************************
 MEAN  172.0   90.0   74.7   61.3  417.8  261.8  229.3  199.1
 STDV   69.8   44.7   39.6   34.6   83.0   66.2   61.7   56.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    726    503    453    404    820    585    527    470
 1952    657    438    393    350   1037    797    738    679
 1953    660    435    389    344   1002    762    702    643
 1954    577    385    343    303    994    756    698    640
 1955    734    503    453    406    839    600    543    489
 1956    806    585    534    486   1024    787    729    671
 1957    698    468    416    368    937    699    641    583
 1958    746    525    476    432    845    605    545    488
 1959    798    567    512    460    987    747    688    629
 1960    673    457    405    356    883    644    586    529
 1961    616    412    368    326    922    686    629    577
 1962    934    688    630    573    946    706    648    592
 1963    704    477    424    375   1018    778    720    662
 1964    881    637    577    519    965    725    666    608
 1965    793    565    513    462    887    647    588    533
 1966    573    374    332    295    883    647    590    533
 1967    540    349    308    269    918    678    618    560
 1968    564    355    312    274    968    728    669    611
 1969    674    457    410    367    792    559    506    454
 1970    797    569    516    465    916    676    616    557
 1971    587    386    343    304   1051    811    751    691
 1972    708    486    435    389    882    646    590    536
 1973    602    386    338    293    962    722    662    603
 1974    637    416    370    326    819    581    524    470
 1975    766    531    479    432    935    696    637    579
 1976    580    385    343    305    916    678    620    563
 1977    912    673    614    556    996    758    699    640
 1978    698    481    432    386    981    741    682    624
 1979    728    509    461    415    961    721    662    604
 1980    739    511    458    413    905    665    608    553
 1981    613    414    370    327    981    741    681    621
 1982    805    563    507    453    811    573    517    466
 1983    617    402    356    315    957    720    662    605
 1984    654    435    391    348   1009    769    709    650
 1985    819    576    518    466    873    635    578    523
 1986    728    493    439    388   1013    773    714    656
 1987    883    647    593    543   1022    782    723    664
 1988    814    580    528    481    984    747    690    637
 1989    652    447    402    360    892    654    597    540
 1990    604    385    336    294    959    719    659    601
 1991    856    625    569    515   1015    775    715    655
 1992    695    488    441    397    885    647    588    531
 1993    731    497    441    389    903    668    611    554
 1994    673    466    421    379    968    728    670    612
 1995    588    366    316    272    929    689    629    570
 1996    609    390    342    298    918    679    621    563
 1997    540    345    303    265    918    678    619    561
 1998    831    590    532    474    884    647    593    539
 1999    719    487    434    383    921    681    624    567
 2000    807    578    523    471    899    660    601    544
 2001    728    491    439    387    900    663    606    550
 2002    625    416    373    332   1008    768    708    649
 2003    666    438    390    347    878    638    579    523
 2004    809    582    528    475    900    660    601    542
 2005    666    451    403    359    997    757    697    637
     ****************************  ****************************
 MEAN  706.2  484.8  435.1  388.6  934.8  696.0  637.7  580.6
 STDV   99.1   87.7   83.4   78.7   62.7   61.9   61.1   59.7

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1027    779    717    655    976    728    666    605
 1952   1075    827    765    703    980    732    671    613
 1953   1069    821    759    697   1033    785    723    662
 1954   1108    860    798    736   1020    772    710    648
 1955   1159    911    849    787   1094    846    784    722
 1956   1053    805    743    681   1058    810    750    690
 1957   1145    897    835    773   1044    796    734    672
 1958    988    740    678    616   1022    776    715    655
 1959   1035    787    725    664   1119    871    809    747
 1960   1035    787    725    663   1070    822    760    698
 1961   1051    803    741    679   1046    798    736    675
 1962   1036    788    726    667   1038    790    728    666
 1963   1092    844    782    720    998    750    688    628
 1964   1137    889    827    765    942    694    634    575
 1965   1028    780    718    656    969    722    661    601
 1966   1082    834    772    710    923    675    613    553
 1967    969    722    663    606    876    630    571    514
 1968   1046    798    736    675   1016    769    708    647
 1969   1084    836    774    712   1022    774    712    650
 1970   1052    804    744    685   1007    759    697    635
 1971    957    714    654    595    960    712    651    590
 1972   1034    787    727    667    999    751    689    629
 1973   1072    824    762    700   1062    814    752    690
 1974   1099    851    789    727    928    680    618    557
 1975   1055    807    746    685   1047    799    737    675
 1976   1092    844    782    720    977    729    667    606
 1977   1166    918    856    794   1008    760    699    638
 1978   1080    832    770    708   1018    770    709    649
 1979   1034    786    724    662   1047    799    737    675
 1980   1120    872    810    748   1062    814    752    690
 1981   1058    810    749    688    994    746    684    625
 1982   1071    823    761    699    986    738    677    619
 1983   1117    869    807    745   1116    868    806    744
 1984   1032    784    722    661   1050    802    741    682
 1985   1027    779    717    655    849    602    542    485
 1986   1141    893    831    769    910    667    607    547
 1987   1146    898    836    774   1019    771    709    649
 1988   1092    844    782    722   1109    862    801    741
 1989   1090    842    780    718   1018    770    709    649
 1990   1059    811    749    687   1048    800    738    676
 1991   1087    839    777    715   1041    793    731    669
 1992   1004    756    694    632    876    628    568    511
 1993   1075    827    765    703   1064    816    754    692
 1994   1026    778    716    654    972    724    662    603
 1995   1074    826    765    704   1144    896    834    772
 1996   1014    766    704    643   1008    760    698    636
 1997   1060    812    750    688    980    732    670    609
 1998   1093    845    783    721   1076    828    766    704
 1999   1154    906    844    782   1006    758    696    634
 2000   1036    788    726    664   1094    846    784    722
 2001   1133    885    823    761   1066    818    756    694
 2002   1135    887    825    763   1043    795    733    671
 2003   1088    840    778    716   1091    843    781    719
 2004   1021    773    711    649    906    659    598    540
 2005   1075    827    765    703      0      0      0      0
     ****************************  ****************************
 MEAN 1070.7  822.8  761.0  699.5  996.9  753.6  693.2  633.6
 STDV   47.5   47.2   47.0   46.5  150.8  121.2  113.9  106.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    671    452    402    356    484    305    269    236
 1952    756    538    490    444    420    283    252    222
 1953    788    571    523    479    626    444    404    364
 1954    834    606    553    500    489    317    282    247
 1955    846    617    566    518    497    318    280    247
 1956    793    572    522    473    705    493    444    398
 1957    710    488    437    390    429    262    225    192
 1958    791    563    511    459    555    377    337    298
 1959    781    557    506    456    393    220    183    150
 1960    837    607    555    505    510    336    301    267
 1961    753    533    482    435    547    354    312    271
 1962    724    510    462    417    580    380    334    293
 1963    827    595    540    488    790    563    510    457
 1964    746    528    477    428    411    261    230    199
 1965    712    486    432    381    463    294    257    223
 1966    666    445    398    355    431    270    237    207
 1967    684    472    425    380    427    263    229    196
 1968    735    498    447    400    485    316    280    244
 1969    747    522    471    423    395    223    190    163
 1970    746    518    465    415    466    278    237    197
 1971    827    603    552    502    613    408    363    319
 1972    786    561    509    459    358    197    169    145
 1973    768    534    478    423    578    380    338    298
 1974    600    398    352    310    457    279    239    201
 1975    616    405    358    315    508    341    304    268
 1976    708    481    430    384    313    179    155    135
 1977    818    580    523    466    427    251    213    179
 1978    885    653    597    541    442    261    223    188
 1979    804    577    525    478    510    330    290    252
 1980    781    559    507    457    410    258    226    195
 1981    765    540    488    440    470    292    254    222
 1982    750    526    476    427    517    331    290    254
 1983    784    563    511    463    508    310    270    234
 1984    763    547    498    450    530    339    296    254
 1985    788    566    515    468    477    283    242    207
 1986    863    629    571    515    494    301    259    221
 1987    770    532    479    431    364    215    184    155
 1988    830    601    550    501    363    207    173    142
 1989    680    470    424    381    516    339    302    266
 1990    852    626    574    523    486    306    267    230
 1991    798    586    537    489    487    314    274    239
 1992    720    506    457    410    460    282    248    216
 1993    624    410    361    315    425    267    229    193
 1994    772    542    488    438    520    324    282    243
 1995    671    456    407    362    453    278    241    207
 1996    691    467    420    373    492    313    274    237
 1997    799    564    511    458    508    336    299    263
 1998    906    670    612    557    473    285    245    209
 1999    727    518    472    427    517    342    301    265
 2000    823    600    550    502    597    389    345    304
 2001    735    517    465    415    473    285    248    214
 2002    864    635    581    529    389    240    211    183
 2003    734    515    465    417    523    341    303    269
 2004    828    598    543    492    490    301    259    220
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  750.5  531.1  480.9  433.1  477.3  302.9  265.6  230.9
 STDV  122.9   95.7   89.2   82.9  105.2   79.9   73.8   67.7
