# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3290] GLENWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia3290
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  56 -16  68 -24  73 -16  92  19  90  28  98  39  99  47 104  52  99  41  96  25  80  17  68   1
  2  62 -13  59 -22  81  -4  91  14  93  26  94  41 100  47 101  51  96  46  95  28  80  10  68  -1
  3  58 -12  69 -23  80   0  89   3  88  26  96  35 100  47 100  48 104  34  93  27  77   8  64   0
  4  53 -20  57 -18  71 -16  78  18  90  34  97  38 100  49 103  40 100  39  95  26  75   0  65   4
  5  64 -20  59 -16  73 -24  85  20  93  31  97  44 102  41 103  44  96  41  93  26  75   3  67   4
  6  56 -14  65 -15  76 -15  91  11  91  33  98  40 102  52  95  51  97  40  92  20  80  11  66  -6
  7  49 -18  53 -12  76  -4  90  19  96  28  96  41 100  51  99  42  99  39  93  19  78  -5  55  -7
  8  66 -14  67 -11  79  -5  86  22  90  28  96  43  99  51 100  45 101  38  86  22  79   0  64 -11
  9  68 -18  64 -22  78  -5  88  19  91  29 104  44 100  51  99  48 102  40  85  17  81   3  59  -6
 10  54 -21  64 -11  80  -7  86  17  91  33 100  45 100  50  98  51 100  35  91  23  75  11  63  -7
 11  65 -17  76 -21  80  -2  86  24  91  29  99  44 101  52  97  48  96  37  87  15  74  -7  64  -4
 12  64 -28  66 -16  82 -15  95  18  99  31  98  42 103  50 102  46  96  37  92  21  73   0  61 -12
 13  60 -15  75 -15  75 -15  85  18  96  29  99  44 107  45  99  46  96  35  90  21  71  -3  57 -13
 14  66 -14  70 -12  73  -5  87  23  93  31  96  47 103  48  98  50  95  38  88  25  85   1  60 -12
 15  54 -17  66  -7  76  10  93  24  95  31 100  44 101  50  99  49  96  34  86  24  74   7  57 -15
 16  57 -23  66 -21  81  11  94  24  94  38  97  43 100  48 104  50  97  37  87  23  77   5  63 -17
 17  64 -20  68 -23  82  10  87  23  93  33  98  45 101  54 104  52  97  33  84  14  74   3  60 -11
 18  65 -20  67 -22  77   3  90  23  93  38 104  42 102  54 103  49  98  32  84  22  74   4  66 -18
 19  54 -15  66 -14  80   3  95  23  92  37 101  42 102  54 104  48  97  27  86  12  73  10  61 -25
 20  55 -23  71  -6  77   6  93  24  93  36 101  47 104  52  99  46  95  30  90  19  70   2  57 -21
 21  63 -15  70 -10  75   2  90  22  91  37 101  45 108  51  99  48  93  30  87  18  73   2  57 -17
 22  58  -9  71 -13  72  10  90  21  91  34 102  45 107  54  98  47  92  27  86  18  73   9  59 -25
 23  63 -18  70 -19  84   8  99  23  92  38 100  47 102  49  98  44  88  24  85  18  66   5  65 -26
 24  69 -18  69 -13  85   5  87  18  97  38  99  48  95  49 100  50  87  29  86  20  63   7  58 -17
 25  65  -7  71  -1  80   7  95  30  98  42 101  46 102  52 101  45  90  32  80  23  67   6  54 -20
 26  63 -15  75  -5  83   1  91  30  93  37  99  47 105  52 103  44  94  29  82  20  72   2  56 -13
 27  68 -18  70 -10  85  10  97  29  91  35 100  46 105  53 102  46  94  30  84  11  68   1  64 -13
 28  62 -15  77 -11  84  10  97  29  98  38  99  42 104  48 101  37 103  25  87  13  70  -6  65  -3
 29  56 -22  78 -10  89   7  87  22  94  39 100  50 103  49 101  41  91  22  76  20  64  -2  67 -18
 30  61 -16 *** ***  92   7  93  28 102  41  96  49 103  45  96  45  93  31  82  20  71 -13  63 -13
 31  57 -22 *** ***  84  16 *** *** 100  41 *** *** 104  48  99  42 *** ***  82  14 *** ***  59 -23
