# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2999] FORT-DODGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.05   0.23   68(65)   19(18)   16(15)    1( 1)    0( 0)    0      104
  2 3/8-->3/14       1.51   0.25   72(69)   16(15)   12(11)    5( 5)    0( 0)    0      105
  3 3/15-->3/21      1.32   0.22   71(69)   17(17)   14(14)    1( 1)    0( 0)    0      103
  4 3/22-->3/28      2.68   0.32   66(66)   14(14)   14(14)    4( 4)    2( 2)    0      100
  5 3/29-->4/4       1.50   0.31   63(57)   25(23)   16(14)    7( 6)    0( 0)    0      111
  6 4/5-->4/11       2.38   0.27   69(68)   14(14)   15(15)    2( 2)    1( 1)    0      101
  7 4/12-->4/18      3.23   0.32   82(61)   26(19)   17(13)    8( 6)    1( 1)    0      134
  8 4/19-->4/25      2.70   0.37   80(57)   26(19)   24(17)    7( 5)    3( 2)    0      140
  9 4/26-->5/2       2.81   0.39   71(54)   27(21)   23(18)    7( 5)    3( 2)    0      131
 10 5/3-->5/9        3.04   0.36   76(55)   36(26)   15(11)    8( 6)    3( 2)    0      138
 11 5/10-->5/16      1.88   0.32   83(59)   27(19)   21(15)   10( 7)    0( 0)    0      141
 12 5/17-->5/23      3.28   0.41   80(55)   26(18)   25(17)   12( 8)    3( 2)    0      146
 13 5/24-->5/30      2.57   0.37   99(58)   31(18)   29(17)   10( 6)    3( 2)    0      172
 14 5/31-->6/6       4.00   0.36  101(66)   22(14)   17(11)   11( 7)    3( 2)    0      154
 15 6/7-->6/13       2.67   0.40   86(55)   26(17)   28(18)   11( 7)    4( 3)    0      155
 16 6/14-->6/20      2.70   0.48   83(51)   25(15)   30(19)   20(12)    4( 2)    0      162
 17 6/21-->6/27      6.50   0.53   70(54)   22(17)   22(17)   10( 8)    5( 4)    0      129
 18 6/28-->7/4       2.37   0.40   70(57)   19(15)   23(19)    9( 7)    2( 2)    0      123
 19 7/5-->7/11       3.60   0.49   70(50)   27(19)   25(18)   11( 8)    7( 5)    0      140
 20 7/12-->7/18      3.85   0.46   70(56)   20(16)   16(13)   15(12)    4( 3)    0      125
 21 7/19-->7/25      3.15   0.33   90(67)   15(11)   20(15)    8( 6)    2( 1)    0      135
 22 7/26-->8/1       3.72   0.49   66(57)   16(14)   15(13)   14(12)    4( 3)    0      115
 23 8/2-->8/8        3.08   0.45   57(47)   25(21)   26(21)   11( 9)    2( 2)    0      121
 24 8/9-->8/15       3.74   0.35   66(66)   12(12)   14(14)    6( 6)    2( 2)    0      100
 25 8/16-->8/22      4.40   0.53   69(61)    9( 8)   18(16)   10( 9)    8( 7)    0      114
 26 8/23-->8/29      4.04   0.49   58(50)   19(16)   21(18)   17(15)    2( 2)    0      117
 27 8/30-->9/5       2.60   0.37   76(67)   11(10)   11(10)   14(12)    1( 1)    0      113
 28 9/6-->9/12       1.66   0.29   67(62)   22(20)   14(13)    5( 5)    0( 0)    0      108
 29 9/13-->9/19      2.83   0.36   75(60)   19(15)   23(18)    7( 6)    2( 2)    0      126
 30 9/20-->9/26      3.23   0.36   66(57)   18(16)   24(21)    7( 6)    1( 1)    0      116
 31 9/27-->10/3      2.25   0.36   63(64)    9( 9)   17(17)    9( 9)    1( 1)    0       99
 32 10/4-->10/10     2.10   0.35   56(60)   14(15)   17(18)    6( 6)    1( 1)    0       94
 33 10/11-->10/17    3.30   0.34   58(64)   14(16)   11(12)    4( 4)    3( 3)    0       90
 34 10/18-->10/24    2.45   0.28   58(67)   11(13)   14(16)    3( 3)    1( 1)    0       87
 35 10/25-->10/31    1.34   0.24   64(74)    9(10)   11(13)    3( 3)    0( 0)    0       87
 36 11/1-->11/7      2.00   0.27   65(71)    8( 9)   12(13)    6( 7)    0( 0)    0       91
 37 11/8-->11/14     1.76   0.23   47(69)   13(19)    7(10)    1( 1)    0( 0)    0       68
 38 11/15-->11/21    1.56   0.31   53(58)   14(15)   22(24)    2( 2)    0( 0)    0       91
 39 11/22-->11/28    1.16   0.19   61(75)   11(14)    8(10)    1( 1)    0( 0)    0       81
 40 11/29-->12/5     1.50   0.18   64(78)   11(13)    6( 7)    1( 1)    0( 0)    0       82
 41 12/6-->12/12     0.97   0.17   62(84)    6( 8)    6( 8)    0( 0)    0( 0)    0       74
 42 12/13-->12/19    0.90   0.17   56(80)   10(14)    4( 6)    0( 0)    0( 0)    0       70
 43 12/20-->12/26    0.85   0.17   58(81)   10(14)    4( 6)    0( 0)    0( 0)    0       72
 44 12/27-->1/2      1.48   0.20   47(76)    6(10)    8(13)    1( 2)    0( 0)    0       62
 45 1/3-->1/9        0.89   0.17   57(78)   10(14)    6( 8)    0( 0)    0( 0)    0       73
 46 1/10-->1/16      1.08   0.14   53(83)   10(16)    0( 0)    1( 2)    0( 0)    0       64
 47 1/17-->1/23      0.80   0.17   59(81)    8(11)    6( 8)    0( 0)    0( 0)    0       73
