# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8706] WATERLOO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia8706
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.10  1.42  3.72  4.31  2.95  4.67  8.45  5.86  1.62  3.98  1.02  1.35 39.45
 1952  1.97  0.52  3.01  1.05  5.35  3.95  2.39  3.03  0.61  0.00  2.47  1.18 25.53
 1953  0.58  1.63  3.10  3.95  1.47  4.87  4.23  1.94  0.42  0.21  1.79  1.06 25.25
 1954  0.10  0.50  1.34  5.18  5.29  5.04  0.43  5.92  2.92  3.74  0.00  0.96 31.42
 1955  0.41  0.95  0.90  3.11  3.65  0.86  5.90  0.37  2.42  1.23  0.27  0.46 20.53
 1956  0.41  0.09  0.97  2.74  3.23  2.07  4.27  3.24  2.46  1.72  1.20  0.41 22.81
 1957  0.42  0.28  0.86  2.71  4.14  4.03  2.87  4.94  1.18  3.15  2.56  0.68 27.82
 1958  0.40  0.04  0.34  3.12  2.64  3.35  5.37  2.59  3.85  1.09  2.44  0.40 25.63
 1959  0.52  1.29  4.21  1.59  4.59  7.94  3.44  3.41  4.16  2.47  3.45  1.78 38.85
 1960  2.04  0.75  1.56  5.71  7.18  2.29  2.20  5.12  5.06  3.51  0.52  0.71 36.65
 1961  0.31  2.50  5.43  4.27  3.12  2.59  8.56  1.51  8.13  4.97  4.68  1.29 47.36
 1962  0.10  1.74  2.14  2.03  6.62  2.91  7.35  3.74  1.73  3.03  0.22  0.28 31.89
 1963  0.49  0.57  3.27  3.41  2.31  4.52  8.73  3.01  2.52  1.26  2.04  0.52 32.65
 1964  0.34  0.21  1.24  8.11  5.01  4.01  3.48  4.86  5.17  0.46  1.11  1.93 35.93
 1965  1.11  1.16  3.44  4.81  5.24  5.09  4.41  7.08 11.38  1.93  3.02  2.12 50.79
 1966  1.70  1.47  3.40  3.89  4.79  8.34  6.06  5.97  0.55  3.21  0.47  0.80 40.65
 1967  1.53  0.52  2.47  4.49  1.89  5.52  2.25  3.95  1.40  2.80  1.03  0.83 28.68
 1968  0.73  0.04  1.30  5.15  1.95  4.66 12.60  8.07  3.61  2.97  0.74  2.80 44.62
 1969  1.56  0.02  0.99  4.47  6.76  4.82  8.90  0.54  1.35  3.04  0.12  1.95 34.52
 1970  0.18  0.42  2.48  1.21  7.24  2.16  4.13  0.99  5.20  3.50  1.41  1.13 30.05
 1971  1.76  3.54  1.36  0.95  5.51  3.14  3.14  0.43  2.56  2.43  2.76  1.78 29.36
 1972  0.26  1.13  1.78  3.29  3.35  4.33  5.29  3.71  4.86  3.77  1.98  1.84 35.59
 1973  1.16  1.49  3.22  3.45  7.23  3.07  3.29  2.72  6.88  0.94  2.75  2.26 38.46
 1974  0.98  1.07  1.63  2.25  5.35  3.72  3.32  2.87  2.14  4.08  0.91  1.28 29.60
 1975  0.92  1.14  2.35  3.24  1.93  4.00  1.06  4.53  0.80  0.04  3.68  0.40 24.09
 1976  0.18  2.16  3.14  4.66  2.21  2.83  2.83  0.68  1.36  1.75  0.06  0.46 22.32
 1977  0.37  0.68  3.04  2.26  1.47  4.11  3.93  5.45  6.09  2.94  1.89  1.73 33.96
 1978  0.51  0.45  0.50  4.75  2.69  5.70  3.74  3.60  7.91  1.02  3.70  0.79 35.36
 1979  1.41  0.32  3.06  4.37  3.83  6.07  6.68  5.33  0.75  4.18  1.41  0.71 38.12
 1980  1.34  0.96  0.86  1.22  5.36  8.63  1.75  5.38  3.74  1.56  0.41  0.52 31.73
 1981  0.23  2.44  0.25  4.20  2.05  5.23  3.52  4.13  3.13  1.76  1.86  0.83 29.63
 1982  1.51  0.38  2.51  2.58  6.66  3.25  3.90  3.29  1.44  2.69  3.08  3.77 35.06
 1983  0.84  1.44  3.80  2.43  5.28  5.31  3.89  1.30  3.19  4.35  3.67  1.03 36.53
 1984  0.62  0.86  1.40  5.09  4.77  4.87  6.04  0.38  1.57  5.45  1.45  1.95 34.45
 1985  0.61  1.23  2.86  1.45  2.32  2.72  3.38  4.22  5.27  3.09  1.78  1.25 30.18
 1986  0.40  2.41  1.77  2.57  6.33  7.40  3.24  2.27  4.48  3.74  1.27  0.82 36.70
 1987  0.47  0.91  2.48  1.44  2.93  2.66  5.59  8.51  1.84  0.81  2.69  1.82 32.15
 1988  0.75  0.37  1.37  1.72  1.61  3.12  1.51  3.15  1.65  0.68  2.54  0.52 18.99
 1989  1.09  0.28  0.93  2.41  1.54  1.40  2.67  2.33  3.07  3.13  0.55  0.22 19.62
 1990  0.46  0.37  4.46  2.88  5.06  7.98  9.63  5.22  1.46  1.38  1.34  1.26 41.50
 1991  0.76  0.33  4.00  8.53  7.72  2.18  1.60  4.88  2.92  4.61  4.08  1.54 43.15
 1992  1.06  1.47  2.27  4.55  0.82  1.93  5.87  2.84  2.23  0.72  5.61  1.60 30.97
 1993  0.58  1.30  4.00  3.67  6.11 10.11 11.26  9.65  2.86  1.80  0.97  0.76 53.07
 1994  1.22  0.94  0.16  2.58  2.17  5.35  6.11  7.56  3.67  1.89  2.30  1.35 35.30
 1995  0.80  0.12  2.68  4.41  3.15  4.99  1.83  4.97  2.44  2.39  1.57  0.16 29.51
 1996  2.19  0.08  0.99  1.55  5.38  4.42  2.38  1.78  3.90  3.50  2.71  0.91 29.79
 1997  0.78  1.12  1.56  3.62  2.68  5.90  2.00  4.61  0.00  0.00  0.00  0.00 22.27
 1998  0.00  0.00  0.00  0.00  0.00  0.00  0.24  0.00  0.00  0.00  0.00  0.00  0.24
 1999  0.00  0.00  0.00  4.51  6.64  0.00 12.80  4.30  0.87  0.35  1.20  0.30 30.97
 2000  0.69  0.57  0.95  2.76  6.75  7.22  3.40  0.48  1.59  1.08  2.52  0.75 28.76
 2001  0.97  1.00  1.24  1.91  5.44  3.94  3.72  2.44  3.74  3.45  0.78  0.69 29.32
