# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0157] ALLISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.30   0.30   51(63)   20(25)    6( 7)    4( 5)    0( 0)    0       81
  2 3/8-->3/14       1.57   0.33   40(57)   14(20)   13(19)    3( 4)    0( 0)    0       70
  3 3/15-->3/21      1.20   0.27   52(68)   14(18)    9(12)    2( 3)    0( 0)    0       77
  4 3/22-->3/28      1.47   0.40   27(43)   18(29)   13(21)    5( 8)    0( 0)    0       63
  5 3/29-->4/4       1.95   0.39   38(48)   22(28)   13(16)    6( 8)    0( 0)    0       79
  6 4/5-->4/11       1.28   0.30   57(59)   21(22)   15(15)    4( 4)    0( 0)    0       97
  7 4/12-->4/18      2.21   0.42   48(47)   26(25)   19(18)    8( 8)    2( 2)    0      103
  8 4/19-->4/25      2.15   0.38   56(47)   36(30)   19(16)    8( 7)    1( 1)    0      120
  9 4/26-->5/2       3.06   0.41   57(46)   32(26)   23(19)   10( 8)    1( 1)    0      123
 10 5/3-->5/9        2.26   0.34   71(58)   29(24)   15(12)    6( 5)    1( 1)    0      122
 11 5/10-->5/16      2.57   0.39   62(52)   27(23)   20(17)    9( 8)    2( 2)    0      120
 12 5/17-->5/23      3.86   0.47   65(53)   22(18)   20(16)   12(10)    4( 3)    0      123
 13 5/24-->5/30      3.35   0.43   70(47)   33(22)   32(22)   11( 7)    2( 1)    0      148
 14 5/31-->6/6       3.50   0.47   51(48)   18(17)   25(23)   12(11)    1( 1)    0      107
 15 6/7-->6/13       3.90   0.48   69(50)   27(19)   25(18)   14(10)    4( 3)    0      139
 16 6/14-->6/20      2.60   0.50   51(41)   30(24)   28(23)   12(10)    3( 2)    0      124
 17 6/21-->6/27      7.00   0.77   46(41)   13(12)   25(22)   19(17)   10( 9)    0      113
 18 6/28-->7/4       2.45   0.54   42(39)   24(22)   21(19)   20(18)    2( 2)    0      109
 19 7/5-->7/11       2.50   0.54   49(43)   23(20)   22(19)   16(14)    4( 4)    0      114
 20 7/12-->7/18      7.16   0.64   36(38)   24(25)   20(21)   12(13)    4( 4)    0       96
 21 7/19-->7/25      2.80   0.48   50(50)   14(14)   24(24)   10(10)    2( 2)    0      100
 22 7/26-->8/1       3.45   0.55   42(42)   24(24)   13(13)   16(16)    4( 4)    0       99
 23 8/2-->8/8        2.55   0.52   50(48)   22(21)   14(13)   15(14)    3( 3)    0      104
 24 8/9-->8/15       4.20   0.47   41(49)   17(20)   15(18)    8(10)    2( 2)    0       83
 25 8/16-->8/22      4.02   0.55   48(46)   17(16)   21(20)   15(14)    3( 3)    0      104
 26 8/23-->8/29      3.20   0.59   42(43)   15(15)   25(26)    9( 9)    6( 6)    0       97
 27 8/30-->9/5       2.10   0.40   47(54)   22(25)    8( 9)    8( 9)    2( 2)    0       87
 28 9/6-->9/12       4.02   0.57   41(50)   12(15)   12(15)   12(15)    5( 6)    0       82
 29 9/13-->9/19      2.80   0.40   55(53)   18(17)   22(21)    6( 6)    2( 2)    0      103
 30 9/20-->9/26      4.12   0.39   66(58)   21(19)   16(14)    7( 6)    3( 3)    0      113
 31 9/27-->10/3      1.75   0.42   31(41)   23(30)   15(20)    7( 9)    0( 0)    0       76
 32 10/4-->10/10     3.10   0.40   46(56)   17(21)   11(13)    5( 6)    3( 4)    0       82
 33 10/11-->10/17    2.30   0.43   31(43)   18(25)   18(25)    4( 6)    1( 1)    0       72
 34 10/18-->10/24    2.57   0.31   50(63)   13(16)   16(20)    0( 0)    1( 1)    0       80
 35 10/25-->10/31    1.77   0.32   40(58)   14(20)   14(20)    1( 1)    0( 0)    0       69
 36 11/1-->11/7      2.58   0.40   38(57)   11(16)   10(15)    6( 9)    2( 3)    0       67
 37 11/8-->11/14     1.70   0.25   48(75)    8(13)    5( 8)    3( 5)    0( 0)    0       64
 38 11/15-->11/21    2.35   0.41   38(49)   17(22)   18(23)    4( 5)    1( 1)    0       78
 39 11/22-->11/28    1.00   0.24   45(65)   18(26)    6( 9)    0( 0)    0( 0)    0       69
 40 11/29-->12/5     1.28   0.25   44(71)    9(15)    8(13)    1( 2)    0( 0)    0       62
 41 12/6-->12/12     1.50   0.26   36(67)   12(22)    4( 7)    2( 4)    0( 0)    0       54
 42 12/13-->12/19    1.10   0.18   45(76)   13(22)    0( 0)    1( 2)    0( 0)    0       59
 43 12/20-->12/26    1.63   0.20   51(84)    7(11)    2( 3)    1( 2)    0( 0)    0       61
 44 12/27-->1/2      1.35   0.25   36(72)    7(14)    6(12)    1( 2)    0( 0)    0       50
 45 1/3-->1/9        0.50   0.15   40(78)   11(22)    0( 0)    0( 0)    0( 0)    0       51
 46 1/10-->1/16      0.79   0.18   40(77)    8(15)    4( 8)    0( 0)    0( 0)    0       52
 47 1/17-->1/23      0.40   0.14   50(79)   13(21)    0( 0)    0( 0)    0( 0)    0       63
 48 1/24-->1/30      0.82   0.16   44(77)   10(18)    3( 5)    0( 0)    0( 0)    0       57
 49 1/31-->2/6       1.33   0.21   40(75)    9(17)    3( 6)    1( 2)    0( 0)    0       53
 50 2/7-->2/13       0.82   0.19   43(81)    7(13)    3( 6)    0( 0)    0( 0)    0       53
 51 2/14-->2/20      0.90   0.24   35(65)   13(24)    6(11)    0( 0)    0( 0)    0       54
 52 2/21-->2/27      1.60   0.25   41(71)    9(16)    7(12)    1( 2)    0( 0)    0       58
 53 2/28-->2/29      0.54   0.24    3(60)    1(20)    1(20)    0( 0)    0( 0)    0        5
ANNUAL TOTALS        7.16   0.40 2435(54)  923(20)  713(15)  337( 7)   81( 1)    0     4489
