# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5230] MASON-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    1    0    0    0
 Sep 04    1    0    0    0
 Sep 06    1    0    0    0
 Sep 08    1    0    0    0
 Sep 10    1    0    0    0
 Sep 12    3    0    0    0
 Sep 14    4    0    0    0
 Sep 16    6    0    0    0
 Sep 18    8    1    0    0
 Sep 20   16    1    0    0
 Sep 22   21    4    3    0
 Sep 24   28    6    4    0
 Sep 26   35   11    5    1
 Sep 28   43   16    8    2
 Sep 30   51   22   11    2
 Oct 02   59   28   14    4
 Oct 04   63   36   19    5
 Oct 06   71   46   22    5
 Oct 08   77   47   25    8
 Oct 10   86   54   33   11
 Oct 12   89   63   41   16
 Oct 14   91   67   45   17
 Oct 16   91   75   50   18
 Oct 18   91   79   55   23
 Oct 20   93   81   61   28
 Oct 22   94   82   67   32
 Oct 24   96   89   75   39
 Oct 26   97   90   80   43
 Oct 28  100   95   87   49
 Oct 30  100   95   87   54
 Nov 01  100   95   88   61
 Nov 03  100   98   91   68
 Nov 05  100  100   95   75
 Nov 07  100  100   97   82
 Nov 09  100  100   98   88
 Nov 11  100  100   99   94
 Nov 13  100  100  100   97
 Nov 15  100  100  100  100
 Nov 17  100  100  100  100
 Nov 19  100  100  100  100
 Nov 21  100  100  100  100
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
