# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2999] FORT-DODGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    1    0    0    0
 Sep 04    1    0    0    0
 Sep 06    1    0    0    0
 Sep 08    1    0    0    0
 Sep 10    1    0    0    0
 Sep 12    1    0    0    0
 Sep 14    1    0    0    0
 Sep 16    1    0    0    0
 Sep 18    3    0    0    0
 Sep 20   11    0    0    0
 Sep 22   16    5    0    0
 Sep 24   18    5    0    0
 Sep 26   20    7    0    0
 Sep 28   29   12    0    0
 Sep 30   37   16    3    0
 Oct 02   44   22    3    0
 Oct 04   50   24    5    0
 Oct 06   64   35   11    0
 Oct 08   70   35   12    1
 Oct 10   77   42   18    5
 Oct 12   81   51   25    5
 Oct 14   85   57   29    5
 Oct 16   87   62   31    7
 Oct 18   88   70   38   11
 Oct 20   92   75   48   18
 Oct 22   92   75   51   20
 Oct 24   94   79   66   24
 Oct 26   94   85   74   29
 Oct 28   98   88   79   33
 Oct 30   98   90   79   42
 Nov 01   98   90   83   53
 Nov 03  100   96   88   64
 Nov 05  100   98   94   74
 Nov 07  100   98   94   75
 Nov 09  100   98   94   79
 Nov 11  100   98   96   81
 Nov 13  100  100  100   85
 Nov 15  100  100  100   87
 Nov 17  100  100  100   88
 Nov 19  100  100  100   96
 Nov 21  100  100  100   96
 Nov 23  100  100  100  100
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
