# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2789] FAIRFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    1    0    0    0
 Sep 16    1    0    0    0
 Sep 18    2    0    0    0
 Sep 20    6    0    0    0
 Sep 22   11    0    0    0
 Sep 24   14    0    0    0
 Sep 26   18    2    0    0
 Sep 28   23    4    1    0
 Sep 30   29    6    1    0
 Oct 02   33    8    3    0
 Oct 04   40   10    3    0
 Oct 06   43   11    6    0
 Oct 08   47   20    9    1
 Oct 10   51   23   13    2
 Oct 12   59   27   16    4
 Oct 14   63   29   18    6
 Oct 16   67   34   19    6
 Oct 18   75   42   25    6
 Oct 20   79   46   30   10
 Oct 22   83   52   34   14
 Oct 24   89   59   39   17
 Oct 26   90   63   45   19
 Oct 28   93   69   51   22
 Oct 30   95   73   60   30
 Nov 01   97   77   67   36
 Nov 03   97   83   76   46
 Nov 05   99   89   83   56
 Nov 07   99   92   85   60
 Nov 09  100   95   88   66
 Nov 11  100   97   90   73
 Nov 13  100   99   93   78
 Nov 15  100   99   95   83
 Nov 17  100   99   97   85
 Nov 19  100   99   98   88
 Nov 21  100   99   98   91
 Nov 23  100   99   98   94
 Nov 25  100  100  100   97
 Nov 27  100  100  100   97
 Nov 29  100  100  100   98
 Dec 01  100  100  100   98
 Dec 03  100  100  100   99
 Dec 05  100  100  100   99
 Dec 07  100  100  100   99
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
