# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8706] WATERLOO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia8706
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      8     50     77    209    143     13     13      0      0
 1952      0      0      0      9     30    258    329    161     93      4      0      0
 1953      0      0      0      3     62    210    289    221     77     43      0      0
 1954      0      0      0      4     18    283    355    191     91     14      0      0
 1955      0      0      0      4     50    109    438    335    106      3      0      0
 1956      0      0      0      2     62    296    211    222     25     10      0      0
 1957      0      0      0      7     20    131    366    211     22      0      0      0
 1958      0      0      0      4     19     57    134    219     48      5      0      0
 1959      0      0      0      0     67    192    215    337     99      0      0      0
 1960      0      0      0     16     10     82    196    245    120      3      0      0
 1961      0      0      0      0     25    153    207    212     90      4      0      0
 1962      0      0      0     10    135    163    165    185     21     25      0      0
 1963      0      0      0      5     35    234    263    179     65     50      0      0
 1964      0      0      0      0     64    164    333    153     65      0      0      0
 1965      0      0      0      0     38     70    168    149     20      9      0      0
 1966      0      0      0      0     18    196    329    111     51      7      0      0
 1967      0      0      5      6     41     99    162     83      6      4      0      0
 1968      0      0      0      2      7    166    192    175     26     25      0      0
 1969      0      0      0      0     38     45    245    179     38     12      0      0
 1970      0      0      0     27     80    170    248    164     83      3      0      0
 1971      0      0      0      1      5    213     82     97    101     21      0      0
 1972      0      0      0      0     72    123    184    219     47      0      0      0
 1973      0      0      0      0      8    190    261    275     58     12      0      0
 1974      0      0      0      9     22    101    325    130     37      0      0      0
 1975      0      0      0      0     84    210    297    245     30     20      0      0
 1976      0      0      0     10      8    128    276    170     52      5      0      0
 1977      0      0      0      8    104    140    291     88     22      0      0      0
 1978      0      0      0      0     76    177    225    208    145      0      0      0
 1979      0      0      0      0     33    149    229    226    104      9      0      0
 1980      0      0      0     23     47    146    330    253     74      0      0      0
 1981      0      0      0      8     17    113    242    153     26      0      0      0
 1982      0      0      0      0     82     35    296    192     71      8      0      0
 1983      0      0      0      4      3    178    370    383    102     11      0      0
 1984      0      0      0      3     18    159    179    241     77      0      0      0
 1985      0      0      0     40     59     96    257    103    143      0      0      0
 1986      0      0      3     17     25    165    312     91     67      0      0      0
 1987      0      0      0     14    107    256    374    197     36      0      0      0
 1988      0      0      0      0     92    255    340    372     75      0      0      0
 1989      0      0      1      3     36    150    342    213     35      9      0      0
 1990      0      0      0     27      5    186    214    212    128      9      0      0
 1991      0      0      3     12    121    276    277    212     90      1      0      0
 1992      0      0      0      2     51    133    114     78     48      6      0      0
 1993      0      0      0      0     46    158    253    234     15     17      0      0
 1994      0      0      0     20     55    218    176    118    117      3      0      0
 1995      0      0      0      0      9    216    295    382     55      9      0      0
 1996      0      0      0      0     34    203    187    170     73      2      0      0
 1997      0      0      0      0      6    174    247    125     42     55      0      0
 1998      0      0      0      0     93    154    240    213    118      2      0      0
 1999      0      0      0      0     40    182    369    134     61      8      0      0
 2000      0      0      2      0     60    125    219    213    119     12      2      0
 2001      0      0      0     14     56    160    285    219     35      0      0      0
 2002      0      0      0     25     41    243    351    161    112      9      0      0
 2003      0      0      0     16     14    163    281    265     70     13      0      0
 2004      0      0      0     10     43    120    171    116    128      5      0      0
 2005      0      0      0      4     13    226    275      0      0      0      0      0
 MEAN      0      0      0      7     45    165    259    196     68      9      0      0
