# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0608] BELLEVUE-L-AND-D-12
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     8  10  12  14  11  13  12  10   7  12   8   6 123
1952     9   6  13   6  12   7   9   8   6   1   5   9  91
1953     5   6  12  10  11  12  12   5   8   3   4  11  99
1954     2   6  12  11  10  11   7  14   6  12   5   9 105
1955     9   7   5   9   8  13   8   4  10  10   3   7  93
1956     8   8   6  10  11   7   6  10   8   3   7   7  91
1957     7   4   8  12  16  11   7  11   5   5   8  10 104
1958     6   2   4   8   4  11  12  10  10   5   8   6  86
1959     8  10  11   8  10   6  10  11   8  13   9  10 114
1960     8   8  12  11  12  13   8   9   9   8   7   3 108
1961     5   3  14  12   6  11  17   9   9   9   7   7 109
1962    10  11   7  11  11   6  11   6   8  13   5   6 105
1963     9   7  12  10   8   4  10   9   9   4   9   6  97
1964     4   3  12  11   9  10  11   6  10   0   7  11  94
1965     8   8  13  15   7   9   6  16  13   8   7   8 118
1966     5   5  11  11   8  10   7   4   5   5   4   8  83
1967     8   8   6  12   7  12  10  10   7  11   9  12 112
1968     9   6   5  10  11  11  11   9  16   7   6  12 113
1969    11   4   6  11   9  16  12   4  10  11   4   9 107
1970     7   5   5  10  15   8   8   9  14  10   7   6 104
1971     4   6   6  10  10   7  11   4   5  10   7   9  89
1972     5   9  12  12  13  10  12  10   9  13  11   7 123
1973     5   6  11  15  14   9   7   5  15   9  11  13 120
1974    13   6  11   9  16  13   8  12   4   9   6   9 116
1975    10   8  10  13  12  15   6  15   7   3  15   4 118
1976     3   5   9  12   9   8   7   8   4   7   3   5  80
1977     7   4  10   8   8  11  11  21   9  10  14   8 121
1978     7   7   6  14  10   8   9   6   7   9  10  10 103
1979    11   6  11  12   5  11   8  12   2  10   8   6 102
1980    10   7   7  11  12   9  13  14  11   7   6   7 114
1981     3  10   4  15   8  10   5  14   7   9  10   4  99
1982    12   4  14   8  14  12  12  11  11   6  11  10 125
1983     5   8  10   9  20  12   8   6  13   9  16  11 127
1984     6   4   9  10  11  13  10   5   8  11   7  12 106
1985     6   7  10   8  10   9   8   8  11  13  15   9 114
1986     4  11   6   9  12  12   8   9  12  10   6   4 103
1987     8   0  11   7  14   8   9  13  11   6  12  11 110
1988     5   4   4   9   5   3   4   7   7  11  12   5  76
1989     7   6   6  10   6   8   8  11   6   7   3  11  89
1990     9   6  10  11  13  12   8  10   4   7  11  10 111
1991     9   4  11  16  13   5   4   6  11  11  12   6 108
1992     9   8  11  14   5   5  15   6  14   5  13   9 114
1993     9   7  12  14  17  16  11  16  14   6   7  11 140
1994    12  12   2   5   8  12  14   9  10   5  11   5 105
1995    10   3  10  15  13   8   8   9   8  13   7   3 107
1996     9   2   4   8  18  13   7   4   6   4  10   9  94
1997    10   9  10   7  11   9   7  10   8   7   9  10 107
1998     9   8  14  14  12  16   6  12   7  14   5   4 121
1999    17   5   3  14  11  10  15   9   4   3   3  10 104
2000     9  10  10  10  12  17   7   8   9   5  10  17 124
2001     9  10   7  12  18  10   5   9  11  10   9  13 123
2002     5   9   8  12  14  11  11   7   7  11   8   5 108
2003     6   5  10   9  12   9  11   5   7   5  12  11 102
2004     8   8  18   5  16  12   8   9   3  11  15   9 122
2005    14  11  10   9  12   7   7   0   0   0   0   0  70
STDDEV   3   3   3   3   4   3   3   4   3   4   4   3  14
AVG      8   7   9  11  11  10   9   9   8   8   8   8 106
