# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3509] GUTHRIE-CENTER
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    2    0    0    0
 Sep 14    3    0    0    0
 Sep 16    7    0    0    0
 Sep 18    9    0    0    0
 Sep 20   15    1    0    0
 Sep 22   19    4    2    0
 Sep 24   25    7    3    0
 Sep 26   33    8    3    0
 Sep 28   39   11    5    0
 Sep 30   50   16    8    0
 Oct 02   52   21   11    3
 Oct 04   59   25   15    3
 Oct 06   66   32   19    4
 Oct 08   71   36   23    8
 Oct 10   75   42   31   11
 Oct 12   80   50   36   13
 Oct 14   83   56   40   15
 Oct 16   85   59   45   16
 Oct 18   89   63   48   21
 Oct 20   90   68   52   26
 Oct 22   91   73   59   28
 Oct 24   93   80   67   33
 Oct 26   94   83   74   40
 Oct 28   96   89   76   49
 Oct 30   97   89   79   56
 Nov 01   97   89   82   60
 Nov 03   98   91   83   67
 Nov 05   98   95   90   74
 Nov 07  100   98   94   78
 Nov 09  100  100   97   84
 Nov 11  100  100   99   87
 Nov 13  100  100  100   90
 Nov 15  100  100  100   91
 Nov 17  100  100  100   94
 Nov 19  100  100  100   95
 Nov 21  100  100  100   96
 Nov 23  100  100  100   97
 Nov 25  100  100  100  100
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
