# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4389] KEOSAUQUA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4389 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    102     49     39     31    333    196    170    144
 1952    131     66     55     44    431    284    255    227
 1953    199    103     82     63    317    179    151    124
 1954    145     61     44     31    535    354    313    273
 1955    201    115     98     82    594    406    364    324
 1956    213    119    103     87    407    273    245    218
 1957    165     72     54     41    439    273    238    205
 1958    109     37     26     18    426    262    226    192
 1959    171     86     72     61    418    255    221    189
 1960     55     29     24     19    485    318    280    244
 1961    176     85     70     56    300    164    140    118
 1962    123     67     55     45    406    259    227    199
 1963    268    153    133    116    512    341    302    265
 1964    150     79     67     55    460    288    254    221
 1965     33      8      6      4    420    251    218    185
 1966    301    183    157    133    356    209    177    150
 1967    267    169    148    129    482    305    266    230
 1968    323    196    168    143    460    289    254    223
 1969    116     65     56     48    487    312    273    235
 1970    112     43     31     23    470    314    280    246
 1971    144     67     53     44    490    332    298    265
 1972    185    100     86     75    404    245    212    183
 1973    266    126     99     76    364    212    183    155
 1974    237    135    116    101    498    329    292    257
 1975    122     72     61     51    365    219    188    160
 1976    242    123    101     84    498    329    291    254
 1977    293    163    139    118    628    435    392    350
 1978    127     67     54     43    416    257    226    197
 1979    176     95     82     70    315    182    155    131
 1980    135     58     45     34    403    257    226    199
 1981    260    143    119    100    593    404    362    322
 1982    178     90     71     53    367    236    209    183
 1983    204    116     98     83    268    144    125    108
 1984     70     19     12      8    332    194    166    139
 1985    256    143    119     98    558    391    353    317
 1986    311    183    162    145    528    359    323    289
 1987    268    158    137    117    501    344    312    282
 1988    265    159    135    112    460    309    277    247
 1989    256    162    142    123    490    324    289    254
 1990    302    178    151    126    455    294    259    225
 1991    324    197    168    143    511    332    295    259
 1992    272    149    126    105    418    258    224    196
 1993    129     64     53     43    379    223    192    165
 1994    243    138    119    101    487    332    298    267
 1995    264    171    152    133    392    242    210    180
 1996    144     69     55     44    431    280    246    217
 1997    254    137    114     92    349    219    192    166
 1998    195    120    105     93    414    244    210    178
 1999    206    112     92     74    489    314    278    244
 2000    327    200    175    150    472    309    275    245
 2001    119     42     30     20    625    432    388    348
 2002    203    105     86     69    476    312    276    244
 2003    248    152    132    114    511    353    317    282
 2004    283    143    116     91    514    338    298    260
 2005    207    112     93     76    548    367    327    288
     ****************************  ****************************
 MEAN  201.4  110.1   92.5   77.1  448.9  288.8  254.9  223.1
 STDV   74.4   49.9   44.6   39.4   81.1   66.9   62.6   58.2

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    761    541    489    438    847    611    553    495
 1952    686    466    419    374   1040    800    741    683
 1953    678    466    418    374   1029    789    730    671
 1954    585    398    355    313    999    761    702    644
 1955    757    526    478    432    851    612    554    499
