# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7669] SIDNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    0    0    0    0
 Sep 04    0    0    0    0
 Sep 06    0    0    0    0
 Sep 08    0    0    0    0
 Sep 10    0    0    0    0
 Sep 12    0    0    0    0
 Sep 14    0    0    0    0
 Sep 16    0    0    0    0
 Sep 18    1    0    0    0
 Sep 20    1    0    0    0
 Sep 22    3    1    0    0
 Sep 24    5    1    0    0
 Sep 26    5    1    0    0
 Sep 28    9    1    0    0
 Sep 30   16    1    0    0
 Oct 02   20    1    0    0
 Oct 04   22    1    0    0
 Oct 06   27    5    1    0
 Oct 08   31    7    3    1
 Oct 10   40    9    5    1
 Oct 12   48   11    7    1
 Oct 14   50   12    7    1
 Oct 16   61   18   11    1
 Oct 18   66   22   12    1
 Oct 20   75   27   16    5
 Oct 22   77   29   18    7
 Oct 24   88   38   22    7
 Oct 26   92   46   29   11
 Oct 28   96   51   35   16
 Oct 30   98   55   40   24
 Nov 01   98   62   48   29
 Nov 03   98   70   57   38
 Nov 05  100   81   66   46
 Nov 07  100   81   68   55
 Nov 09  100   90   75   64
 Nov 11  100   92   77   64
 Nov 13  100   96   85   70
 Nov 15  100   96   87   74
 Nov 17  100   96   88   75
 Nov 19  100  100   96   79
 Nov 21  100  100   96   83
 Nov 23  100  100  100   85
 Nov 25  100  100  100   88
 Nov 27  100  100  100   88
 Nov 29  100  100  100   90
 Dec 01  100  100  100   94
 Dec 03  100  100  100   94
 Dec 05  100  100  100   96
 Dec 07  100  100  100   96
 Dec 09  100  100  100   96
 Dec 11  100  100  100   96
 Dec 13  100  100  100   98
 Dec 15  100  100  100   98
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
