# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0923] BRITT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia0923
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      4     19     55    208    110      4     11      0      0
 1952      0      0      0     11     29    243    270    147    100      0      0      0
 1953      0      0      0      0     43    241    268    236     72     47      0      0
 1954      0      0      0      7     16    250    335    169     55      2      0      0
 1955      0      0      0      4     55    113    421    365    103      5      0      0
 1956      0      0      0      2     66    293    158    244     54     24      0      0
 1957      0      0      0      7     16    119    399    197     18      0      0      0
 1958      0      0      0      4     40     65    147    269     59     12      0      0
 1959      0      0      0      0     69    215    225    332     87      0      0      0
 1960      0      0      0     13     14     96    232    239    114      8      0      0
 1961      0      0      0      0     35    162    192    200     70      1      0      0
 1962      0      0      0      4    102    132    163    155     24     19      0      0
 1963      0      0      0      3     34    217    221    149     46     34      0      0
 1964      0      0      0      3     80    177    331    138     63      1      0      0
 1965      0      0      0      4     62    121    214    158     14      8      0      0
 1966      0      0      0      0     20    161    310    130     41     11      0      0
 1967      0      0      0      6     49    109    198    119     12     10      0      0
 1968      0      0      0      4     16    195    206    210     34     27      0      0
 1969      0      0      0      0     67     44    265    192     39     14      0      0
 1970      0      0      0     39     94    208    263    171     98     15      0      0
 1971      0      0      0      1     22    292    163    174    120     23      0      0
 1972      0      0      0      0     94    149    199    212     45      4      0      0
 1973      0      0      0      2     20    226    257    242     40     12      0      0
 1974      0      0      0      6     16    102    350    114     33      4      0      0
 1975      0      0      0      0     78    168    311    246     38     30      0      0
 1976      0      0      0     21     14    185    307    223     73     13      0      0
 1977      0      0      0     36    182    263    375    124     60      0      0      0
 1978      0      0      4      0     73    151    224    223    154      0      0      0
 1979      0      0      0      0     43    174    188    195     83      3      0      0
 1980      0      0      0     21     88    212    285    186     96      0      0      0
 1981      0      0      0      5     25    199    276    184     45      0      0      0
 1982      0      0      0      0     19    103    327    228     79      5      0      0
 1983      0      0      0      3     10    183    339    356    150     10      0      0
 1984      0      0      0      3     15    179    197    255     70      1      0      0
 1985      0      0      0     37     69    103    169     86    122      0      0      0
 1986      0      0      0      6     22    210    284     82     73      0      0      0
 1987      0      0      0     15    120    280    345    180     52      0      0      0
 1988      0      0      0      0     86    272    258    304     60      0      0      0
 1989      0      0      0      1     26    133    281    184     51      9      0      0
 1990      0      0      0     26      7    183    204    187    126      6      0      0
 1991      0      0      0     11    119    248    242    184     90      2      0      0
 1992      0      0      0      0     52     99     70     74     29      5      0      0
 1993      0      0      0      0     11     89    181    179     18     12      0      0
 1994      0      0      0     12     45    159     99     91     76      1      0      0
 1995      0      0      0      0      0    182    235    284     24      7      0      0
 1996      0      0      0      0     22    151    136     90     45      2      0      0
 1997      0      0      0      0      3    152    213    111     39     46      0      0
 1998      0      0      0      1     84    115    226    188    109      0      0      0
 1999      0      0      0      0     29    132    326    115     48      2      0      0
 2000      0      0      0      0     45     88    167    114     62      3      0      0
 2001      0      0      0      5     32    149    242    185     17      1      0      0
 2002      0      0      0     11     31    191    308    130     87      4      0      0
 2003      0      0      0     12      6     89    184    200     52      4      0      0
 2004      0      0      0      1     16     90    152     77     92      0      0      0
 2005      0      0      0      2      3    201    271      0      0      0      0      0
 MEAN      0      0      0      6     45    166    244    184     64      8      0      0
