# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7979] STORM-LAKE-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.50   0.22   70(79)    6( 7)    9(10)    4( 4)    0( 0)    0       89
  2 3/8-->3/14       1.49   0.23   66(75)   11(13)    7( 8)    4( 5)    0( 0)    0       88
  3 3/15-->3/21      1.21   0.22   67(71)   16(17)   10(11)    1( 1)    0( 0)    0       94
  4 3/22-->3/28      2.43   0.32   58(61)   15(16)   16(17)    5( 5)    1( 1)    0       95
  5 3/29-->4/4       1.24   0.28   64(61)   18(17)   18(17)    5( 5)    0( 0)    0      105
  6 4/5-->4/11       1.91   0.31   68(69)   10(10)   12(12)    8( 8)    0( 0)    0       98
  7 4/12-->4/18      1.57   0.31   77(61)   20(16)   25(20)    5( 4)    0( 0)    0      127
  8 4/19-->4/25      2.38   0.35   78(57)   28(20)   21(15)    8( 6)    2( 1)    0      137
  9 4/26-->5/2       2.10   0.40   66(53)   23(19)   21(17)   13(10)    1( 1)    0      124
 10 5/3-->5/9        2.09   0.32   82(60)   26(19)   21(15)    6( 4)    1( 1)    0      136
 11 5/10-->5/16      1.78   0.32   86(61)   26(18)   22(15)    8( 6)    0( 0)    0      142
 12 5/17-->5/23      2.40   0.36   72(53)   31(23)   24(18)    9( 7)    1( 1)    0      137
 13 5/24-->5/30      1.68   0.37   91(59)   25(16)   21(14)   18(12)    0( 0)    0      155
 14 5/31-->6/6       4.40   0.38   75(56)   26(19)   22(16)    8( 6)    3( 2)    0      134
 15 6/7-->6/13       3.42   0.44   76(56)   21(15)   20(15)   15(11)    4( 3)    0      136
 16 6/14-->6/20      3.35   0.52   80(55)   20(14)   19(13)   19(13)    7( 5)    0      145
 17 6/21-->6/27      5.68   0.55   60(47)   18(14)   32(25)   12( 9)    6( 5)    0      128
 18 6/28-->7/4       3.15   0.43   59(54)   22(20)   18(16)    7( 6)    4( 4)    0      110
 19 7/5-->7/11       3.35   0.47   57(47)   27(22)   23(19)    9( 7)    5( 4)    0      121
 20 7/12-->7/18      3.69   0.47   64(54)   19(16)   17(14)   15(13)    3( 3)    0      118
 21 7/19-->7/25      2.23   0.40   65(55)   21(18)   20(17)   10( 8)    2( 2)    0      118
 22 7/26-->8/1       2.50   0.43   59(57)   21(20)    9( 9)   12(12)    3( 3)    0      104
 23 8/2-->8/8        6.11   0.53   66(56)   18(15)   12(10)   17(15)    4( 3)    0      117
 24 8/9-->8/15       2.56   0.37   59(58)   18(18)   16(16)    6( 6)    2( 2)    0      101
 25 8/16-->8/22      5.00   0.59   54(50)   11(10)   24(22)   15(14)    3( 3)    0      107
 26 8/23-->8/29      2.95   0.45   58(53)   18(17)   18(17)   14(13)    1( 1)    0      109
 27 8/30-->9/5       6.65   0.43   54(53)   20(20)   19(19)    6( 6)    2( 2)    0      101
 28 9/6-->9/12       2.57   0.37   61(60)   16(16)   16(16)    5( 5)    3( 3)    0      101
 29 9/13-->9/19      6.26   0.45   64(53)   24(20)   19(16)    9( 8)    4( 3)    0      120
 30 9/20-->9/26      2.25   0.35   67(60)   22(20)   13(12)    6( 5)    3( 3)    0      111
 31 9/27-->10/3      1.77   0.32   49(60)   18(22)    9(11)    6( 7)    0( 0)    0       82
 32 10/4-->10/10     1.98   0.35   56(64)   11(13)   13(15)    8( 9)    0( 0)    0       88
 33 10/11-->10/17    1.91   0.37   40(57)   10(14)   13(19)    7(10)    0( 0)    0       70
 34 10/18-->10/24    1.70   0.29   49(62)   12(15)   14(18)    4( 5)    0( 0)    0       79
 35 10/25-->10/31    1.73   0.25   53(69)   12(16)    9(12)    3( 4)    0( 0)    0       77
 36 11/1-->11/7      1.90   0.27   49(67)   11(15)    9(12)    4( 5)    0( 0)    0       73
 37 11/8-->11/14     2.71   0.27   44(71)    9(15)    5( 8)    3( 5)    1( 2)    0       62
 38 11/15-->11/21    1.28   0.28   46(60)   16(21)   12(16)    3( 4)    0( 0)    0       77
 39 11/22-->11/28    0.98   0.17   56(85)    4( 6)    6( 9)    0( 0)    0( 0)    0       66
 40 11/29-->12/5     0.87   0.18   44(75)    9(15)    6(10)    0( 0)    0( 0)    0       59
 41 12/6-->12/12     0.68   0.13   55(85)    5( 8)    5( 8)    0( 0)    0( 0)    0       65
