# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2171] DENISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.36   0.27   51(62)   18(22)   11(13)    2( 2)    0( 0)    0       82
  2 3/8-->3/14       2.25   0.29   50(61)   16(20)   13(16)    2( 2)    1( 1)    0       82
  3 3/15-->3/21      1.55   0.24   60(67)   17(19)   10(11)    2( 2)    0( 0)    0       89
  4 3/22-->3/28      2.39   0.29   64(69)   10(11)   14(15)    4( 4)    1( 1)    0       93
  5 3/29-->4/4       1.73   0.30   68(62)   21(19)   14(13)    6( 6)    0( 0)    0      109
  6 4/5-->4/11       3.40   0.26   65(67)   19(20)   11(11)    1( 1)    1( 1)    0       97
  7 4/12-->4/18      1.64   0.30   69(57)   25(21)   20(17)    6( 5)    0( 0)    0      120
  8 4/19-->4/25      2.71   0.33   73(57)   24(19)   23(18)    7( 5)    1( 1)    0      128
  9 4/26-->5/2       2.45   0.35   81(57)   28(20)   18(13)   13( 9)    1( 1)    0      141
 10 5/3-->5/9        2.98   0.37   71(55)   25(19)   25(19)    7( 5)    2( 2)    0      130
 11 5/10-->5/16      2.85   0.33   75(59)   26(20)   18(14)    8( 6)    1( 1)    0      128
 12 5/17-->5/23      4.30   0.43   73(54)   20(15)   26(19)   15(11)    1( 1)    0      135
 13 5/24-->5/30      2.54   0.40   80(54)   23(16)   31(21)   12( 8)    2( 1)    0      148
 14 5/31-->6/6       1.95   0.32   82(61)   23(17)   23(17)    7( 5)    0( 0)    0      135
 15 6/7-->6/13       3.57   0.45   70(49)   25(18)   29(20)   16(11)    2( 1)    0      142
 16 6/14-->6/20      4.20   0.53   68(50)   23(17)   19(14)   22(16)    5( 4)    0      137
 17 6/21-->6/27      3.73   0.51   54(46)   29(25)   17(14)   13(11)    5( 4)    0      118
 18 6/28-->7/4       3.35   0.44   58(52)   21(19)   20(18)    9( 8)    4( 4)    0      112
 19 7/5-->7/11       7.89   0.49   55(47)   22(19)   30(25)    9( 8)    2( 2)    0      118
 20 7/12-->7/18      5.86   0.42   65(59)   19(17)   16(14)    9( 8)    2( 2)    0      111
 21 7/19-->7/25      2.21   0.31   71(66)   16(15)   12(11)    8( 7)    1( 1)    0      108
 22 7/26-->8/1       2.90   0.40   65(63)   13(13)   16(15)    8( 8)    2( 2)    0      104
 23 8/2-->8/8        3.33   0.41   69(59)   18(15)   16(14)   12(10)    2( 2)    0      117
 24 8/9-->8/15       1.53   0.31   65(61)   19(18)   15(14)    8( 7)    0( 0)    0      107
 25 8/16-->8/22      3.31   0.42   60(53)   22(19)   16(14)   13(12)    2( 2)    0      113
 26 8/23-->8/29      2.56   0.41   58(58)   15(15)   16(16)    8( 8)    3( 3)    0      100
 27 8/30-->9/5       2.52   0.44   54(53)   19(19)   17(17)    7( 7)    5( 5)    0      102
 28 9/6-->9/12       5.81   0.54   49(56)   12(14)   16(18)    7( 8)    4( 5)    0       88
 29 9/13-->9/19      4.69   0.45   49(45)   24(22)   26(24)   10( 9)    1( 1)    0      110
 30 9/20-->9/26      4.88   0.35   66(62)   20(19)   12(11)    6( 6)    2( 2)    0      106
 31 9/27-->10/3      2.20   0.33   47(59)   14(18)   15(19)    3( 4)    1( 1)    0       80
 32 10/4-->10/10     1.78   0.40   49(56)   14(16)   12(14)   12(14)    0( 0)    0       87
 33 10/11-->10/17    2.22   0.44   28(48)   14(24)    9(16)    6(10)    1( 2)    0       58
 34 10/18-->10/24    2.97   0.34   46(61)   15(20)    8(11)    5( 7)    1( 1)    0       75
 35 10/25-->10/31    1.76   0.25   50(65)   15(19)    9(12)    3( 4)    0( 0)    0       77
 36 11/1-->11/7      1.81   0.30   49(65)   10(13)   11(15)    5( 7)    0( 0)    0       75
 37 11/8-->11/14     2.80   0.24   43(72)    9(15)    6(10)    1( 2)    1( 2)    0       60
 38 11/15-->11/21    1.21   0.30   39(58)   12(18)   13(19)    3( 4)    0( 0)    0       67
 39 11/22-->11/28    0.95   0.17   51(77)   10(15)    5( 8)    0( 0)    0( 0)    0       66
 40 11/29-->12/5     2.25   0.17   52(80)    8(12)    4( 6)    0( 0)    1( 2)    0       65
 41 12/6-->12/12     0.75   0.20   37(70)   13(25)    3( 6)    0( 0)    0( 0)    0       53
 42 12/13-->12/19    1.88   0.18   56(84)    6( 9)    3( 4)    2( 3)    0( 0)    0       67
 43 12/20-->12/26    0.63   0.16   44(80)    5( 9)    6(11)    0( 0)    0( 0)    0       55
 44 12/27-->1/2      2.27   0.20   44(79)    7(13)    4( 7)    0( 0)    1( 2)    0       56
 45 1/3-->1/9        0.68   0.15   44(86)    4( 8)    3( 6)    0( 0)    0( 0)    0       51
 46 1/10-->1/16      0.98   0.16   44(85)    5(10)    3( 6)    0( 0)    0( 0)    0       52
 47 1/17-->1/23      0.83   0.19   46(77)    9(15)    5( 8)    0( 0)    0( 0)    0       60
 48 1/24-->1/30      0.56   0.12   62(89)    6( 9)    2( 3)    0( 0)    0( 0)    0       70
 49 1/31-->2/6       0.78   0.17   51(80)    9(14)    4( 6)    0( 0)    0( 0)    0       64
 50 2/7-->2/13       1.28   0.16   50(85)    7(12)    0( 0)    2( 3)    0( 0)    0       59
 51 2/14-->2/20      2.26   0.23   53(73)   14(19)    3( 4)    2( 3)    1( 1)    0       73
 52 2/21-->2/27      0.89   0.17   54(78)   10(14)    5( 7)    0( 0)    0( 0)    0       69
 53 2/28-->2/29      0.74   0.18    8(80)    0( 0)    2(20)    0( 0)    0( 0)    0       10
