# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3509] GUTHRIE-CENTER
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia3509
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1410   1114   1158    624    137     74     13      4    171    439    997   1379
 1952   1370    944   1028    464    206      4      2     18     92    502    790   1212
 1953   1314   1019    853    633    203     12      2      1     95    257    693   1041
 1954   1373    710    963    340    282     34      0      0     37    389    660   1074
 1955   1322   1213    903    207     81     38      0      0     71    322   1011   1317
 1956   1361   1143    875    494    143     15      0     10     79    173    805   1081
 1957   1501    912    857    450    167     15      0      3    117    465    871   1030
 1958   1233   1308    943    428    116     23      0     16     54    294    719   1283
 1959   1470   1175    840    437    136     12      7      0    130    461   1016    936
 1960   1383   1302   1356    392    141     18      1      0     69    371    724   1181
 1961   1316    980    847    589    240     28      0      4    163    315    844   1396
 1962   1531   1175   1092    506     40     26     11      5    151    326    705   1204
 1963   1672   1238    761    404    202     15      0     11     48     98    599   1473
 1964   1115    964    978    412     61     28      0     53    142    443    684   1295
 1965   1416   1251   1271    497     84      4      0     21    188    318    744    938
 1966   1567   1092    731    586    240     28      0     17    115    367    803   1240
 1967   1258   1165    718    421    285     25     14     18    113    446    823   1106
 1968   1362   1187    620    397    243     28      3      5    117    415    907   1337
 1969   1559   1127   1198    463    202     84      0      0     81    541    817   1295
 1970   1684   1096   1058    463    145     26     10      2    145    467    929   1240
 1971   1577   1246   1034    431    267      5     23     16    134    285    784   1205
 1972   1527   1383    900    550    185     39     20     29    137    568    954   1520
 1973   1345   1144    729    505    268     12     11      2    131    289    830   1373
 1974   1509   1094    801    430    228     51      0     25    213    393    809   1181
 1975   1368   1257   1174    623    132     25      7      0    238    402    738   1196
 1976   1401    958    881    371    259     23      1      5    136    613    976   1415
 1977   1748   1057    695    301     26      6      0     16     64    472    887   1334
 1978   1708   1451   1062    464    220     29      2      9     64    458    864   1356
 1979   1810   1515   1010    571    230     33      6     25    103    420    868   1116
 1980   1329   1302    994    441    175     20      0      2    124    529    753   1221
 1981   1238   1012    761    305    222      4     12     18    124    523    738   1279
 1982   1723   1230    983    591    136     68      3     30    158    403    903   1153
 1983   1260   1006    901    680    301     44      0      0    146    506    844   1809
 1984   1454    960   1142    597    293     12      5     11    201    426    824   1226
 1985   1576   1270    743    389    114     75      0     41    211    479   1087   1616
 1986   1187   1241    758    403    147      5      0     33     78    432    971   1191
 1987   1224    853    761    419     96     16      3     48     88    568    690   1112
 1988   1495   1319    830    507     63     12      5     20    107    603    800   1178
 1989   1086   1474    963    492    239     55      4     18    198    433    956   1606
 1990   1100   1082    800    564    275     31     14     11     95    446    707   1402
 1991   1653    958    789    423    162      7      4      9    192    500   1114   1155
 1992   1140    920    756    569    201     28     26     66    169    444    956   1230
 1993   1513   1305   1008    586    211     52      0     11    261    494    936   1193
 1994   1636   1293    831    477    200     29      7     31    121    364    787   1193
 1995   1444   1066    876    607    286     39     11      0    205    478   1044   1240
 1996   1537   1220   1091    587    310     49      7      6    211    436   1067   1396
 1997   1557   1129    856    623    358     12     12     16    106    484    946   1172
 1998   1290    887   1062    478     88     89      0      0     47    370    719   1119
 1999   1494    929    906    489    192     44      2      9    194    503    646   1190
 2000   1298    957    699    493    130     46     12      2    135    330   1004   1727
 2001   1384   1323   1072    383    194     67      4      4    163    482    513   1067
 2002   1155    996   1062    502    277     15      0     11    127    600    930   1136
 2003   1423   1272    934    446    253     58      5      0    187    410    884   1140
 2004   1485   1279    760    463    192     55     17     73     80    404    766   1199
 2005   1475    958    892    377    257      6      8      0      0      0      0      0
 MEAN   1425   1136    919    479    192     31      5     15    132    425    841   1254
