# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2977] FOREST-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-2003 FOR STATION NUMBER  ia2977
      JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  47 -25  48 -25  63 -26  76  11  92  26  89  37  95  47  99  50  93  41  88  27  74  10  62  -1
  2  48 -20  52 -32  63  -8  81  15  89  25  88  40  94  50  98  49  93  43  91  23  76   1  69 -14
  3  46 -17  44 -27  67  -3  77   9  88  22  91  38 100  45  97  45  91  35  91  25  74   2  61 -14
  4  47 -19  51 -22  65  -9  75   8  90  28  94  39  97  45  97  45  95  38  92  26  73  -5  57  -6
  5  45 -26  55 -24  65 -15  85  14  90  29  95  38  98  46  95  45  94  38  97  23  70  -8  62  -4
  6  41 -27  51 -20  71  -8  88   6  87  25  93  42  96  48  94  47  93  38  94  23  75  -4  61 -16
  7  50 -23  58 -20  73 -15  82  15  87  28  94  44  99  48  95  45  96  38  91  21  71  -5  47 -18
  8  57 -19  51 -20  78 -10  79  10  86  30 100  39  96  47  94  49  94  37  85  19  75   0  47 -12
  9  56 -24  56 -24  71  -8  86  13  90  25  95  44  98  50  92  48  96  40  82  19  79  10  49 -20
 10  48 -27  58 -18  68  -6  83  19  91  28  95  41  96  49  93  49  90  36  82  21  70   0  56 -15
 11  45 -21  59 -23  64  -8  83  17  85  31  92  42  96  51  92  44  90  35  83  20  69  -6  53 -11
 12  49 -23  62 -20  71 -10  83  16  86  31  94  42  98  48  92  46  92  34  88  24  63  -3  60 -15
 13  51 -17  55 -13  65 -10  83  15  88  28  98  41 100  49  95  41  93  34  88  23  66  -5  48 -20
 14  48 -22  59 -18  62 -10  87  22  90  31  98  45  97  50  95  41  93  34  87  27  71  -6  50 -17
 15  55 -26  51 -14  65  -3  89  22  91  31  91  39  92  48  98  42  95  37  89  24  68   4  55 -16
 16  45 -26  61 -23  73  -9  90  19  91  32  91  43  94  48  98  47  93  34  84  25  71  -1  53 -17
 17  45 -28  65 -17  74  -4  86  18  92  35  92  41  94  51  98  49  93  36  83  19  72  -9  52 -15
 18  49 -27  62  -9  66  -4  90  17  92  35 100  46  97  51  95  44  91  34  80  20  68   0  53 -22
 19  49 -26  57 -20  69  -3  87  18  91  35  99  45  96  53  97  42  94  31  82  14  72   6  49 -27
 20  46 -30  60 -12  65 -14  85  21  91  35  96  42  94  50  95  42  89  31  86  17  60   2  51 -22
 21  44 -30  56 -16  69  -9  91  22  91  34 100  38  95  45 100  45  86  32  81  23  67  -6  51 -24
 22  48 -18  57 -11  69   4  90  19  90  29  93  45  99  49  94  45  82  26  80  15  64  -1  44 -23
 23  53 -27  55 -10  72  -2  85  22  91  28  93  44  95  50  93  44  79  26  82  20  60  -5  44 -25
 24  58 -20  57 -14  79  -3  87  23  88  37  96  45  95  50  92  46  85  32  83  22  64  -5  43 -24
 25  52 -15  55 -15  78   3  85  28  93  36  94  42  96  51  93  40  90  29  81  20  69  -6  43 -21
 26  54 -21  61 -13  77  -1  84  29  92  34  97  47  98  48  96  43  87  28  81  19  60 -13  49 -23
 27  62 -19  57 -15  76   2  88  29  91  38  95  44  95  45  96  42  88  32  80  16  65  -5  49 -23
 28  55 -21  53 -26  79  10  89  28  91  33  97  44 100  50  97  40  87  25  77  14  70 -11  54 -21
 29  42 -28  60  -8  83  -2  87  22  91  33  98  48  99  47  93  45  85  27  71  18  58  -5  49 -14
 30  49 -26 *** ***  83   0  85  26  92  38  95  48  96  43  91  47  90  29  74  16  65 -11  48 -20
 31  50 -24 *** ***  81   6 *** ***  91  38 *** *** 101  40  93  43 *** ***  78  15 *** ***  53 -21
