# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 01 Sep 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6151] OAKLAND-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# Low Temperature exceedence probabilities
# (On a certain date, what is the chance a temperature below a certain
#  threshold would have been observed)
 Date    <33  <29  <27  <23
 Aug 17    0    0    0    0
 Aug 19    0    0    0    0
 Aug 21    0    0    0    0
 Aug 23    0    0    0    0
 Aug 25    0    0    0    0
 Aug 27    0    0    0    0
 Aug 29    0    0    0    0
 Aug 31    0    0    0    0
 Sep 02    1    0    0    0
 Sep 04    1    0    0    0
 Sep 06    1    0    0    0
 Sep 08    1    0    0    0
 Sep 10    3    0    0    0
 Sep 12    3    0    0    0
 Sep 14    3    0    0    0
 Sep 16    3    0    0    0
 Sep 18   11    0    0    0
 Sep 20   20    0    0    0
 Sep 22   27    3    1    0
 Sep 24   35    5    1    0
 Sep 26   35    5    1    0
 Sep 28   42   12    1    0
 Sep 30   51   20    5    0
 Oct 02   59   25    7    0
 Oct 04   66   33   14    1
 Oct 06   72   44   24    3
 Oct 08   77   51   29    5
 Oct 10   81   61   37    9
 Oct 12   87   62   40   11
 Oct 14   88   64   42   12
 Oct 16   92   66   42   18
 Oct 18   94   68   48   18
 Oct 20   94   74   59   24
 Oct 22   94   74   59   25
 Oct 24   94   81   64   33
 Oct 26   94   87   72   48
 Oct 28   96   92   81   51
 Oct 30   96   94   85   62
 Nov 01   98   94   88   66
 Nov 03   98   98   90   70
 Nov 05  100  100   98   79
 Nov 07  100  100   98   81
 Nov 09  100  100  100   85
 Nov 11  100  100  100   85
 Nov 13  100  100  100   90
 Nov 15  100  100  100   92
 Nov 17  100  100  100   92
 Nov 19  100  100  100   96
 Nov 21  100  100  100   96
 Nov 23  100  100  100   98
 Nov 25  100  100  100   98
 Nov 27  100  100  100  100
 Nov 29  100  100  100  100
 Dec 01  100  100  100  100
 Dec 03  100  100  100  100
 Dec 05  100  100  100  100
 Dec 07  100  100  100  100
 Dec 09  100  100  100  100
 Dec 11  100  100  100  100
 Dec 13  100  100  100  100
 Dec 15  100  100  100  100
 Dec 17  100  100  100  100
 Dec 19  100  100  100  100
 Dec 21  100  100  100  100
 Dec 23  100  100  100  100
 Dec 25  100  100  100  100
 Dec 27  100  100  100  100
 Dec 29  100  100  100  100
