# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7312] SAC-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY HEATING DEGREE DAYS 1951-2006 FOR STATION # ia7312
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951   1474   1129   1212    647    116     70     10      6    170    425    998   1417
 1952   1444    963   1036    451    200      0      0      3     62    463    798   1235
 1953   1371   1088    859    629    182      8      2      0     61    219    679   1132
 1954   1495    771   1046    402    294     37      0      2     72    441    657   1137
 1955   1367   1286    985    237     68     52      0      0     83    331   1080   1473
 1956   1505   1291    978    582    174     10      0     16    111    200    888   1157
 1957   1605   1024    919    483    217     23      0      4    137    485    916   1062
 1958   1300   1321    980    470    103     53     12     19     63    313    788   1398
 1959   1555   1271    924    465    159     20      7      2    150    530   1128   1008
 1960   1451   1330   1400    456    155     18      0      0    108    363    778   1294
 1961   1399   1056    912    618    250     16      0      7    199    327    891   1460
 1962   1590   1237   1179    510     60     29      6      2    165    337    732   1245
 1963   1707   1242    777    378    194      4      0     16     57    114    672   1546
 1964   1199   1042   1065    444     76     26      0     30    135    410    768   1409
 1965   1496   1314   1312    519     89      4      0     26    250    331    829   1018
 1966   1661   1178    765    626    256     20      0     17    126    377    889   1304
 1967   1359   1248    776    438    315     15     16     20    118    462    877   1195
 1968   1418   1253    673    397    286     26      4      8    103    386    890   1388
 1969   1607   1173   1265    433    173     79      0      0     72    521    828   1333
 1970   1723   1124   1074    464    123     15      1      1    131    460    869   1300
 1971   1606   1202    985    414    213      4     17      3    114    282    824   1237
 1972   1554   1412    909    507    181     21     10     11    133    493    901   1486
 1973   1356   1116    722    493    227      5      2      1    110    268    795   1388
 1974   1497   1088    835    429    226     50      0     26    195    365    823   1225
 1975   1465   1276   1198    623    127     28      3      3    211    341    788   1205
 1976   1357    905    882    363    245     14      1      7    102    578   1020   1423
 1977   1749   1006    742    316     47      5      4     33     66    463    870   1354
 1978   1762   1471   1001    509    231     38      1      4     48    405    915   1448
 1979   1870   1542   1050    608    288     53      4     36    128    513    964   1194
 1980   1430   1391   1075    494    205     39      1      7    140    589    831   1312
 1981   1332   1097    839    365    284     20     15     24    144    565    780   1381
 1982   1861   1280   1021    594    152     84      0     31    158    456    990   1222
 1983   1336   1041    974    710    314     30      0      0    159    499    911   1851
 1984   1459   1015   1162    609    237      8      6      9    200    437    868   1319
 1985   1583   1308    785    425    120     69      1     30    225    482   1158   1699
 1986   1305   1293    823    437    170      9      0     44     98    429   1028   1253
 1987   1250    877    818    430     92     11      3     49     95    601    732   1145
 1988   1585   1363    841    549     59      5      5     20    124    616    882   1270
 1989   1189   1487   1066    521    245     61      1     10    201    456   1024   1653
 1990   1161   1134    881    577    307     51     11      9    123    505    798   1495
 1991   1695   1065    889    476    191      6      6      8    215    536   1208   1239
 1992   1181    991    860    638    217     43     33     83    196    493    988   1300
 1993   1600   1382   1119    642    247     77      3     20    284    572   1014   1291
 1994   1780   1439    887    543    210     28     10     33    127    399    836   1299
 1995   1528   1163    964    671    309     53     13      1    214    487   1087   1257
 1996   1581   1229   1164    629    329     45      4      5    220    448   1124   1528
 1997   1642   1192    923    653    387      4      9     20    110    461   1015   1179
 1998   1354    932   1109    495    100     99      0      0     54    390    769   1124
 1999   1551    968    923    505    188     55      1      6    186    494    665   1209
 2000   1403    998    728    503    135     45     13      3    140    360   1066   1764
 2001   1412   1409   1142    457    203     57      7     10    165    486    530   1116
 2002   1194   1052   1169    519    313     16      4     14    138    648    938   1162
 2003   1463   1299    985    473    260     47      1      2    186    419    945   1223
 2004   1526   1339    799    453    229     59     12     73     70    423    790   1233
 2005   1487    992    939    389    257      4      5      0      0      0      0      0
 MEAN   1488   1184    970    503    201     32      5     15    138    434    886   1315
