# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6327] OSKALOOSA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6327 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     60     18     11      8    297    170    146    123
 1952    102     52     44     37    422    273    245    217
 1953    166     81     63     47    276    147    123    100
 1954    118     42     30     21    502    323    283    247
 1955    171     96     82     68    514    338    299    264
 1956    156     76     64     53    370    243    217    191
 1957    154     70     55     43    415    256    221    191
 1958     86     30     20     13    379    220    188    158
 1959    125     62     50     41    362    209    177    151
 1960     29      9      5      3    450    284    249    215
 1961    135     60     49     39    272    149    128    108
 1962     96     49     40     34    376    232    201    174
 1963    222    132    117    102    463    300    264    228
 1964    137     70     58     46    412    250    218    187
 1965     21      7      5      3    365    214    185    157
 1966    248    137    114     91    323    190    164    139
 1967    242    154    134    116    427    253    217    187
 1968    306    185    163    143    448    280    244    211
 1969     90     46     39     32    429    264    228    193
 1970     81     25     16     10    436    282    248    217
 1971    120     57     47     39    455    300    268    238
 1972    167     92     79     67    378    226    196    167
 1973    245    114     89     67    358    209    179    152
 1974    217    122    104     89    490    321    282    244
 1975     84     39     30     21    342    206    179    155
 1976    217    118     99     83    477    316    280    244
 1977    285    162    138    117    585    402    361    322
 1978    114     62     50     41    347    213    187    163
 1979    105     51     40     32    277    154    130    108
 1980    137     59     47     35    418    270    239    210
 1981    264    143    120    101    575    378    337    299
 1982    144     58     44     33    350    208    180    154
 1983    187    103     87     72    259    134    117    102
 1984     45      9      6      4    301    169    141    117
 1985    230    126    105     86    519    353    318    285
 1986    244    149    132    116    450    287    254    221
 1987    214    116    100     86    477    303    270    240
 1988    194    113     96     80    374    240    210    180
 1989    183    112     98     86    410    256    224    195
 1990    235    125    105     86    366    221    191    163
 1991    229    127    109     93    417    248    216    188
 1992    212    110     91     74    312    181    155    134
 1993     84     36     28     21    284    155    130    107
 1994    188     99     82     68    385    249    220    193
 1995    221    136    118    100    277    159    135    112
 1996    115     46     36     28    332    205    179    154
 1997    200    102     82     67    289    169    144    119
 1998    131     76     69     62    324    186    158    131
 1999    150     72     57     45    346    202    175    149
 2000    265    157    135    116    363    228    200    176
 2001     43      8      4      1    472    308    272    240
 2002    136     66     51     39    354    215    189    165
 2003    170    100     88     77    409    275    245    216
 2004    213    113     93     73    420    269    234    201
 2005    147     78     65     54    449    284    247    214
     ****************************  ****************************
 MEAN  161.5   84.7   70.6   58.3  392.3  243.2  212.5  183.9
 STDV   68.7   44.5   39.6   34.8   77.2   60.9   56.3   51.8

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    729    508    456    406    822    585    527    469
 1952    661    438    390    345   1036    797    738    679
 1953    648    438    391    346   1000    760    700    643
 1954    556    374    335    296    984    749    691    634
 1955    706    485    439    396    833    596    540    486
 1956    765    547    498    453   1006    769    712    655
 1957    665    440    392    348    913    674    616    559
 1958    723    514    467    420    805    566    509    456
 1959    746    517    463    411    941    701    642    583
 1960    663    448    396    345    853    614    556    499
 1961    599    400    355    314    890    656    603    553
 1962    900    661    604    548    913    673    615    559
 1963    669    446    394    344    972    734    677    620
 1964    855    611    554    500    903    669    611    554
 1965    841    616    563    510    911    671    612    554
 1966    588    393    351    314    891    657    599    542
 1967    577    385    343    305    919    679    620    564
 1968    596    393    349    308    982    742    683    625
 1969    729    506    454    405    828    598    545    492
 1970    820    592    538    487    947    707    647    588
 1971    609    409    365    323   1075    835    775    715
 1972    729    505    453    405    905    670    614    560
 1973    617    401    352    308    975    735    675    615
 1974    633    416    368    325    836    597    539    484
 1975    759    535    486    441    954    714    654    598
 1976    617    422    378    336    933    693    634    577
 1977    897    660    601    544    966    728    669    610
 1978    639    426    380    337    917    678    621    567
 1979    659    457    413    372    915    679    622    566
 1980    760    536    485    436    938    698    638    579
 1981    650    435    390    347    995    755    695    635
 1982    795    553    495    438    806    567    509    456
 1983    607    392    346    304    975    736    677    619
 1984    571    377    338    301    948    708    648    588
 1985    729    493    446    403    823    586    530    477
 1986    676    444    393    344    953    713    653    595
 1987    807    572    519    471    970    731    672    614
 1988    781    550    498    452    967    728    670    613
 1989    624    420    374    331    832    595    538    484
 1990    544    335    290    247    924    684    626    569
 1991    797    568    513    461    990    750    690    630
 1992    653    443    400    359    850    614    556    501
 1993    670    438    383    335    853    619    562    508
 1994    652    438    396    357    930    690    631    573
 1995    552    332    287    247    906    666    606    547
 1996    570    351    304    262    899    661    602    544
 1997    514    320    281    245    930    690    631    572
 1998    761    519    465    415    817    583    527    473
 1999    648    419    368    321    867    630    574    519
 2000    722    503    452    403    831    595    539    485
 2001    655    423    373    327    838    604    548    494
 2002    540    351    311    274    967    727    667    609
 2003    587    366    327    290    835    595    536    479
 2004    688    472    422    374    834    595    537    481
 2005    591    384    340    299    971    731    671    611
     ****************************  ****************************
 MEAN  678.9  461.4  413.2  367.9  914.1  675.9  617.8  561.1
 STDV   93.5   82.9   78.8   74.5   65.1   64.1   63.1   61.6

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1034    786    724    662    983    735    673    612
 1952   1075    827    765    705    977    730    669    611
 1953   1075    827    766    706   1007    759    698    639
 1954   1114    866    804    742    999    751    689    627
 1955   1150    902    840    778   1059    811    750    690
 1956   1023    775    713    652   1025    780    720    662
 1957   1127    879    817    755    997    749    687    626
 1958    943    695    633    571    984    740    680    620
 1959    994    746    685    625   1090    842    780    718
 1960   1015    767    705    644   1053    805    743    681
 1961   1034    786    724    662   1003    755    693    635
 1962   1003    755    696    637   1000    752    691    631
 1963   1065    817    755    693    960    713    653    593
 1964   1087    839    777    715    924    680    623    568
 1965   1028    780    718    657    974    726    666    606
 1966   1099    851    789    727    911    666    608    551
 1967    990    743    683    626    951    707    649    591
 1968   1062    814    752    691   1034    786    724    662
 1969   1111    863    801    739   1057    809    747    685
 1970   1071    823    761    700   1036    788    726    664
 1971   1023    777    718    659   1000    752    691    631
 1972   1054    808    748    688   1024    776    714    653
 1973   1067    819    757    695   1071    823    761    699
 1974   1113    865    803    741    940    692    630    569
 1975   1080    832    772    714   1056    808    746    684
 1976   1080    832    771    710    980    732    670    611
 1977   1119    871    809    747    955    707    645    583
 1978   1032    784    722    660    975    730    670    613
