# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0923] BRITT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0923
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1951  0.40  3.76  6.55  5.95  2.93 10.00  2.95  6.56  3.37  2.12  0.86  1.10 46.55
 1952  3.53  0.60  3.28  1.17  2.95  4.60  5.09  4.17  0.36  0.00  1.17  0.78 27.70
 1953  1.20  0.58  4.20  4.68  2.15  4.93  3.62  4.23  0.76  0.00  1.72  1.39 29.46
 1954  0.76  1.29  2.05  3.68  3.78 14.38  4.88  6.20  1.83  3.52  0.42  0.70 43.49
 1955  0.77  1.58  1.69  2.45  1.76  5.58  5.02  0.97  2.18  1.74  0.74  1.21 25.69
 1956  0.98  0.40  3.69  1.80  4.36  2.39  6.95  2.91  1.07  1.43  2.45  0.54 28.97
 1957  0.59  0.38  1.73  0.95  7.37  4.99  2.62  4.14  1.57  1.55  3.70  1.14 30.73
 1958  0.71  0.15  0.59  2.65  3.43  3.51  2.25  0.91  1.28  0.11  0.74  0.40 16.73
 1959  0.40  1.99  2.62  1.20 13.48  3.10  2.14  5.90  3.95  1.81  1.91  1.55 40.05
 1960  0.32  0.89  1.09  1.27  4.12  1.80  1.41  3.73  3.13  0.56  0.79  1.46 20.57
 1961  0.30  2.30  3.91  2.12  3.38  3.31  6.16  2.98  5.34  3.86  1.47  1.86 36.99
 1962  0.25  2.32  1.48  2.71  2.05  1.75 10.71  7.09  2.36  1.17  0.13  0.19 32.21
 1963  0.87  0.96  1.14  3.10  5.28  2.65  9.27  1.28  1.57  0.71  1.09  0.51 28.43
 1964  0.53  0.21  1.99  6.96  3.35  1.54  4.07  4.13  8.34  0.38  1.73  1.08 34.31
 1965  0.92  1.42  4.04  3.53  3.70  2.47  3.87  3.09 12.53  1.18  1.25  1.10 39.10
