# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0600] BELLE-PLAINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
# LENGTH OF SEASON FOR STATION NUMBER  ia0600   BASE TEMP=28
 LAST SPRING OCCURENCE FIRST FALL OCCURENCE  LENGTH OF SEASON
   YEAR MONTH DAY DOY         MONTH DAY DOY
   1951   4    23 113          10    31 304          191
   1952   4    11 102          10     3 277          175
   1953   4    20 110          10    27 300          190
   1954   4    12 102          10    30 303          201
   1955   4     7  97          10    19 292          195
   1956   4    30 121          10     9 283          162
   1957   4    14 104          10    19 292          188
   1958   4    29 119          10     1 274          155
   1959   4    22 112          10    12 285          173
   1960   4    18 109          10    20 294          185
   1961   5     2 122          10    26 299          177
   1962   4    16 106          10    24 297          191
   1963   4    24 114          10    29 302          188
   1964   4     9 100          10     6 280          180
   1965   4    19 109          10    24 297          188
   1966   5    10 130          10    17 290          160
   1967   4    24 114           9    29 272          158
   1968   4    15 106          10     4 278          172
   1969   4    29 119          10    14 287          168
   1970   4     4  94          10    16 289          195
   1971   4    14 104          11     4 308          204
   1972   4     8  99           9    30 274          175
   1973   4    13 103          11     5 309          206
   1974   4    24 114          10     2 275          161
   1975   4    12 102          10     2 275          173
   1976   4    12 103          10     6 280          177
   1977   4    29 119          10    16 289          170
   1978   3    27  86          10    26 299          213
   1979   4     7  97          10    13 286          189
   1980   4    16 107          10    12 286          179
   1981   4     6  96          10    19 292          196
   1982   4    21 111          10    21 294          183
   1983   4    19 109          11     5 309          200
   1984   4    22 113           9    29 273          160
   1985   4     9  99          11     4 308          209
   1986   4    22 112          11     2 306          194
   1987   4     5  95          10     3 276          181
   1988   4    29 120          10     5 279          159
   1989   5     7 127           9    24 267          140
   1990   4    18 108          10    19 292          184
   1991   4     1  91           9    20 263          172
   1992   4    12 103          10    17 291          188
   1993   4     5  95          10    10 283          188
   1994   4     8  98          10    26 299          201
   1995   4     6  96          10    22 295          199
   1996   4    10 101          10    19 293          192
   1997   4    18 108          10    22 295          187
   1998   3    25  84          11     4 308          224
   1999   3    27  86          10    18 291          205
   2000   4    13 104          10     7 281          177
   2001   4    19 109          10     6 279          170
   2002   4     6  96          10    16 289          193
   2003   4    11 101           9    30 273          172
   2004   5     3 124          10     5 279          155
             MEAN=105              MEAN=288     MEAN=183
