# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1402] CHARLES-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1402 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951      8      0      0      0    180     92     77     65
 1952     39     17     14     11    352    223    197    175
 1953    114     46     35     25    162     66     53     41
 1954     64     17     11      7    423    262    230    201
 1955    100     42     31     23    476    305    268    235
 1956     46      9      4      1    281    168    144    120
 1957     85     28     20     15    367    224    198    174
 1958     58     15      9      5    339    197    167    140
 1959     40      8      3      1    334    194    167    143
 1960     19      3      1      0    366    224    198    174
 1961     52     16     11      8    197     94     74     57
 1962     25     11      9      7    289    172    151    132
 1963    152    100     88     78    375    228    193    163
 1964     66     22     16     10    323    190    165    143
 1965      3      0      0      0    228    122    103     86
 1966    167     77     60     45    203     99     79     61
 1967    150     88     76     64    323    182    153    125
 1968    247    150    129    109    382    236    204    175
 1969     33      9      5      2    336    189    161    134
 1970     21      0      0      0    357    229    201    174
 1971     40     18     14     12    358    227    199    171
 1972     62     19     15     12    241    126    105     86
 1973    160     65     49     36    270    155    132    109
 1974     73     27     21     15    363    216    184    155
 1975     14      0      0      0    184     90     74     59
 1976    126     67     58     49    402    249    214    179
 1977    190     93     74     59    505    345    309    276
 1978    101     51     41     34    283    156    129    102
 1979     30      3      1      0    205    104     87     71
 1980     63     17     11      5    348    214    188    166
 1981    175     79     63     51    413    246    212    182
 1982     53     16     12      8    256    148    126    104
 1983     93     43     35     28    197    107     94     83
 1984     28      1      0      0    272    140    112     88
 1985    141     60     46     34    476    320    288    259
 1986    168    100     89     79    405    251    218    185
 1987    151     75     64     54    460    315    284    255
 1988    123     49     36     25    312    191    163    138
 1989    105     59     51     43    314    189    163    139
 1990    175     84     64     48    362    224    194    165
 1991    134     62     51     41    368    220    189    159
 1992    138     55     41     28    255    142    122    102
 1993     27      6      4      2    233    116     96     79
 1994    140     66     55     45    365    239    211    183
 1995    153     73     57     45    243    131    107     85
 1996     90     32     23     19    292    177    154    131
 1997    102     46     37     29    276    169    147    125
 1998    120     70     62     55    355    212    180    154
 1999    142     63     49     37    323    192    163    136
 2000    233    132    111     92    364    237    212    187
 2001     20      1      0      0    443    279    246    217
 2002     65     19     14     10    361    227    201    176
 2003    154     86     73     63    373    246    220    196
 2004    172     82     66     54    422    271    239    209
 2005    118     67     59     51    456    285    247    212
     ****************************  ****************************
 MEAN   97.6   44.4   35.8   28.6  328.1  197.3  170.8  146.2
 STDV   60.4   36.3   31.2   26.7   83.5   64.3   59.2   54.5

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    683    463    411    361    717    484    429    375
 1952    545    337    293    253    926    688    629    571
 1953    595    375    330    292    906    667    608    550
 1954    507    334    295    259    939    706    649    594
 1955    720    502    456    411    788    555    503    455
 1956    666    456    410    367    962    727    670    614
 1957    589    380    336    296    849    612    555    498
 1958    677    474    428    383    735    503    451    401
 1959    709    491    440    392    902    662    603    548
 1960    614    406    356    310    816    583    529    477
 1961    559    367    328    291    869    637    584    534
 1962    765    539    486    436    825    586    530    475
 1963    594    386    344    305    938    699    640    583
 1964    752    523    474    426    853    623    569    516
 1965    716    496    446    399    839    600    545    491
 1966    496    329    294    261    854    620    563    509
 1967    502    322    283    247    861    625    568    512
 1968    497    313    276    242    869    631    577    523
 1969    635    429    385    342    691    468    417    370
 1970    683    471    423    375    881    644    588    533
 1971    523    344    306    271    988    748    688    629
 1972    682    466    419    374    826    602    551    500
 1973    526    328    287    248    918    678    618    558
 1974    528    330    286    247    793    555    501    450
 1975    702    481    433    388    875    639    583    529
 1976    566    364    321    282    890    651    594    539
 1977    861    623    566    513    900    661    602    544
 1978    651    439    395    352    878    643    588    536
 1979    578    383    342    304    842    605    548    495
 1980    667    459    413    371    872    634    578    523
 1981    563    365    323    283    874    634    574    514
 1982    701    471    417    363    725    493    443    397
 1983    482    286    248    215    858    625    570    517
 1984    546    350    309    272    896    656    597    539
 1985    745    516    466    420    770    538    486    436
 1986    657    437    387    340    903    663    606    550
 1987    769    553    505    457    944    707    649    593
 1988    754    541    496    453    932    699    643    588
 1989    599    407    367    330    810    586    535    486
