# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5086] MANCHESTER-2
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5086 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951     14      0      0      0    208    106     87     71
 1952     51     20     16     12    386    247    218    192
 1953    101     38     27     18    190     81     64     49
 1954     68     19     14      9    385    230    200    173
 1955    104     47     36     28    462    291    255    224
 1956     57     21     14      7    279    163    137    113
 1957     86     33     23     16    351    209    180    153
 1958     61     14     10      6    321    181    151    126
 1959     56     22     17     14    293    160    130    105
 1960     13      1      0      0    371    231    203    176
 1961     73     31     25     20    229    124    102     82
 1962     39     20     17     15    269    157    137    120
 1963    129     83     73     64    365    219    187    157
 1964     73     29     20     14    305    182    159    137
 1965     12      4      3      2    225    118     97     81
 1966    148     69     53     39    224    113     91     71
 1967    111     60     50     40    298    169    140    115
 1968    203    122    106     91    344    210    183    156
 1969     51     24     19     15    325    188    157    128
 1970     37      2      1      0    332    202    177    152
 1971     38     16     12      9    320    194    170    147
 1972     62     22     17     14    228    122    101     81
 1973    178     74     57     43    243    130    110     90
 1974     75     28     22     17    336    203    176    151
 1975     20      1      0      0    178     91     77     65
 1976    139     69     59     50    420    272    238    204
 1977    225    121    101     84    506    346    314    283
 1978     87     42     33     27    329    201    172    143
 1979     50     14     10      7    237    128    107     89
 1980     67     21     14      9    353    223    197    173
 1981    187     91     75     61    451    282    247    214
 1982     60     19     13     10    230    136    115     95
 1983    108     54     45     37    175     93     80     69
 1984     24      2      0      0    263    141    115     91
 1985    138     52     38     27    401    273    246    219
 1986    141     82     70     60    393    243    212    182
 1987    148     75     63     51    392    257    229    204
 1988    117     52     39     29    299    180    156    132
 1989    109     59     50     42    282    152    127    105
 1990    171     84     67     53    311    187    161    138
 1991    133     69     57     47    340    202    175    150
 1992    126     54     42     31    218    113     94     77
 1993     31     12      8      6    215    106     88     72
 1994     99     45     37     30    328    205    178    154
 1995    157     87     73     61    200    102     80     61
 1996     74     25     17     13    245    142    123    106
 1997    120     52     42     33    260    160    137    114
 1998    124     72     63     54    315    174    146    119
 1999    119     51     41     32    328    181    150    123
 2000    228    130    110     93    316    194    170    149
 2001     38      8      4      2    420    260    228    199
 2002     86     31     22     15    328    203    176    153
 2003    136     74     63     53    356    232    205    179
 2004    160     74     59     45    356    213    181    152
 2005    107     55     47     42    416    255    223    192
     ****************************  ****************************
 MEAN   97.6   45.0   36.3   29.0  311.8  185.0  159.3  135.6
 STDV   54.3   32.5   28.0   23.9   76.6   58.4   54.1   49.8

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    674    455    404    356    718    486    432    381
 1952    565    359    315    275    927    690    633    576
 1953    579    370    329    289    895    655    597    539
 1954    466    297    260    225    907    671    614    559
 1955    662    444    397    354    758    524    470    418
 1956    589    391    347    306    936    703    646    591
 1957    527    320    278    239    810    575    518    462
 1958    627    431    388    348    746    509    455    406
 1959    680    465    415    367    862    624    566    512
 1960    567    364    319    277    752    519    464    412
 1961    507    326    286    251    821    600    553    506
 1962    700    479    427    381    772    541    488    438
 1963    537    347    309    271    882    650    594    541
 1964    725    499    452    408    811    586    534    482
 1965    684    476    430    386    780    552    502    453
 1966    438    284    253    226    804    577    524    474
 1967    460    293    258    227    835    604    550    497
 1968    482    294    257    226    830    598    544    493
 1969    575    379    338    302    661    449    401    355
 1970    666    455    406    360    825    594    539    486
 1971    503    334    299    265    949    709    649    590
 1972    648    444    398    353    745    524    474    425
 1973    476    283    241    203    862    622    563    507
 1974    480    290    251    216    707    479    429    381
 1975    658    443    398    356    833    599    544    490
 1976    601    415    372    332    864    631    577    524
 1977    845    613    558    506    887    651    595    541
 1978    649    437    391    346    868    637    586    535
 1979    611    426    384    344    857    620    564    511
 1980    673    479    437    395    844    613    560    508
 1981    577    387    346    308    864    624    567    512
 1982    663    441    391    343    664    453    407    363
 1983    446    262    223    189    828    604    553    503
 1984    493    313    277    243    877    639    580    522
 1985    673    452    402    361    748    520    470    420
 1986    610    389    341    295    842    604    547    492
 1987    695    489    445    402    915    678    619    562
 1988    683    481    440    401    891    660    608    559
 1989    538    360    321    284    791    559    506    457
 1990    482    287    247    209    851    617    561    505
 1991    725    508    458    412    941    702    643    584
 1992    587    400    359    322    776    548    496    447
 1993    576    371    325    282    770    542    486    432
 1994    556    383    344    306    870    642    587    533
 1995    490    294    255    220    874    635    577    521
 1996    455    264    227    191    810    574    516    459
 1997    436    268    234    200    863    625    568    513
 1998    730    497    447    400    800    567    511    458
 1999    641    418    372    327    853    619    563    509
 2000    661    451    404    358    792    557    502    449
 2001    645    424    376    332    779    543    489    437
 2002    510    330    291    253    899    660    602    544
 2003    508    320    282    248    772    542    488    436
 2004    608    400    353    310    788    553    498    446
 2005    508    322    282    248    949    709    652    595
     ****************************  ****************************
 MEAN  588.2  389.1  346.2  306.1  828.3  595.8  541.1  488.2
 STDV   92.7   78.5   74.3   70.1   68.0   64.0   61.9   59.6

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    919    672    611    551    872    624    564    506
 1952   1018    770    710    650    905    659    601    544
 1953    994    747    687    627    931    685    625    567
 1954   1026    778    716    654    907    661    600    540
 1955   1091    843    781    719   1043    796    735    674
 1956    916    668    606    546    965    720    661    602
 1957   1027    779    717    655    958    711    651    591
 1958    900    652    590    530    944    701    642    585
 1959    922    675    614    556   1058    810    748    686
 1960    922    675    614    556    946    699    638    578
 1961    899    651    591    533    908    664    605    549
 1962    834    594    535    478    835    600    547    496
 1963    963    715    654    594    848    609    553    498
 1964   1002    754    693    632    804    571    517    465
 1965    905    659    600    545    869    627    569    512
 1966    985    737    675    617    842    602    547    494
 1967    869    632    576    524    758    531    480    430
 1968    965    719    658    600    928    682    624    568
 1969    971    723    661    600    938    690    629    571
 1970    973    727    668    612    894    647    588    530
 1971    870    628    570    513    832    590    533    481
 1972    908    665    606    548    911    665    605    546
 1973    989    741    679    617    963    715    654    595
 1974   1019    771    709    648    832    588    531    475
 1975    968    723    665    607    950    704    643    582
 1976   1018    771    712    654    896    655    599    545
 1977   1048    800    738    678    867    625    568    515
 1978    979    731    670    610    935    694    636    582
 1979    956    710    650    591    931    687    629    573
 1980   1050    802    740    678   1002    754    692    630
 1981    980    733    673    614    905    662    604    548
 1982    959    711    649    588    830    594    540    487
 1983   1027    781    720    660   1004    761    701    641
 1984    907    662    603    546    938    698    640    583
 1985    992    744    682    622    820    577    519    464
 1986   1031    783    721    659    787    552    495    442
 1987   1053    805    744    683    894    651    593    537
 1988   1017    770    709    648   1000    762    703    646
 1989   1011    763    701    639    896    649    591    535
 1990    948    700    638    576    926    678    617    559
 1991    980    733    672    614    928    680    619    559
 1992    831    583    522    462    735    507    459    412
 1993    946    698    636    574    924    676    616    557
 1994    888    640    578    518    816    571    516    465
 1995    959    713    654    596   1078    830    768    707
 1996    873    627    566    506    879    631    570    513
 1997    963    718    660    603    859    611    550    492
 1998    971    723    661    601    983    735    673    611
 1999   1080    832    770    710    877    629    568    508
 2000    949    701    640    580    946    698    636    575
 2001   1004    756    694    634    952    704    643    583
 2002   1060    812    750    688    917    670    609    550
 2003    940    692    630    570    973    725    663    601
 2004    912    665    606    549    774    547    496    447
 2005    992    744    682    622      0      0      0      0
     ****************************  ****************************
 MEAN  966.9  720.0  659.2  599.7  889.3  650.3  592.8  536.9
 STDV   60.1   59.1   58.5   57.5  141.8  112.5  104.8   97.2

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    576    370    327    286    382    226    196    168
 1952    726    513    466    421    324    204    177    151
 1953    686    486    444    404    574    402    362    324
 1954    738    516    463    412    404    247    213    180
 1955    740    528    480    435    423    258    224    193
 1956    642    436    393    353    571    374    334    299
 1957    625    415    370    326    351    200    166    137
 1958    675    460    415    373    473    306    267    230
 1959    694    489    442    396    277    137    108     84
 1960    703    492    444    400    414    257    223    189
 1961    638    445    400    355    416    254    222    196
 1962    527    362    325    290    428    274    244    214
 1963    662    453    407    364    660    455    409    365
 1964    648    447    400    356    352    216    186    159
 1965    582    381    339    299    389    234    201    170
 1966    594    414    376    339    369    232    201    170
 1967    576    404    365    326    327    202    178    155
 1968    611    405    360    317    423    262    226    193
 1969    632    434    390    348    305    173    149    128
 1970    639    424    379    337    402    238    202    168
 1971    704    494    446    404    549    359    316    274
 1972    667    455    407    361    263    137    114     95
 1973    638    420    374    331    482    310    271    233
 1974    510    336    298    260    353    195    162    134
 1975    529    342    301    261    446    292    257    224
 1976    641    455    416    380    323    195    173    154
 1977    723    500    450    400    373    220    190    160
 1978    784    563    512    465    364    210    178    146
 1979    696    500    455    413    390    239    207    176
 1980    734    520    472    426    325    198    171    145
 1981    658    445    399    355    379    219    187    158
 1982    578    396    352    311    396    254    223    193
 1983    629    432    392    354    370    216    185    156
 1984    607    415    372    332    434    269    230    194
 1985    688    487    442    398    351    199    167    139
 1986    697    474    423    374    353    198    169    141
 1987    617    418    377    338    264    136    113     94
 1988    684    491    446    402    278    152    127    105
 1989    582    393    351    312    414    268    234    204
 1990    706    511    466    421    338    201    173    147
 1991    626    438    396    356    341    202    176    154
 1992    564    378    338    300    348    211    185    160
 1993    466    283    246    212    343    205    175    146
 1994    671    450    403    359    447    276    238    204
 1995    562    380    339    301    357    224    196    169
 1996    610    404    362    321    402    241    207    177
 1997    673    466    417    371    420    271    239    208
 1998    756    531    481    435    411    239    203    169
 1999    604    422    382    344    394    251    219    191
 2000    690    488    442    402    487    318    284    250
 2001    604    399    357    316    348    210    181    155
 2002    715    507    462    418    322    189    164    141
 2003    606    425    384    345    393    253    224    197
 2004    736    534    488    444    371    217    185    158
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  634.0  436.8  393.3  352.0  383.5  235.0  203.8  175.0
 STDV  109.5   82.5   76.3   70.6   92.6   68.9   63.1   57.4
