# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6200] OELWEIN-2-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 NUMBER OF RAINY DAYS PER MONTH PER YEAR
YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC ANN   
1951     7   7  11   6   6   7   5   8   5   9   3   6  80
1952     2   3   7   3  10   8   8   8   4   1   4   7  65
1953     7   6   9  13   9   9  13   7   3   2   2   3  83
1954     2   1  10  10   8  11   7  11   8   7   3   9  87
1955     9   0   5   8   7   9   8   5   8   9   7   6  81
1956     7   4   8   9  14   7  13  11   4   5   5   5  92
1957     6   2   7   7  12  15  10   8   6   5   8   6  92
1958     5   0   3   9  10  12   9   6   5   5   6   5  75
1959     6   4   9   5  18   9   6  11   7   9   5   5  94
1960     6   7   8  14  19  14  11  12   6   8   5   5 115
1961     2   5   8  11   9   8  14   7  11   8   8   8  99
1962     4  10   8  11  14   9  15   9  11  12   4   6 113
1963     5   7   9  10   6   6  10  11   8   6   3   6  87
1964     1   1  11  10  12   9   4   7   8   2   6   6  77
1965     7   7  10  12  13  10   7  12  16   4   8   4 110
1966     3   4  10  13   7  14   8   3   5   5   7   5  84
1967     8   6   5  10   8  13  10   8   4   7   5   7  91
1968     5   2   5   8  16   0   0   9  12   5   5   8  75
1969     9   1   4   9  11  13  10   2   6  10   4   8  87
1970     5   4   5  10  15   6   8   4  11   8   8   4  88
1971     0   7   5   0   0  11  12   4   0   4  13   6  62
1972     3   4   6   6  10   0  14   5   8  11   8   7  82
1973     4   4   7  14  14   9   7  10  15   7  10   6 107
1974     3   4  10   7  14   9   6   9   5   8   6   5  86
1975     4   6   9  14  10  10   3  10   5   2  11   2  86
1976     4   3   7  10   6   8   5   4   0   5   1   2  55
1977     3   3  10   9   7  10   0  17  11  10  11   4  95
1978     5   6   4  12   8  12  14   6   5   7   8   4  91
1979     7   3   8  12  11   9  10  15   5   6   6   4  96
1980     5   5   0   7  13   9   7  15   9   0   5   5  80
1981     4   8   4  15  10  11  12  10   6  13  10   6 109
1982     9   4   9   0  17   9  14   7   7  10  10   9 105
1983     4   9  10   9  15  13   7   6   8  12  11   9 113
1984     4   3  12  11  14  12   9   5   9  15   5   7 106
1985     9   5   8   8   8   9   6   8  12   9  15   5 102
1986     4   4   6  13  15  12  10   7  16  10   6   4 107
1987     4   1   9   6  10   8   7  13  11   5  14   9  97
1988     5   4   2  10   4   6   7   8   6   5  10   7  74
1989     4   6   5   9   9   7   6  10   7   8   3   5  79
1990     7   5  11  13  16  15  10  12   5  13   8   8 123
1991     9   3   7  16  16   6   8   9  12  12   8   4 110
1992     7   6   9  13   6   7  21   6  10   6  10   9 110
1993     9   8  10  12  16  12  17  14  10   8   5   9 130
1994     9   8   1  10   8  10  11   7  11   7   8   8  98
1995     6   2  11  13  14   7   8  13  12  12   4   2 104
1996    10   1   7   9  18  15   8   6   5   7  14   8 108
1997    10   9   5   6   9  16  12  13   8   9   6   6 109
1998     9  14  12  13  16  17   8  16  10  13   7   4 139
1999    13   5   6  13  16  12  14   9   6   6   3   9 112
2000     9  11  10   5  19  18   9   7   6   9   9  13 125
2001     7   8   6  12  16  12   9  11   9   9  11  11 121
2002     5   7  11  12  12   9  13  11   8  18   5   5 116
2003     7   7   6  12  16  12  13   4   8   6  14   9 114
2004     8  10  20   7  17  16  13  13   2  12   9   8 135
2005    16   9  11   9  16  15   8   0   0   0   0   0  84
STDDEV   3   3   3   3   4   4   4   4   4   4   3   2  18
AVG      6   5   8  10  12  10   9   9   8   8   7   6  97
