# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5992] NEWTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
  1 3/1-->3/7        1.80   0.25   69(71)   15(15)    8( 8)    5( 5)    0( 0)    0       97
  2 3/8-->3/14       1.62   0.25   69(69)   16(16)   11(11)    4( 4)    0( 0)    0      100
  3 3/15-->3/21      1.44   0.25   59(63)   19(20)   14(15)    1( 1)    0( 0)    0       93
  4 3/22-->3/28      1.39   0.30   52(57)   16(18)   20(22)    3( 3)    0( 0)    0       91
  5 3/29-->4/4       1.69   0.29   70(62)   24(21)   12(11)    7( 6)    0( 0)    0      113
  6 4/5-->4/11       1.56   0.28   65(62)   20(19)   17(16)    3( 3)    0( 0)    0      105
  7 4/12-->4/18      2.33   0.33   73(57)   24(19)   26(20)    5( 4)    1( 1)    0      129
  8 4/19-->4/25      2.33   0.35   81(54)   34(23)   21(14)   12( 8)    1( 1)    0      149
  9 4/26-->5/2       3.24   0.44   62(53)   17(15)   23(20)   13(11)    2( 2)    0      117
 10 5/3-->5/9        2.41   0.38   69(57)   22(18)   18(15)   11( 9)    2( 2)    0      122
 11 5/10-->5/16      2.57   0.43   67(49)   31(23)   24(18)   10( 7)    4( 3)    0      136
 12 5/17-->5/23      2.41   0.37   71(57)   24(19)   18(14)   10( 8)    2( 2)    0      125
 13 5/24-->5/30      2.72   0.48   73(50)   27(18)   22(15)   21(14)    3( 2)    0      146
 14 5/31-->6/6       1.85   0.36   60(53)   27(24)   20(18)    7( 6)    0( 0)    0      114
 15 6/7-->6/13       3.83   0.48   79(53)   23(15)   28(19)   15(10)    5( 3)    0      150
 16 6/14-->6/20      4.36   0.47   70(53)   21(16)   23(17)   16(12)    3( 2)    0      133
 17 6/21-->6/27      2.62   0.45   56(47)   23(19)   24(20)   12(10)    3( 3)    0      118
 18 6/28-->7/4       2.94   0.50   59(51)   15(13)   23(20)   15(13)    3( 3)    0      115
 19 7/5-->7/11       1.80   0.45   54(46)   24(21)   23(20)   16(14)    0( 0)    0      117
 20 7/12-->7/18      2.28   0.46   56(52)   18(17)   17(16)   15(14)    2( 2)    0      108
 21 7/19-->7/25      2.74   0.44   53(52)   20(20)   17(17)    8( 8)    4( 4)    0      102
 22 7/26-->8/1       2.14   0.39   60(58)   16(15)   17(16)   10(10)    1( 1)    0      104
 23 8/2-->8/8        4.08   0.48   62(58)   13(12)   19(18)   10( 9)    3( 3)    0      107
 24 8/9-->8/15       3.69   0.51   48(52)   17(18)    9(10)   16(17)    3( 3)    0       93
 25 8/16-->8/22      2.00   0.33   71(62)   18(16)   16(14)    9( 8)    0( 0)    0      114
 26 8/23-->8/29      2.77   0.57   47(47)   14(14)   20(20)    9( 9)    9( 9)    0       99
 27 8/30-->9/5       2.13   0.37   55(58)   14(15)   16(17)    8( 8)    2( 2)    0       95
 28 9/6-->9/12       2.74   0.43   48(50)   18(19)   21(22)    7( 7)    2( 2)    0       96
 29 9/13-->9/19      3.73   0.43   71(58)   22(18)   16(13)    8( 7)    5( 4)    0      122
 30 9/20-->9/26      2.49   0.42   56(53)   18(17)   21(20)    8( 8)    3( 3)    0      106
 31 9/27-->10/3      2.43   0.46   43(52)   13(16)   15(18)    8(10)    3( 4)    0       82
 32 10/4-->10/10     2.83   0.37   55(61)   14(16)   12(13)    6( 7)    3( 3)    0       90
 33 10/11-->10/17    2.64   0.31   60(66)   15(16)   10(11)    4( 4)    2( 2)    0       91
 34 10/18-->10/24    2.10   0.39   52(58)   10(11)   18(20)    8( 9)    1( 1)    0       89
 35 10/25-->10/31    2.13   0.31   57(59)   17(18)   19(20)    3( 3)    1( 1)    0       97
 36 11/1-->11/7      3.29   0.38   51(57)   24(27)    6( 7)    7( 8)    2( 2)    0       90
 37 11/8-->11/14     1.69   0.29   44(64)   17(25)    4( 6)    4( 6)    0( 0)    0       69
 38 11/15-->11/21    2.35   0.33   48(61)   18(23)    6( 8)    6( 8)    1( 1)    0       79
 39 11/22-->11/28    0.98   0.25   49(64)   12(16)   15(20)    0( 0)    0( 0)    0       76
 40 11/29-->12/5     1.72   0.22   50(69)   11(15)   10(14)    1( 1)    0( 0)    0       72
 41 12/6-->12/12     1.18   0.19   55(75)   14(19)    3( 4)    1( 1)    0( 0)    0       73
 42 12/13-->12/19    0.92   0.18   48(77)   10(16)    4( 6)    0( 0)    0( 0)    0       62
 43 12/20-->12/26    1.01   0.19   52(75)   13(19)    3( 4)    1( 1)    0( 0)    0       69
 44 12/27-->1/2      0.72   0.20   45(70)   14(22)    5( 8)    0( 0)    0( 0)    0       64
 45 1/3-->1/9        0.64   0.15   47(80)   10(17)    2( 3)    0( 0)    0( 0)    0       59
 46 1/10-->1/16      1.59   0.22   45(75)    9(15)    4( 7)    2( 3)    0( 0)    0       60
 47 1/17-->1/23      0.78   0.14   59(80)   11(15)    4( 5)    0( 0)    0( 0)    0       74
 48 1/24-->1/30      1.02   0.14   65(83)    9(12)    3( 4)    1( 1)    0( 0)    0       78
 49 1/31-->2/6       0.84   0.18   50(79)    6(10)    7(11)    0( 0)    0( 0)    0       63
 50 2/7-->2/13       1.19   0.20   48(73)   13(20)    4( 6)    1( 2)    0( 0)    0       66
 51 2/14-->2/20      1.22   0.21   60(77)    8(10)    8(10)    2( 3)    0( 0)    0       78
 52 2/21-->2/27      0.90   0.20   53(70)   16(21)    7( 9)    0( 0)    0( 0)    0       76
 53 2/28-->2/29      0.55   0.14    7(78)    1(11)    1(11)    0( 0)    0( 0)    0        9
ANNUAL TOTALS        4.36   0.35 3028(59)  895(17)  734(14)  349( 6)   76( 1)    0     5082
