# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8755] WAUKON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY COOLING DEGREE DAYS 1951-2006 FOR STATION # ia8755
 YEAR    JAN    FEB  MARCH  APRIL    MAY   JUNE   JULY AUGUST   SEPT   OCT   NOV   DEC
 1951      0      0      0      5     27     29    139     79      4      5      0      0
 1952      0      0      0     19     28    159    236    105     54      1      0      0
 1953      0      0      0      0     33    154    191    176     38     23      0      0
 1954      0      0      0      0      7    195    246    130     59      3      0      0
 1955      0      0      0      0     37     61    326    284     75      0      0      0
 1956      0      0      0      0     33    216    126    155     10      1      0      0
 1957      0      0      0      1      6     77    258    144     15      0      0      0
 1958      0      0      0      2      9     34    128    189     28      4      0      0
 1959      0      0      0      0     41    114    138    232     80      0      0      0
 1960      0      0      0     16      4     46    161    172    100      7      0      0
 1961      0      0      0      0     13    133    149    171     58      2      0      0
 1962      0      0      0      6     78     77     94    109     18      7      0      0
 1963      0      0      0      0     18    180    205    132     39     26      0      0
 1964      0      0      0      0     67    144    303    163     43      0      0      0
 1965      0      0      0      0     44     74    173    143      8      6      0      0
 1966      0      0      0      0     17    126    259    118     29      3      0      0
 1967      0      0      0      0     27     86    162     80     10      8      0      0
 1968      0      0      0      2      6    129    177    183     28     26      0      0
 1969      0      0      0      0     41     31    208    210     44     13      0      0
 1970      0      0      0     18     57    145    236    160     62      6      0      0
 1971      0      0      0      0      4    217    115    121    105     23      0      0
 1972      0      0      0      0     78    106    155    204     36      2      0      0
 1973      0      0      0      0      0    144    209    197     46     12      0      0
 1974      0      0      0     12     18     54    279    114     25      0      0      0
 1975      0      0      0      0     48    121    238    201     24     23      0      0
 1976      0      0      0      2      6    123    280    151     47     11      0      0
 1977      0      0      0     29    111    105    277    103     24      0      0      0
 1978      0      0      0      0     48     99    164    139    111      0      0      0
 1979      0      0      0      0     21     80    149    112     52      3      0      0
 1980      0      0      0     15     52     93    266    172     58      0      0      0
 1981      0      0      0      0      1     71    173     98     23      0      0      0
 1982      0      0      0      0     18     35    212    138     42      4      0      0
 1983      0      0      0      0      0    137    312    300     73      4      0      0
 1984      0      0      0      0     15    117    153    221     65      0      0      0
 1985      0      0      0     33     28     79    193     93    110      0      0      0
 1986      0      0      0     11     22    132    251     65     43      0      0      0
 1987      0      0      0     10     54    189    271    139     29      0      0      0
 1988      0      0      0      0     44    209    283    298     48      0      0      0
 1989      0      0      0      0     25    131    298    164     25      4      0      0
 1990      0      0      0     22      6    143    191    161    108      9      0      0
 1991      0      0      0     10    113    212    213    177     78      1      0      0
 1992      0      0      0      0     39     88     96     76     38      4      0      0
 1993      0      0      0      0     26     93    174    201     18      5      0      0
 1994      0      0      0      7     18    158    123     72     74      0      0      0
 1995      0      0      0      0      0    158    225    309     22      5      0      0
 1996      0      0      0      0     22     93    109    101     42      2      0      0
 1997      0      0      0      0      0    106    178     77     22     29      0      0
 1998      0      0      0      0     59    106    188    166     76      0      0      0
 1999      0      0      0      0     18    130    301    101     41      0      0      0
 2000      0      0      0      0     34     67    171    164     77      3      0      0
 2001      0      0      0      4     34    131    251    216     20      2      0      0
 2002      0      0      0     12     20    171    315    123     69     10      0      0
 2003      0      0      0      3      0     54    192    268     51      4      0      0
 2004      0      0      0      2     10     60    130     71     86      0      0      0
 2005      0      0      0      1      3    197    251      0      0      0      0      0
 MEAN      0      0      0      4     29    117    205    156     48      6      0      0
